Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
Science,Topic S1 Robotic Exploration of the Moon and Mars ,S1.05Sample Return Technologies, JPL, JSC,"The NASA Mars Exploration Program has recently adopted a plan that includes a Mars Sample Return mission. Such a mission would require breaking the chain of contact with Mars: the exterior of the sample container must not be contaminated with unsterilized Mars material. One mission concept involves placing a grapefruit sized sample container in Mars orbit where it can be picked up by an orbiting spacecraft for return to Earth. Tenuous issues of contamination of the sample container exterior with Mars dust must be dealt with as well as contamination-free handling of the return sample in the receiving facility. Receiving Facility Sample Handling Technologies The items described briefly below would find eventual utilization in a sample receiving facility whose basic functions are to do physical and chemical characterizations, bio-hazard detection, and life detection, within a series of double-walled containment vessels. The facility would be operated with significant utilization of robotics, operated either in situ, or remotely, or both.Demonstrate fine-scale manipulations, either in situ or remotely, of a strawman 6-axis ultra-clean robot within the confines of a double-walled containment vessel. The robot can be current state-of-art. Demonstrate the use of different end effectors to manipulate small samples for observation. The task may require use and/or modification of current state-of-the-art control software. Demonstrate a sample container/carrier, possibly adapted from a container/carrier currently in use by semiconductor and/or pharmaceutical industries; that has the capability to be identified (labeled) and tracked, for use in cataloging, transporting, and tracking samples of various kinds; generally of approximately 100-micron size, and consisting of fines, dust, individual grains, and very small rocks, or gases; following the certification of these samples for release to a facility for long-term curation and distribution; Develop double-walled gloves for use within a double-walled containment vessel. Such gloves would perhaps require self-healing and/or warning systems, in case of a breach, and be compatible with ports developed for double-walled containment vessels; and Identify specific sterilization methods and techniques for use in sterilization of extraterrestrial samples. Determine the sterilization levels achieved for sample coupons defined and/or provided by a NASA-sponsored science/biosafety working group. Miniature Leak Detector Proposals are sought for the development of a miniature, low-mass, low-power leak detection sensor that can be used to indicate a loss of pressure from a container with a volume of 0.5 liter, that has a pressure of 6 torr, as expected on Mars. Areas of interest include:A sensor, driver, and the power source designed for placement inside the container that is made of metal. The metal alloy that will be used will be determined at a later time; The sensor and its control electronics that provides power, data processing, and communications should not exceed the volume of 5-cm3; The device should be operational at temperatures that are as low as -70°C and as high as room temperature; and A miniature battery as power source is acceptable. Preferably, a wireless power transfer mechanism and a rechargeable battery that is designed for placement inside the container, would be preferred. Sample Containerization and Protection Proposals are sought for the development of a robust method of sealing a sample that would be acquired from an extraterrestrial surface for possible return to Earth in future NASA missions. Areas of interest include:A simple and reliable process of hermetically seaming and sealing a ""coffee-cup"" size container with a rock or soil sample; The process needs to simultaneously perform sterilization of the container sealed area and its external surface while releasing the container into an area that simulates a clean section of a lander; This process should ""break-the-chain"" of contact of an acquired soil or rock sample from the original area that simulates the environment of an extraterrestrial planet; The required process needs to simultaneously seal the contained sample while destroying any potential biological materials that may contaminate the external surface of the container; The process to sterilize the surface of a grapefruit-sized sample container in Mars orbit (e.g., pyrotechnic paint) requiring minimal power and minimizing effect on the sample container interior; The contained sample should be protected from any mechanical, chemical, or thermal damage during or after the activation of the ""break-the-chain"" process; The process needs to be computer simulated and allow a high degree of control of its parameters; and Demonstrate probability of success of the feasibility to seal the container while performing sterilization. Sample Acquisition Proposals are sought for mechanisms to acquire clean core samples for Mars rocks and regolith including development of low-mass, low-normal-force, 10x1 cm coring tool, low-mass core sampling tool integrated with sample containment, acquire Mars dust samples, and development of six-axis force-torque sensor (ranges about 160 Newtons, 15 N-m) operating in Mars ambient. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.01Science Instruments for Conducting Solar System Exploration, JPL, ARC,"This subtopic supports the development of advanced instruments and instrument technology to enable or enhance scientific investigations on future planetary missions. New measurement concepts, advances in existing instrument concepts, and advances in critical components are all of interest. Proposers are strongly encouraged to relate their proposed technology development to future planetary exploration goals. Instruments for both remote sensing and in situ investigations are required for NASA's planned and potential solar system exploration missions. Instruments are required for the characterization of the atmosphere, surface, and subsurface regions of planets, satellites, and small bodies. These instruments may be deployed for remote sensing, on orbital or flyby spacecraft, or for in situ measurements, on surface landers and rovers, subsurface penetrators, and airborne platforms. In situ instruments cover spatial scales from surface reconnaissance to microscopic investigations. These instruments must be capable of withstanding operation in space and planetary environmental extremes, which include temperature, pressure, radiation, and impact stresses. Examples of instruments that will meet the goals include, but are not limited to, the following:Instrumentation for definitive chemical, mineralogy, and isotopic analysis of surface materials: soils, dusts, rocks, liquids, and ices at all spatial scales, from planetary mapping to microscopic investigation. Examples include advanced techniques in reflectance spectroscopy, wet chemistry, laser-induced breakdown spectrometers, water and ice detectors, novel gas chromatograph and mass spectrometry, and age-dating systems; Instrumentation for the assessment of surface terrain and features. Examples include lidar systems and advanced imaging systems; Geophysical sensing systems to determine the near-surface and subsurface structure, textures, bulk components, and composition, such as seismic sensors, porosity measurement devices, permeameters, and surface penetrating radars; Instruments and components that will rely on, and take advantage of, high power capabilities (up to 100 kW) for measurements of planetary surfaces. The instruments may make direct or indirect use of the power, long duration observations, or extremely high data rates; Instrumentation focused on assessments of the identification and characterization of biomarkers of extinct or extant life, such as prebiotic molecules, complex organic molecules, biomolecules, or biominerals; Instrumentation for the chemical and isotopic analysis of planetary atmospheres; Advanced detectors for solar absorption spectrometry. One example is a detector that is fast and linear, i.e., does not saturate under high photon fluxes; Environmental sensing systems, such as meteorological sensors, humidity sensors, wind and particle size distribution sensors, and sounders for atmospheric profiling; Particles and fields measurements, such as magnetometers, and electric field monitors; and Enabling instrument component and support technologies, such as laser sources, miniaturized pumps, sample inlet systems, valves, integrated bulk sample handling and processing systems, and fluidic technologies for sample preparation.Research should be conducted to demonstrate technical feasibility during Phase 1 and show a path toward a Phase 2 hardware and software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase 2 contract. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.02Extreme High Temperature/High Pressure Environment, JPL, GRC,"Proposals are sought for technologies to enable operation and survivability in high-temperature/high-pressure space environments. These technologies service the needs of the future in situ exploration of Venus as well as the atmospheric probes for giant planets. Venus features a dense, CO2 atmosphere completely covered by clouds with sulfuric acid aerosols, a surface temperature of 486ºC, and a surface pressure of 90 atmospheres. Although already explored by various orbiters and short-lived atmospheric probes and landers, Venus retains many secrets pertaining to its formation and evolution. NASA is interested in expanding its ability to explore the deep atmosphere and surface of Venus through the use of long-lived (days or weeks) balloons and landers. Survivability in extreme high temperatures (380°C) and high pressures (>100 bar) is also required for deep atmospheric probes to giant planets. Technology needs for high-temperature and high-pressure environments include:Advanced passive and active thermal control for Venus missions, including lightweight (50 kg/m3), high strength/stiffness, high buckling stress resistant pressure vessels to protect the electronics and instruments for several hours; new lightweight thermal insulation materials with conductivity less than 0.1 W/mK at 486ºC, thermal storage systems with 300-1000 kJ/kg energy density, thermal switches with a switching ratio of at least 100:1 between ""On"" and ""Off"" modes, and high temperature heat pipe systems operating over a temperature range of 25 to 500ºC. Refrigeration systems capable of pumping heat from a 25 to 75ºC source to the Venus sink temperature of 486ºC; Science and engineering sensors able to operate at 486ºC and 100 bar, including for example, high temperature imagers, hybrid imaging system that utilizes high temperature fiber optics, seismometers, and pressure sensors; High-temperature, low-power, and ultra low-power electronics and electronic packaging technology for sensor and actuator interfaces at 486ºC, including low-noise (10 nV/sqHz) preamplifiers, power amplifiers and transmitters (S-band), temperature stable oscillators, drivers (with 0-100 V digital output for driving piezoelectric, electrostatic, or electromagnetic actuators), and high value (on the order of one to hundreds of micro Farad) capacitors; Computer Aided Design (CAD) tools for predicting the performance, reliability, and life cycle for high-temperature electronic systems and components; High-temperature primary batteries (200 Whr/kg)) for operation at 380ºC and 486ºC; Actuators for sample handling and acquisition systems including high-temperature drills, motors, and actuators able to operate in the 486ºC, 90 atmosphere surface environment of Venus; and Anticorrosive coatings to protect optical systems and spacecraft structures from corrosive agents present in the upper levels of Venus' atmosphere (sulfuric acid clouds) or near surface (besides carbon oxide and nitrogen, the atmosphere contains sulfuric acid, hydrochloric acid, and hydrofluoric acid).Research should be conducted to demonstrate technical feasibility during Phase 1 and show a path toward a Phase 2 hardware/software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase 2 contract. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.03Nanosensors, JPL, ARC,"The subtopic seeks to leverage breakthroughs in the emerging fields of nano-technology and biotechnology to develop advanced sensors and actuators with increased sensitivity and small size for solar system exploration. Technologies should provide enhanced capabilities over the current state-of-the-art and be able to operate in an extreme environment. This harsh environment includes steady operation and cycling in the temperature range of -180 degrees Centigrade to 100 degrees Centigrade, and high radiation. Of particular interest are harsh environment-operable nanosystems for single molecule sensing and manipulation, on-chip biomolecular analysis, and semiconductor laser diodes in the 2-5 um wavelength range, and detectors in the greater than 15 um wavelength range. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.04Deep Space Power Systems, GRC," GSFC, JPL, JSC","Innovative concepts using advanced technology are solicited in the areas of energy conversion, power electronics, and power system materials. Power levels of interest range from milliwatts to 1 KW. NASA Space Science missions in deep space environments require energy systems with long life capability, high radiation tolerance, reliability, and low overall costs (including operations) which can operate in high and low temperatures and over wide temperature ranges. Advanced technologies are sought in the following areas: Energy Conversion All proposed energy conversion technologies must be able to show substantial increases over state-of-the-art in efficiency and specific power (W/kg) and to operate in deep-space environments with high radiation and wide-temperature operations (-200°C to 300°C). Long-life (>14 years), highly reliable advanced energy conversion technologies are sought that keep manufacturability in mind. Advances in photovoltaic technology are sought, including high power solar arrays and ultra lightweight, thin film, and concentrator arrays. Advances in radioisotope thermal to electric power conversion technology (milliwatt/multiwatt and 100W-1KW classes with efficiencies (state-of-the-art) are sought. This includes advances in thermophotovoltaics, thermoelectrics, Brayton, Rankine, and Stirling technologies as well as compact heat exchangers. Innovative control methods are also sought. Power Electronics Advanced power electronic materials and devices for deep-space power systems are sought. The materials of interest include soft magnetics, dielectrics, insulation, and semiconductors. Devices of interest include transformers, inductors, electrostatic capacitors, high-power semiconductor switches and diodes, and integrated control and driver circuits. Proposed technologies must improve upon the following characteristics: high temperature operation (>200°C), low-temperature (cryogenic) operation, wide-temperature operation (-125°C to 200°C), and/or high levels of space radiation (>150 krad) resistance. Electronics Packaging and Materials Advanced electronics packaging technologies that reduce volume and mass capable of either high temperature, cryogenic, wide temperature operation, and/or space radiation resistance for use in space power systems are of interest. Advances are sought in power electronics packaging materials, surfaces, and components that are durable for soft X-ray, electron, proton, and ultraviolet radiation and thermal cycling environments. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.05Astrobiology, ARC, JPL,"Astrobiology includes the study of the origin, evolution, and distribution of life in the universe. New technologies are required to enable the search for extant or extinct life elsewhere in the solar system, to obtain an organic history of planetary bodies, to discover and explore water sources elsewhere in the solar system, and to detect microorganisms and biologically important molecular structures within complex chemical mixtures. Biomarkers produced by microbial communities are profoundly affected by internal biogeochemical cycling. The small spatial scales at which these biogeochemical processes operate necessitate measurements made using microsensors. The search for life on other planetary bodies will also require systems capable of moving and deploying instruments across, and through, varied terrain to access biologically important environments. A second element of Astrobiology is the understanding of the evolutionary development of biological processes leading from single-cell organisms to multi-cell specimens and to complex ecological systems over multiple generations. Understanding of the effects of radiation and gravity on lower organisms, plants, humans, and other animals (as well as elucidation of the basic mechanisms by which these effects occur) will be of direct benefit to the quality of life on Earth. These benefits will occur through applications in medicine, agriculture, industrial biotechnology, environmental management, and other activities dependent on understanding biological processes over multiple generations. A third component of Astrobiology includes the study of evolution on ecological processes. Astrobiology intersects with NASA Earth Science studies through the highly accelerated rate of change in the biosphere being brought about by human actions. One particular area of study with direct links to Earth Science is microbe-environment interactions. NASA seeks innovations in the following technology areas:For Mars exploration, technologies that would enable to provide a broad survey of areas in the vicinities of a rover or lander to narrow a field of search for biomarkers; For Mars exploration, technologies that (using X-ray, neutron, ultrasonic, and other types of tomography) would enable a noninvasive, nondestructive analysis of the subsurface environment and areas inside rocks and ice to depths 10-20 cm with spatial resolutions of 2-10 microns. Such technologies should provide the capability for analysis of structures inside opaque matrices created by endolithic organisms or fossil structures and possible elemental analysis of such structures; Technologies that would enable the aseptic acquisition of deep subsurface samples, the detection of aquifers, or enhance the performance of long-distance ground roving, tunneling, or flight vehicles are required; For Europa exploration, technologies to enable the penetration of deep ice are required; Desirable features for both Mars and Europa exploration include the ability to carry an array of instruments and imaging systems, to provide aseptic operation mode, and to maintain a pristine research environment; Low-cost, lightweight systems to assist in the selection and acquisition of the most scientifically interesting samples are also of significant interest; High sensitivity, (femtomole or better) high-resolution methods applicable to all biologically relevant classes of compounds for separation of complex mixtures into individual components; Advanced miniaturized sample acquisition and handling systems optimized for extreme environment applications; High sensitivity (femtomole or better) characterization of molecular structure, chirality, and isotopic composition of biogenic elements (H, C, N, O, S) embodied within individual compounds and structures; High spatial resolution (5 angstrom level) electron microscopy techniques to establish details of external morphology, internal structure, elemental composition, and mineralogical composition of potential biogenic structures; Innovative software to support studies of the origin and evolution of life. The areas of special interest are (1) biomolecular and cellular simulations, (2) evolutionary and phylogenetic algorithms and interfaces, (3) DNA computation, and (4) image reconstruction and enhancement for remote sensing; Technologies capable of measuring a range of volatile compounds at small spatial scales. Improved sensor designs for a wide range of analytes, including oxygen, pH, sulfide, carbon dioxide, hydrogen, and small molecular weight organic acids both on and near surfaces that could serve as habitats for microbes; Biotechnology - determining mutation rates and genetic stability in a variety of organisms as well as accurately determining protein regulation changes in microgravity and radiation environments; Automated chemical analytical instrumentation for determining gross metabolic characteristics of individual organisms and ecologies as well as chemical composition of environments; Spectral and imaging technology with high resolution and low power requirements; Habitat support - technologies for supporting miniature closed ecosystems, data collection, and transmission technologies in concert with the automated chemical instrumentation described above; Miniature-to-microscopic, high-resolution, field-worthy, smart sensors, or instrumentation for the accurate and unattended monitoring of environmental parameters that include, but are not limited to, solar radiation (190-800 nm at High-resolution, high-sensitivity (femtomole or better) methods for the isolation and characterization of nucleic acids (DNA and RNA) from a variety of organic and inorganic matrices; Mathematical models capable of predicting the combined effects of elevated pCO2 (change in CO2 over the eons) and solar UV radiation on carbon sequestration and N2O emissions from experimental data obtained from field and laboratory studies of C-cycling rates, N-cycling rates, as well as diurnal and seasonal changes in solar UV; Microscopic techniques and technologies to study soil cores, microbial communities, pollen samples, etc., in a laboratory environment for the detailed spectroscopic analysis relevant to evolution as a function of climate changes; and Robotic systems designed to provide access to environments such as deep-ocean hydrothermal vents. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.06Advanced Flexible Electronics, JPL, JPL,"Electronically steerable L-band, phased array antennas are needed for missions to the Moon, Mars, Titan, and Venus. L-band provides the capability to detect surface and subsurface topology including ice or features hidden by the surface dust. Flexible, lightweight active arrays enable better packaging efficiency for the antenna and are critical for these missions. Currently, manufacturing reliable passive arrays with required tolerances is challenging and the only method for integration of the electronics is to attach and interconnect the electronic components on the surface. This method is expensive, unreliable, and impractical for large arrays. Technologies enabling large area flexible antennas, including flexible electronics, are needed. State-of-the-art, flexible, printable electronics have low switching frequencies. Innovative new materials or processes will be needed to enable devices that can handle the gigahertz frequencies needed for radar. In addition, large area manufacturing methods are needed to manufacture these passive and active antennas. Research should be conducted to demonstrate technical feasibility during Phase 1 and show a path toward a Phase 2 hardware and software demonstration, and when possible, deliver a demonstration unit or software package for JPL testing at the completion of the Phase 2 contract. Read less>>"
Science,Topic S2 Robotic Exploration Throughout the Solar System ,S2.07Risk Modeling and Analysis, JPL, LaRC,"The purpose of this subtopic is to advance the state-of-the-art in risk modeling and analysis, particularly for use in early design (formulation) phases. Of particular interest would be methods for risk characterization and modeling that extend beyond typical technical aspects, including software, programmatic, operations, organization, and management elements. This subtopic includes tools and methods, visualization techniques, and process enhancements. Technical areas to address include:Uncertainty modeling including both epistemic and aleatory uncertainties; Attribute-driven risk identification; Risk reduction modeling that includes both preventative and mitigative activities; Methods for aggregation and/or integration of quantitative and qualitative risks; Methods for characterization and integration of software, organizational, operations, and other non-physics based risks; Integration of risks and risk insights into the trade and formal design processes, including new techniques for risk visualization and new methods for directly trading risk against other design aspects; Development of risk model library elements and techniques for selecting, maintaining, and integrating the elements; Methods for cost-effective adaptation and utilization of PRA and other probabilistic methods in early design (e.g., conceptual design) which can be integrated directly into the design process (i.e., can be utilized directly by the system designers without additional analyst support); and Methods for risk-based margin determination and management.Read less>>"
Science,Topic S3 Astronomical Observatories to Seek Earth-like Extrasolar Planets and Environments ,S3.01Precision Formations for Interferometry, JPL, LaRC,"This subtopic seeks hardware and software technologies necessary to establish, maintain, and operate hyper-precision spacecraft constellations to a level that enables separated spacecraft optical interferometry. Also sought are technologies for analysis, modeling, and visualization of such constellations. In a constellation for large effective telescope apertures, multiple, collaborative spacecraft in a precision formation collectively form a variable-baseline interferometer. These formations require the capability for autonomous precision alignment and synchronized maneuvers, reconfigurations, and collision avoidance. It is important that, in order to enable precision spacecraft formation keeping from coarse requirements (relative position control of any two spacecraft to less than 1 cm, and relative bearing of 1 arcmin over target range of separations from a few meters to tens of kilometers) to fine requirements (micron relative position control and relative bearing control of 0.1 arcsec), the interferometer payload would still need to provide at least 1-3 orders of magnitude improvement on top of the S/C control requirements. The spacecraft also require onboard capability for optimal path planning and time optimal maneuver design and execution. Innovations that address the above precision requirements are solicited for distributed constellation systems in the following areas:Integrated optical/formation/control simulation tools; Distributed, multi-timing, high fidelity simulations; Formation modeling techniques; Precision guidance and control architectures and design methodologies; Centralized and decentralized formation estimation; Distributed sensor fusion; RF and optical precision metrology systems; Formation sensors; Precision microthrusters/actuators; Autonomous reconfigurable formation techniques; Optimal, synchronized, maneuver design methodologies; Collision avoidance mechanisms; Formation management and station keeping; and Six degrees of freedom precision formation test beds. Read less>>"
Science,Topic S3 Astronomical Observatories to Seek Earth-like Extrasolar Planets and Environments ,S3.02High Contrast Astrophysical Imaging, JPL, ARC,"This subtopic addresses the unique problem of imaging and spectroscopic characterization of faint astrophysical objects that are located within the obscuring glare of much brighter stellar sources. Examples include, planetary systems beyond our own and the detailed inner structure of galaxies with very bright nuclei. Contrast ratios of one million to one billion over an angular spatial scale of 0.05-1.5 arcsec are typical of these objects. Achieving a very low background against which to detect a planet requires control of both scattered and diffracted light. The failure to control either amplitude or phase fluctuations in the optical train severely reduces the effectiveness of any starlight cancellation scheme. This innovative research focuses on advances in coronagraphic instruments, interferometric starlight cancellation instruments, and potential occulting technologies that operate at visible and infrared wavelengths. The ultimate application of these instruments is to operate in space as part of a future observatory mission. Much of the scientific instrumentation used in future NASA observatories for the Origins Program theme will be similar in character to instruments used for present day space astrophysical observations. The performance and observing efficiency of these instruments, however, must be greatly enhanced. The instrument components are expected to offer much higher optical throughput, larger fields of view, and better detector performance. The wavelengths of primary interest extend from the visible to the thermal infrared. Measurement techniques include imaging, photometry, spectroscopy, coronography, and polarimetry. There is interest in component development, and innovative instrument design, as well as in the fabrication of subsystem devices to include, but are not limited to, the following areas: Starlight Suppression TechnologiesAdvanced starlight canceling coronagraphic instrument concepts; Advanced aperture apodization and aperture shaping techniques; Pupil plane masks for interferometry; Advanced apodization mask or occulting spot fabrication technology controlling smooth density gradients to 10-4 with spatial resolutions ~1 µm; Metrology for detailed evaluation of compact, deep density apodizing masks, Lyot stops, and other types of graded and binary mask elements. Development of a system to measure spatial optical density, phase inhomogeneity, scattering, spectral dispersion, thermal variations, and to otherwise estimate the accuracy of masks and stops is needed; Interferometric starlight cancellation instruments and techniques to include aperture synthesis and single input beam combination strategies; Fiber optic spatial filter development for visible coronagraph wavelengths; Single mode fiber filtering from visible to 20-µm wavelength; Methods of polarization control and polarization apodization; and Components and methods to insure amplitude uniformity in both coronagraphs and interferometers, specifically materials, processes, and metrology to insure coating uniformity. Wavefront Control TechnologiesDevelopment of small stroke, high precision, deformable mirrors (DM) and associated driving electronics scalable to 104 or more actuators (both to further the state-of-the-art towards flight-like hardware and to explore novel concepts). Multiple DM technologies in various phases of development and processes are encouraged to ultimately improve the state-of-the-art in deformable mirror technology. Process improvements are needed to improve repeatability, yield, and performance precision of current devices; Reliability and qualification of actuators and structures in deformable mirrors to eliminate or mitigate single actuator failures; Multiplexer development for electrical connection to deformable mirrors that has ultra-low power dissipation. The most promising DM technology may be sensitive to temperature, so developing a MUX that has very low thermal hot spots, and very uniform temperature performance will improve the control of the mirror surface; and High precision wavefront error sensing and control techniques to improve and advance coronagraphic imaging performance. Read less>>"
Science,Topic S3 Astronomical Observatories to Seek Earth-like Extrasolar Planets and Environments ,S3.03Precision Deployable Lightweight Cryogenic Structures for Large Space Telescopes, JPL, MSFC,"Planned future NASA Origins Missions and Vision Missions such as the Single Aperture Far-IR (SAFIR) telescope, Life Finder, and Submillimeter Probe of the Evolution of Cosmic Structure (SPECS), require 10-30 m class telescopes that are diffraction limited at wavelengths between the visible and the near IR, and operate at temperatures from 4-300 K. The desired areal density is 3-10 kg/m2. Wavefront control may be either passive (via a high stiffness system) or active control. Potential architecture implementations must package into an existing launch volume, deploy and be self-aligning to the micron level. The environment is expected to be L2. This topic solicits proposals to develop enabling component and subsystem technology for these telescopes in the areas of precision deployable structures, i.e., large deployable optics manufacture and test; innovative concepts for packaging integrated actuation systems; metrology systems for direct measurement of the structure; deployment packaging and mechanisms; active control implemented on the structure (downstream corrective and adaptive optics are not included in this topic area); actuator systems for alignment (2 cm stroke actuators, lightweight, submicron dynamic range, nanometer stability); mechanical and inflatable deployable technologies; new thermally-stable materials for deployables; new approaches for achieving packagable structural depth; etc. The goal for this effort is to mature technologies that can be used to fabricate 20 m class, lightweight, cryogenic flight-qualified telescope primary mirror systems. Proposals to fabricate demonstration components and subsystems with direct scalability to flight systems (concept described in the proposal) will be given preference. The target volume and disturbances, along with the estimate of system performance, should be included in the discussion. A successful proposal shows a path toward a Phase 2 delivery of demonstration hardware on the scale of 3 m for characterization. Read less>>"
Science,Topic S3 Astronomical Observatories to Seek Earth-like Extrasolar Planets and Environments ,S3.04Large-Aperture Lightweight Cryogenic Telescope Components & Systems, MSFC," GSFC, JPL","Planned future NASA infrared, far infrared, and submillimeter missions, such as the Single Aperture Far-IR (SAFIR) telescope, Interferometric Terrestrial Planet Finder (TPF-I), Infrared Origin's Probes, Space Infrared Interferometric Telescope (SPIRIT), and Submillimeter Probe of the Evolution of Cosmic Structure (SPECS) require both 10-30 m and 2-4 m class telescopes that are diffraction limited at 5-20 mm and operate at temperatures from 4-10 K. The desired areal density is 3-10 kg/m2. Wavefront control may be either passive (via a high stiffness system) or active control (via mechanisms and deformable mirrors). Potential architecture implementations include 2 m class segments, 4 m class mirrors, or membrane systems. Component and system testing techniques are a particular challenge for low areal density or cryogenic specific architectures. It is anticipated that active cooling will be required. Potential telescope system architectures require transporting 1 W of heat at 15 K with 5 W/K, while others require 100 mW at 4 K with 1 W/K. This topic solicits proposals to develop enabling component and sub-system technology for cryogenic telescopes, including but not limited to: large-aperture lightweight cryogenic optic manufacture and test; thermal management, distributed cryogenic cooling and multiple heat lift; structure, deployment, and mechanisms; deployable cryogenic coolant lines; active wavefront control; etc. The goal for this effort is to mature technologies that can be used to fabricate 2-4 m and 10-30 m class lightweight cryogenic flight-qualified telescope primary mirror systems at a cost of less than $300,000 per square meter. Proposals to fabricate demonstration components and subsystems with direct scalability to flight will be given preference.Read less>>"
Science,Topic S4 Exploration of the Universe Beyond Our Solar System ,S4.01Infrared & Sub-mm Sensors and Detectors, JPL, MSFC,"NASA astrophysics missions currently under development, such as Sofia, Herschel, and Planck (http://science.hq.nasa.gov/missions/phase.html) have been enabled by improvements in sensors and detectors. Beyond 2007, expected advances in detectors, readout electronics, and other technologies, particularly those enabling polarimetry and large format imaging arrays for the far IR/submm and spectroscopy with unprecedented sensitivity. These advances may enable future mission concepts such as the Single Aperture Far Infrared (SAFIR) Observatory (http://safir.jpl.nasa.gov/technologies.shtml), SPICA (http://www.ir.isas.ac.jp/SPICA/(link is external)), and CMBPOL. Space science sensor and detector technology innovations are sought in the following areas: Mid/Infrared, Far Infrared and Submillimeter Future space-based observatories in the 10-40 micron spectral regime will be passively cooled to about 30 K. They will make use of large, sensitive detector arrays with low-power dissipation array readout electronics. Improvements in sensitivity, stability, array size, and power consumption are sought. In particular, novel doping approaches to extend wavelength response, lower dark current and readout noise, novel energy discrimination approaches, and low noise superconducting electronics are applicable areas. Future space observatories in the 40 micron to 1 mm spectral regime will be cooled to even lower temperatures, frequently Space Very Long Baseline Interferometry (VLBI) The next generations of VLBI missions in space will demand greatly improved sensitivity over current missions. These new missions will also operate at much higher frequencies (at first to 86 GHz and eventually to 600 GHz). These thrusts will require development of improved space-borne, low-power, ultra-low-noise amplifiers and mixers to serve as primary receiving instruments. Read less>>"
