Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
TA5 Communication and Navigation,"TA5.4 Position, Navigation, and Timing",H9.04Flight Dynamics GNC Technologies and Software, GSFC," GRC, JPL","NASA is investing in re-engineering its suite of tools and facilities that provide guidance, navigation, and control (GNC) services for the design, development, and operation of near-Earth and interplanetary missions. This solicitation seeks proposals that will develop ground system algorithms and software for flight dynamics GNC technologies to support engineering activities from concept development through operations and disposal. This subtopic does not target on-board algorithms or software. This solicitation is primarily focused on NASA’s needs in the following focused areas: Addition of advanced guidance, navigation, and control improvements to existing NASA software. Replacement of heritage GNC software systems that are nearing obsolescence or improvement of their maintainability. Interface improvements, tool modularization, APIs, workflow improvements, and cross platform interfaces to existing NASA software. Applications of optimal control theory to high and low thrust space flight guidance and control systems. Numerical methods and solvers for robust targeting, and non-linear, constrained optimization. Applications of cutting-edge estimation techniques to spaceflight navigation problems. Applications of cutting-edge guidance and control techniques to space trajectories. Applications of advanced dynamical theories to space mission design and analysis, in the context of unstable orbital trajectories in the vicinity of small bodies and libration points. Proposals that could lead to the replacement of the Goddard Trajectory Determination System (GTDS), or leverage state-of-the-art capabilities already developed by NASA such as the General Mission Analysis Tool (gmatcentral.org(link is external)), GPS-Inferred Positioning System and Orbit Analysis Simulation Software, (http://gipsy.jpl.nasa.gov/orms/goa/), Optimal Trajectories by Implicit Simulation (otis.grc.nasa.gov) are especially encouraged. Proposers who contemplate licensing NASA technologies are highly encouraged to coordinate with the appropriate NASA technology transfer offices prior to submission of their proposals. Technologies and software should support a broad range of spaceflight customers. Those that are focused on a particular mission’s or mission set’s needs are the subject of other solicitations by the relevant sponsoring organizations and should not be submitted in response here. Phase I efforts shall demonstrate technical and cost feasibility at the TRL 3 level and provide a plan for completion of the effort in Phase II. Preliminary software, algorithms, and documentation shall be delivered to NASA for evaluation. With the exception listed below for heritage software modifications, Phase II new technology development efforts shall deliver components at the TRL 5-6 level with mature algorithms and software components complete and preliminary integration and testing in an operational environment. For efforts that extend or improve existing NASA software tools, the TRL of the deliverable shall be consistent with the TRL of the heritage software. Note, for some existing software systems (see list above) this requires delivery at TRL 8. Final software, test plans, test results, and documentation shall be delivered to NASA. Read less>>"
TA5 Communication and Navigation,"TA5.4 Position, Navigation, and Timing","S3.05Guidance, Navigation and Control", GSFC," ARC, JPL, JSC","NASA seeks innovative, ground breaking, and high impact developments in spacecraft guidance, navigation, and control technologies in support of future science and exploration mission requirements. This subtopic covers the technologies enabling significant performance improvements over the state of the art in the areas of positioning, navigation, timing, attitude determination, and attitude control. Component technology developments are sought for the range of flight sensors, actuators, and associated algorithms and software required to provide these improved capabilities. Technologies that apply to a range of spacecraft platform sizes, from large, to mid-size, to emerging smallsat-cubesat class spacecraft are desired. Advances in the following areas are sought: Navigation systems: Autonomous onboard flight navigation sensors and algorithms incorporating a range of measurements from GNSS measurements, ground-based optical and RF tracking, and celestial navigation. Also relative navigation sensors enabling precision formation flying and astrometric alignment of a formation of vehicles relative to a background starfield. Attitude Determination and Control Systems: Sensors and actuators that enable milli-arcsecond class pointing capabilities for large space telescopes, with improvements in size, weight, and power requirements. Also lightweight, compact sensors and actuators that will enable pointing performance comparable to large platforms on lower cost, small spacecraft. Proposals should address the following specific technology needs: Precision attitude reference sensors, incorporating optical, inertial, and x-ray measurements, leading to significant increase in accuracy and performance over the current state of the art. Autononomous navigation sensors and algorithms applicable to missions in HEO orbits, cis-lunar orbits, and beyond earth orbit. Techniques using above the constellation GNSS measurements, as well as measurements from celestial objects. Compact, low power attitude determination and control systems for small satellite platforms, including ESPA (EELV Secondary Payload Adapter) class spacecraft and smaller, university standard cubesat form factors. Relative navigation sensors for spacecraft formation flying and autonomous rendezvous with asteroids. Technologies applicable to laser beam steering and pulsed lasers for LIDAR. Proposals should show an understanding of one or more relevant science or exploration needs, and present a feasible plan to fully develop a technology and infuse it into a NASA program. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.1 Environmental Control Life Support & Habitation Systems,H3.03Human Accommodations and Habitation Systems for Future Exploration Missions, JSC," ARC, KSC, MSFC","Habitation systems that are dispersed throughout a spacecraft volume need to be investigated as a system to improve future human accommodations. Current spacecraft interiors exceed acoustic limits from a wide range of equipment; have manual inventory tracking and no capability for assistance of lost items; and require substantial crew time and wipes for cleaning common crew surfaces (hand rails and panels) and water/solids hygiene surfaces. Future spacecraft interiors will need to be reconfigurable to meet changing crew needs as a mission moves from launch, transit, and exploration-destination phases. Adaptable distributed habitation technologies are needed in the following areas. Quiet Crew Cabin Environments - Smaller future vehicles will unlikely have dedicated quiet volumes for crew rest so maintaining a quiet cabin is required. Crew cabin acoustic noise mitigation needs to control noise levels to enable improved voice communication, alarm signal to noise ratio, and reduce crew fatigue from long duration noise exposure. There is need for non-wearable active and passive noise cancellation/reduction strategies for open crew cabin environment that do not impede voice or alarms. Need for adaptive broad coverage area to accommodate changing crew cabin layout and volume. Crew Item Location Capability - Significant crew time is lost in tracking or locating items at the piece part level in space habitat environment that serves both as living quarters and laboratory. Items are sometimes misplaced or simply float away in the microgravity environment. Innovative approaches are sought for automatic location and tracking of a large number of individual crew items as they move from their original launch configuration to any area in the crew cabin. Crew items range in size from pill size, hand tools, clothing, and spare equipment and vary in material composition from non-metallic, metallic, to fluid containing. There is a need for low-power, and miniature Radio Frequency Identification (RFID) readers for dense storage and sparse tag environments. Flexible reader deployment that allows individual item autonomous logistics management tracking and precise 3-D locating are desired. Solutions providing enhanced localization utilizing the EPCglobal UHF reader-tag protocols (Class 1 Gen2 or advanced classes) are of high interest. Similar types of reader-tag communication protocols at higher frequencies that enable more accurate spatial localization are also of interest. Innovative algorithmic solutions for finding lost items, based on RFID or similar sensory information, are also of interest. All solutions must accommodate a highly reflective and complex scattering environment such as a conductive habitat cylindrical volume of ~ 3.5 m diameter ~6 m in length. Crew Cabin Surfaces - Crew activity and surface contact of fabric and solid surfaces result in generation and accumulation of particulate, moisture, organic, and salt. Surface treatments for fabrics and solid surfaces to prevent this accumulation of contaminants are needed to reduce crew time and the large number of wipes used for cleaning. Innovative low out gassing, super hydrophobic, super hydrophilic, antistatic, and antimicrobial treatments are needed for crew hygiene areas and waste collection hardware is needed. Non-mechanical fastener/non-particle generating removable physical connections are needed for repeated reconfiguring of interior volumes on longer missions. Examples of the types of temporary and reversible physical connections include crew restraints (e.g., hand rails), close out panels, and the hook-and-loop type fasteners present on most crew items. Phase I Deliverables - Detailed analysis, proof of concept test data, material test coupons, key algorithms/ subroutines, and predicted performance comparison to industry state of the art. Phase II Deliverables - Comparison of analysis to prototype test data in representative environment, sufficient material samples/components for independent evaluation, functional software, functional breadboard component hardware and/or system, and operations documentation. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.1 Environmental Control Life Support & Habitation Systems,H3.04Development of Treatment Technologies and Process Monitoring for Water Recovery, JSC," ARC, JPL, KSC, MSFC","The capability to recover potable water from wastewater is critical to enable space exploration missions beyond low Earth orbit. A major focus of technology development is to increase reliability of water recovery systems, so these systems require less crew intervention and a lower risk of failure with longer operational lifetimes. With these goals in mind, two areas of interest have been identified for further focus: Water Recovery Post-Processing Systems - Technologies are needed to increase the reliability of systems for polishing of partially-treated wastewater. The current state of the art uses catalytic oxidation to remove dissolved organic carbon contaminants. Technologies that operate below 100 °C or ambient pressure are desirable. Examples of these technologies include low-temperature catalytic oxidation, photolysis, or photocatalysis. Monitoring Systems for Mineral Species in Water & Wastewater - A capability is needed to measure dissolved mineral ions in water and wastewater, including polyatomic ions (could encompass organic ions) and the alkaline, alkaline-earth and transition metals. Multi-analyte capability is needed, such as that available from ion chromatography and plasma spectroscopy. Potential applications include measurement of typical ionic species in humidity condensate, potable water, wastewater, byproducts of water treatment such as brines, and biomedical and science samples. Desirable attributes should include minimal sample preparation, minimal consumables, in situ calibration, and operation in microgravity and partial gravity. At the completion of Phase I, the technology should be TRL 3. The expected deliverable for Phase I is a detailed report describing experimental methods and results, with a clear feasibility demonstration of critical technology components. The equivalent system mass, including consumables, power, volume and mass, should be estimated for the technology and be included in the report. Phase II deliverables should have completed TRL 4 and be approaching TRL 5. The Phase II deliverable should include a prototype system suitable for additional testing at a NASA center as well as a detailed report of testing and development demonstrating TRL 4. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.2 Extravehicular Activity Systems,H4.01Space Suit Pressure Garment and Airlock Technologies, JSC," ARC, JPL, KSC, MSFC","Space suit pressure garment and airlock technology advancements are needed to accomplish future human space exploration missions and support ISS operations. EVA and crew survival pressure garments are addressed in this subtopic. Exploration destinations include deep-space microgravity objectives such as near-earth asteroids and Mars moons as well as lunar and Martian surface objectives involving gravitational forces and local environments. Innovative space suit technologies that improve performance and prevent injuries, extend service life and eliminate or reduce overhead, provide better environmental protection, and reduce suit system mass are required to enable a robust and flexible exploration capability. Innovative airlock technologies that protect habitable environments and reduce operational and logistical overhead are required to integrate with deep space and surface EVA-hosting systems to enable and operationally optimize achievement of exploration objectives. Key innovations sought include, in priority order: Reduction of suit mass, emphasizing light-weight structural components and bearings and the use of multi-function materials to reduce environmental protection layers. Improved mobility for enhanced task performance that also reduces injury risk. Improved material durability and extended service life (time and cycles). Improved accommodation of crew size variations for a suit system and an individual crew member. Reduction of crew time for maintenance and logistical support. Improved protection from natural and induced environments including vacuum/atmosphere, thermal, loads and dynamics, radiation, plasma and conventional shock hazards. Includes thin atmosphere thermal protection. Elimination/reduction of dust-caused failure or degradation and intrusion/contamination of habitable volumes. Innovative data collection techniques to define and improve methods for the human-to-suit interface. Improved occupant thermal comfort management. Improved ability to don and doff pressurized rear-entry suits. Self-diagnosing and repair technologies for suit wear and damage. Long-duration (week or longer) suited survival concepts, including nutrition delivery and hygiene maintenance. Low power, consumable, overhead and light-weight airlocks. Suitport designs reduce the impact to the pressure garment and crewmember (on-back mass during EVA). Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.3 Human Health and Performance,H12.01Next Generation Oxygen Concentrator for Medical Scenarios, GRC, JSC,"For exploration missions, a contingency system which concentrates the oxygen within the cabin environment and provides the required concentration of oxygen to the crewmember for various medical scenarios will be necessary. Oxygen concentration technology is being pursued to concentrate oxygen from the ambient environment so that oxygen as a consumable resource and the fire hazard of an elevated cabin oxygen atmosphere can be reduced. The goal of this project is to develop an oxygen concentration module that minimizes the hardware mass, volume, and power footprint while still performing at the required clinical capabilities. An Oxygen Concentrator Module (OCM) with an adjustable positive pressure output 2-15 lpm of O2 at 50% to >90% oxygen concentrations by volume has been recommended by the flight medical team. The unit must be able to operate continuously in microgravity and partial gravity exploration atmospheres that include the atmospheres of 14.7 psia/21% oxygen, 10.2 psia/26.5% oxygen, and 8.2 psia/34% oxygen by volume. The unit must run continuously on available spacecraft power, and be switchable between 28 VDC and120 VDC. It must have adequate heat rejection so as to not exceed a touch temperature of 45oC. It is also highly desirable to have a portable low output capability for use in EVA pre-breathing or patient transfer between vehicles. Usage scenarios for oxygen treatment of smoke inhalation or toxic spills also predicates the need for an inlet filter on the unit that removes (converts/absorbs/filters) toxic gases from the delivered gas stream to the patient. The OCM system should be capable of regulating the oxygenation of the patient using a closed loop feedback system that senses the oxygenation level of the patient tissues and adjusts the oxygen flow rate and/or oxygen concentration according to treatment protocols for the illness being treated. The system shall also be able to operate open loop in the event of feedback signal failure. The control variable(s) are not specified (rate/concentration) here since the basic unit’s topology may dictate how the regulation is best achieved. Because the system may be configured during times of duress, it shall be user friendly to the caretaker by adopting a “plug and play” philosophy. This SBIR Phase I development is to determine the architecture of such a system exhibiting the characteristics (high capacity flow range, closed-loop tissue oxygen control, and operations in microgravity or partial gravity exploration atmospheres), a description of the basic unit as a sub-system component, method of optimizing power over the range of flows and oxygen levels, redundancy and sparing for a long duration missions, and the relationship of the OCM system to caretaker (what does the caretaker need to do to fulfill the medical need?). Phase I Requirements - Phase I should concentrate on developing the scientific, technical, and commercial merit and feasibility of the proposed innovation resulting in a feasibility report and concept, complete with analyses that discuss functionality in microgravity and at the proposed exploration atmospheres, algorithms for closed-loop oxygenation protocols, and inlet filtering of smoke or toxic gases. NASA Deliverables - A concept for a microgravity and partial gravity exploration atmospheres oxygen concentrator with a closed loop oxygenation flow rate system with inlet filtering of potential toxic ambient gases. HRP IRP Risk - Risk of Unacceptable Health and Mission Outcomes Due to Limitations of In-flight Medical Capabilities. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.3 Human Health and Performance,H12.02Inflight Calcium Isotope Measurement Device, JSC, JSC,"Bone loss in crewmembers is a major concern for long duration space flight. The ability to rapidly detect changes in bone mineral balance (BMB) in crewmembers living on ISS would have great potential as a surveillance tool for future exploration missions. Calcium isotopes have been shown to detect changes in BMB on very short timescales (e.g., one week). In order to detect these important changes, a technological device could be used in-flight. Thus, we are seeking a device (portable to bench top size) with the same accuracy and precision as is currently available in the non-flyable Multiple Collector Inductively Coupled Plasma mass spectrophotometer. Phase I Requirements - The sensitivity required to make the Calcium isotope measurements would need to be approximately 1012-1016 (i.e., this is how sensitive the machine should be for finding the Calcium isotope; it should be able to pick up one “atom” or unit in a pool of 1016 other things). Systems that measure elemental composition typically have sensitivities around 106-109 for some elements. The absolute concentrations of the isotopes are not required. We are looking for an instrument that can measure the variations in the ratio of any two Calcium isotopes on the order of 0.1-0.5 parts per 10,000 (44Ca/42Ca) but could vary depending on the isotopes used. A successful proposal will include the technologies being considered and detailed test plan for evaluating them during Phase I. Phase I deliverables - Test results and plan for developing a low volume, low mass, easy-to-operate prototype. TRL of 3 desired. Phase II deliverables - Prototype in year 1 with sample testing against industry standard in year 2. HRP IRP Risk - Risk of Early Onset Osteoporosis Due to Spaceflight Technology Readiness Levels (TRL) of 4 to 5 or higher are sought upon completion of the project. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.3 Human Health and Performance,H12.03Objective Sleep Measures for Spaceflight Operations, JSC, JSC,"Currently in spaceflight, crewmembers report their sleep duration as requested by their crew surgeon. This approach has several limitations, including the burden it places on the crew and the tendency for subjective over-reporting of sleep (Lauderdale et al., 2008; Van Den Berg et al., 2008; Silva et al., 2007). Given evidence that demonstrates the relationship between sleep and circadian phase and performance, sleep-activity data should be collected as unobtrusively possible during long duration spaceflight. Wrist-worn actigraphy has been implemented as a successful, validated research tool in spaceflight but lacks features to render it a useful tool operationally, such as real-time feedback and minimal crew time requirements. Hence, there is a need for a minimally obtrusive or unobtrusive measure that evaluates sleep-wake activity plus light exposure; is acceptable for continuous wear; minimizes crew time by allowing for automatic downloads; provides immediate feedback to the user; incorporates the constraints of spaceflight hardware, such as extended battery life; and potentially incorporates other features, including other physiological sensors. The proposed technology should build on existing technologies with a focus on enhancing the product to ensure spaceflight readiness. Requirements - Phase I should concentrate on the enhancement of a prototype device providing minimally obtrusive data collection that objectively measures sleep duration and other relevant characteristics in the spaceflight environment. Phase II should also yield a plan for continued development (if needed) and for validation of the device prior to spaceflight implementation. NASA Deliverables - An objective, validated measure of sleep that is feasible and acceptable in the spaceflight environment. HRP IRP Risk - Risk of Performance Errors Due to Fatigue Resulting from Sleep Loss, Circadian Desynchronization, Extended Wakefulness and Work Overload. A TRL Start of 3-4 with a TRL End of 7-8 (at the end of Phase II) is desired for this project. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.3 Human Health and Performance,H12.04Advanced Food Technology, JSC, JSC,"The purpose of the NASA Advanced Food Technology Project is to develop, evaluate and deliver food technologies for human centered spacecraft that will support crews on long duration missions beyond low-Earth orbit. Safe, nutritious, acceptable, and varied foods with a shelf life of five years will be required to support the crew. Concurrently, the food system requirements must efficiently balance with their use of vehicle resources such as mass, volume, water, air, waste, power, and crew time. NASA provisions currently consist solely of shelf stable foods due to vehicle resource limitations preventing food refrigeration or freezing. Stability is achieved by thermal, irradiative processing, or drying to kill or prevent microorganism growth in the food. These methods coupled with environmental factors (such as moisture ingress and oxidation) impact the micronutrients within the food. Since the food system is the sole source of nutrition to the crew, a significant loss in nutrient availability could jeopardize the health and performance of the crew. This subtopic requests methods or technologies that enable development of an acceptable and safe food system to deliver appropriate amounts of bioavailable nutrients to crewmembers throughout a five year mission with no resupply. Vitamin content in NASA foods, such as vitamin C, vitamin K, thiamin, and folic acid, are key nutrients degraded during processing and storage. NASA is seeking novel food ingredients, protective or stabilizing technologies (e.g., encapsulation), controlled-release systems, or novel processing technologies that allow the delivery of key nutrients at the time of consumption. Consideration must be given to food safety as well as acceptability, as under-consumption will similarly lead to nutritional deficiencies. Deliverables - Feasibility demonstration of a novel food system approach with the potential to enable vitamin stability in an acceptable and safe food system for extended duration missions. Phase I should include a comprehensive report detailing the system feasibility, and show a clear path to Phase II development and analyses, with the expectation that Phase II will demonstrate that the food system will retain 70% of original content of vitamin C, vitamin K, thiamin, or folic acid over five years of ambient temperature storage. Phase II should deliver the innovation in a form that can be tested in NASA’s food system. HRP IRP Risk - Risk of Inadequate Food System. Technology Readiness Levels (TRL) of 4 to 5 or higher are sought. Read less>>"
"TA6 Human Health, Life Support and Habitation Systems",TA6.5 Radiation,H11.01Radiation Shielding Systems, LaRC, MSFC,"Advances in radiation shielding systems technologies are needed to protect humans from the hazards of space radiation during NASA missions. All space radiation environments in which humans may travel in the foreseeable future are considered, including low Earth orbit (LEO), geosynchronous orbit, Moon, Mars, and the Asteroids. All particulate radiations are considered, including electrons, protons, neutrons, alpha particles, and light to heavy ions up to iron. Mid-TRL (3 to 5) technologies of specific interest include, but are not limited to, the following: Innovative lightweight radiation shielding materials are needed to shield humans in aerospace transportation vehicles, large space structures such as space stations, orbiters, landers, rovers, habitats, and spacesuits. The materials emphasis should be on non-parasitic radiation shielding materials, or multifunctional materials, where two of the functions are structural and radiation shielding. Phase I deliverables are materials coupons. Phase II deliverables are materials panels or standard materials test specimens, along with relevant materials test data. Non-materials solutions, such as utilizing food, water, and waste already on board as radiation shielding. A challenge of particular interest is to contain and use human waste as radiation shielding. Phase I deliverables are detailed conceptual designs. Phase II deliverables are working prototypes. Advanced computer codes are needed to model and predict the transport of radiation through materials and subsystems. Advanced computer codes are needed to model and predict the effects of radiation on the physiological performance, health, and well-being of humans in space radiation environments. Comprehensive radiation shielding design tools are needed to enable designers to incorporate and optimize radiation shielding into space systems during the initial design phases. Phase I deliverables are alpha-tested computer codes. Phase II deliverables are beta-tested computer codes. Laboratory and spaceflight data are needed to validate the accuracy of radiation transport codes. Laboratory and spaceflight data are needed to validate the effectiveness of multifunctional radiation shielding materials and subsystems. Comprehensive radiation shielding databases are needed to enable designers to incorporate and optimize radiation shielding into space systems during the initial design phases. Phase I deliverables are draft data compilations or databases. Phase II deliverables are formal, publishable, and archival data compilations or databases. Read less>>"
TA7 Human Exploration Destination Systems,TA7.1 In-Situ Resource Utilization,H1.01In-Situ Resource Utilization - Mars Atmosphere/Gas Chemical Processing, JSC," ARC, GRC, JPL, KSC, MSFC","In-Situ Resource Utilization (ISRU) involves collecting and converting local resources into products that can reduce mission mass, cost, and/or risk of human exploration. ISRU products that provide significant mission benefits with minimal infrastructure required are propellants, fuel cell reactants, and life support consumable. Innovative technologies and approaches are sought related to ISRU processes associated with collecting, separating, pressurizing, and processing gases collected from in-situ resources including the Mars atmosphere, trash processing, and volatiles released from in-situ soil/regolith resources, into oxygen, methane, and water. State of the art (SOA) technologies for these ISRU processes either do not exist or are too complex, heavy, inefficient, or consume too much power. The innovative technologies and process sought must operate in low and micro-gravity environments, must be scalable from low demonstration processing and production flow rates of 0.045 kg/hr of carbon dioxide (CO2) and 0.015 kg/hr of oxygen (O2) to utilization flow rates of 2.25 kg/hr for CO2 and 0.75 kg/hr for O2. Chemical processing technologies must operate between 15 to 75 psia. Technologies of specific interest include: Regenerative dust filtration, especially Mars dust, that is: scalable, has minimum pressure drop, can operate at low inlet pressures, and provides 99% @ 0.3 um collection efficiency, with >95% regeneration capability for multiple cleaning cycles. SOA filters are replaced by the crew or sized for the complete mission. Since Mars ISRU operations will occur without a crew present and between 100 and 480 days in duration, cleaning and regeneration of filtration approaches is required. Dust/particle measurement device that allows for size and particle density measurements before and after filtration. Optional additional capabilities including electrostatic and or mineral characterization are also of interest. Dust measurement devices must integrate into limited volume areas and interface with atmosphere-inlets/trash processing outlet tubing. Lightweight, low-power device to deliver fresh Mars 'air' (0.1 psia) to the plant with small head pressure capability (10's torr). SOA blowers currently do not exist which can effectively move the low pressure Mars atmosphere efficiently (power and mass) for long-periods of time. Thermal management and/or use must be clearly defined for proposed devices. Lightweight, lower power device to collect and pressurize CO2 from 0.1 psia to >15 psia; maximum 75 psia. SOA mechanical compressors are heavy, power intensive, and have limited life. Mars atmosphere CO2 collection devices will need to operate for a minimum of 100 days and up to 480 days. Thermal management and/or use must be clearly defined for proposed devices. High throughput water separation from gas streams. SOA devices utilize water tanks and chillers which are potentially large, heavy, and power intensive. Highly efficient, low power, and compact membrane and adsorption based separation devices allowing for very low dew point exhaust are sought. High throughput carbon monoxide/carbon dioxide separation and recycling concepts for processes with only partial conversion of CO2 into usable products. Highly efficient, low power, and compact membrane and adsorption based separation devices are sought with minimum pressure drop. Highly efficient chemical reactors and heat exchangers based on modular/stackable microchannel plate architectures. SOA catalyst bed type reactors are inefficient in mass and volume and are not easily scalable to higher processing rates without reactor bed redesigns and thermal management changes. Thermal management and/or use must be clearly defined for proposed devices. Proposals must identify and provide clear benefits compared to state of the art technologies and processes in the areas of mass, volume, and/or power reduction as well as define the expected impact of changing gravity orientation and strength. SOA for most processing technologies are terrestrial applications or space life support systems. Phase I proposals for innovative technologies and processes must include the design and test of critical attributes or high risk areas associated with the proposed technology or process. Phase II proposals must further Phase I efforts leading to the design, build, test, and delivery of hardware (at rates specified above) that can be integrated into breadboard ISRU systems for testing with other technologies and processes (Technology Readiness Level 4 to 6). Read less>>"
TA7 Human Exploration Destination Systems,TA7.1 In-Situ Resource Utilization,H10.02International Space Station (ISS) Utilization, JSC," ARC, GRC, JPL, KSC, MSFC","NASA continues to invest in the near- and mid-term development of highly-desirable systems and technologies that provide innovative ways to leverage existing ISS facilities for new scientific payloads and to provide on orbit analysis to enhance capabilities. Utilization of the ISS is limited by available up-mass, down-mass, and crew time as well as by the capabilities of the interfaces and hardware already developed and in use. Innovative interfaces between existing hardware and systems, which are common to ground research, could facilitate both increased and faster payload development and subsequent utilization. Technologies that are portable and that can be matured rapidly for flight demonstration on the International Space Station are of particular interest. Desired capabilities that will continue to enhance improvements to existing ISS research hardware include, but are not limited to, the below examples: Providing additional on-orbit analytical tools. Development of instruments for on-orbit analysis of plants, cells, small mammals and model organisms including Drosophila, C. elegans, and yeast. Instruments to support studies of bone and muscle loss, multi-generational species studies and cell and plant tissue are desired. Providing flight qualified hardware that is similar to commonly used tools in biological and material science laboratories could allow for an increased capacity of on-orbit analysis thereby reducing the number of samples which must be returned to Earth. Technologies that determine microbial content of the air and water environment of the crew habitat falls within acceptable limits and life support system is functioning properly and efficiently. Required technology characteristics include: 2 year shelf-life; functionality in microgravity and low pressure environments (~8 psi). Technologies that show improvements in miniaturization, reliability, life-time, self-calibration, and reduction of expendables are also of interest. Providing a Magnet Processing Module (MPM) for installation and operations in the Materials Science Research Rack (MSRR) would enable new and improved types of materials science investigations aboard the ISS. Essential components of the MPM include an electromagnet, which can provide field strength up to 0.2 Tesla and a high temperature insert, which can provide directional solidification processing capability at temperatures up to 1500 °C. Increased use of the Light Microscopy Module (LMM). Several additions to the module continue to be solicited, such as: laser tweezers, dynamic light scattering, stage stabilization (or sample position encoding) for reconstructing better 3-D confocal images. Instruments that can be used as infrared inspection tools for locating and diagnosing material defects, leaks of fluids and gases, and abnormal heating or electrical circuits. The technology should be suitable for hand-held portable use. Battery powered wireless operation is desirable. Specific issues to be addressed include: pitting from micrometeoroid impacts, stress fractures, leaking of cooling gases and liquids and detection of abnormal hot spots in power electronics and circuit boards. For the above, research should be conducted to demonstrate technical feasibility and prototype hardware development during Phase I and show a path toward Phase II hardware and software demonstration and delivering an engineering development unit or software package for NASA testing at the completion of the Phase II contract that could be turned into a proof-of-concept system which can be demonstrated in flight. Phase I Deliverables - Written report detailing evidence of demonstrated prototype technology in the laboratory or in a relevant environment and stating the future path toward hardware and software demonstration on orbit. Bench or lab-level demonstrations are desirable. The technology concept at the end of Phase I should be at a TRL of 3-6. Phase II Deliverables - Emphasis should be placed on developing and demonstrating hardware and/or software prototype that can be demonstrated on orbit (TRL 8), or in some cases under simulated flight conditions. The proposal shall outline a path showing how the technology could be developed into space-worthy systems. The contract should deliver an engineering development unit for functional and environmental testing at the completion of the Phase II contract. The technology at the end of Phase II should be at a TRL of 6-7. Read less>>"
