Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
Earth Science,Topic E1 Instruments for Earth Science Measurements ,E1.05Active Microwave, JPL, GSFC,"Active microwave sensors have proven to be ideal instruments for many Earth science applications. Examples include global freeze and thaw monitoring and soil moisture mapping, accurate global wind retrieval and snow inundation mapping, global 3-D mapping of rainfall and cloud systems, precise topographic mapping and natural hazard monitoring, global ocean topographic mapping, and glacial ice mapping for climate change studies. For global coverage and the long-term study of Earth's eco-systems, space-based radar is of particular interest to Earth scientists. Radar instruments for Earth science measurements include Synthetic Aperture Radar (SAR), scatterometers, sounders, altimeters and atmospheric radars. The life-cycle cost of such radar missions has always been driven by the resourcespower, mass, size, and data raterequired by the radar instrument, often making radar not cost competitive with other remote sensing instruments. Order-of-magnitude advancement in key sensor components will make the radar instrument more power efficient, much lighter weight, and smaller in stow volume, leading to substantial savings in overall mission life-cycle cost by requiring smaller and less expensive spacecraft buses and launch vehicles. Onboard processing techniques will reduce data rates sufficiently to enable global coverage. High performance, yet affordable, radars will provide data products of better quality and deliver them to the users more frequently and in a timelier manner, with benefits for science, as well as the civil and defense communities. Technologies that may lead to advances in instrument design, architectures, hardware, and algorithms are the focused areas of this subtopic. In order to increase the radar remote sensing user community, this subtopic will also consider radar data applications and post-processing techniques. The frequency and bandwidth of operation are mission driven and defined by the science objectives. For SAR applications, the frequencies of interest include UHF (100 MHz), P-band (400 MHz), L-band (1.25 GHz), X-band (10 GHz) and Ku-band (12 GHz). The required bandwidth varies from a few megahertz to 20 MHz to 300 MHz to achieve the desired resolution; the larger the bandwidth, the higher the resolution. Ocean altimeters and scatterometers typically operate at L-band (1.2 GHz), C-band (5.3 GHz) and Ku-band (12 GHz). Ka-band (35 GHz) interferometers have applications to river discharge. The atmospheric radars operate at very high frequencies (35 GHz and 94 GHz) with only modest bandwidth requirements on the order of a few megahertz. The emphasis of this subtopic is on core technologies that will significantly reduce mission cost and increase performance and utility of future radar systems. There are specific areas in which advances are needed. SAR for surface deformation, topography, soil moisture measurements: Lightweight, electronically steerable, dual-polarized, L-band phased-array antennas. Very large aperture L-band antennas (20 m x 20 m) for Medium Earth Orbit (MEO) or 30m diameter for Geosynchronous SAR applications. Shared aperture, multi-frequency antennas (P/L-band, L/X-band). Lightweight, deployable antenna structures and deployment mechanisms. Rad-hard, high-efficiency, high power, low-cost, lightweight L-band and P-band T/R modules. High-power transmitters (L-band, 50-100 kW). L-band and P-band MMIC single-chip T/R module. Rad-hard, high-power, low-loss RF switches, filters, and phase shifters. Digital true-time delay (TTD) components. Thin-film membrane compatible electronics. This includes: Reliable integration of electronics with the membrane, high performance (>1.2 GHz) transistor fabrication on flex material including identifying new materials, process development, and techniques that have the potential to produce large-area passive and active flexible antenna arrays. Advanced transmit and receive module architectures such as optically-fed T/R modules, signal up/down conversion within the module and novel RF and DC signal distribution techniques. Advanced radar system architectures including flexible, broadband signal generation and direct digital conversion radar systems. Advanced antenna array architectures including scalable, reconfigurable, and autonomous antennas; sparse arrays; and phase correction techniques. Distributed digital beamforming and onboard processing technologies. SAR data processing algorithms and data reduction techniques. SAR data applications and post-processing techniques. Low-frequency SAR for subcanopy and subsurface applications: Lightweight, large aperture (30 m diameter) reflector and reflectarray antennas. Large electronically scanning P-band arrays. Shared aperture, dual-polarized, multiple low-frequency (VHF through P-band, 50500 MHz) antennas with highly shaped beams. Lightweight, low frequency, low loss antenna feeds (VHF through P-band, 50500 MHz). High-efficiency T/R modules and transmitters (50500 MHz, 10 kW). Lightweight deployable antenna structures and deployment mechanisms. Data applications and post-processing techniques. Polarimetric ocean/land scatterometer: Multi-frequency (L/Ku-band) lightweight, deployable reflectors. Large, lightweight, electronically steerable Ku-band reflectarrays. Lightweight L-band and Ku-band antenna feeds. Dual-polarized antennas with high polarization isolation. Lightweight, deployable antenna structures and deployment mechanisms. High efficiency, high power, phase stable L-band and Ku-band transmitters. Low-power, highly integrated radar components. Calibration techniques, data processing algorithms and data reduction techniques. Data applications and post-processing techniques. Wide swath ocean and surface water monitoring altimeters: Shared aperture, multi-frequency (C/Ku-band) antennas. Large, lightweight antenna reflectors and reflectarrays. Lightweight C-band and Ku-band antenna feeds. Lightweight deployable antenna structures and deployment mechanisms. High efficiency, high power (110 kW) C-band and Ku-band transmitters. Real-time onboard radar data processing. Calibration techniques, data processing algorithms and data reduction techniques. Ku-band & Ka-band interferometers for snow cover measurement over land (Ku-band) and wetland and river monitoring (Ka-band): Large, stable, lightweight, deployable structures (1050 m interferometric baseline). Ka-band along and across-track track interferometers with a few centimeters of height accuracy. Ku-band interferometric polarimetric SAR. Phase-stable Ku-band and Ka-band electronically steered arrays and multibeam antennas. Lightweight deployable reflectors (Ku-band and Ka-band). Shared aperture technologies (L/Ku-band). Phase-stable Ku-band and Ka-band receive electronics. High-efficiency, rad-hard Ku-band and Ka-band T/R modules or >10 kW transmitters. Ku-band and Ka-band antenna feeds. Calibration and metrology for accurate baseline knowledge. Real-time onboard radar data processing. Data applications and post-processing techniques. Atmospheric radar: Low sidelobe, electronically steerable millimeter wave phased-array antennas and feed networks. Low sidelobe, multi-frequency, multi-beam, shared aperture millimeter wave antennas (Ka-band and W-band). Large (~300 wavelength), lightweight, low sidelobe, millimeter wave (Ka-band and W-band) antenna reflectors and reflectarrays. Lightweight deployable antenna structures and deployment mechanisms. High power (10 kW) Ka-band and W-band transmitters. High-power (>1 kW, duty cycle >5%), wide bandwidth (>10%) Ka-band amplifiers. High-efficiency, low-cost, lightweight Ka-band and W-band transmit/receive modules. Advanced transmit/receive module concepts such as optically-fed T/R modules. Onboard (real-time) pulse compression and image processing hardware and/or software. Advanced data processing techniques for real-time rain cell tracking, and rapid 3-D rain mapping. Lightweight, low-cost, Ku/Ka band radar system for ground-based rain measurements. High power, low sidelobe (better than -30 dB) scanning phase array flat plate antenna (X, Ku, Ka, or W-band) for high altitude operation (65,000 feet). Read less>>"
Earth Science,Topic E1 Instruments for Earth Science Measurements ,E1.06Passive Infrared - Sub Millimeter, JPL, GSFC,"Many NASA future Earth science remote sensing programs and missions require microwave to submillimeter wavelength antennas, transmitters, and receivers operating in the 1-cm to 100-µm wavelength range (or a frequency range of 30 GHz to 3 THz). General requirements for these instruments include large-aperture (possibly deployable) antenna systems with RMS surface accuracy of For these systems, advancement is needed in primarily three areas: (1) the development of frequency-stabilized, low phase noise, tunable, fundamental local oscillator sources covering frequencies between 160 GHz and 3 THz; (2) the development of submillimeter-wave mixers in the 3003000 GHz spectral region with improved sensitivity, stability, and IF bandwidth capability; (3) the development of higher-frequency and higher-output-power MMIC circuits. Specific innovations or demonstrations are required in the following areas:Heterodyne receiver system integration at the circuit and/or chip level is needed to extend MMIC capability into the submillimeter regime. MMIC amplifier development for both power amplifiers and low noise amplifiers at frequencies up to several hundred GHz is solicited. Integration of a local oscillator multiplier chain, mixer, and intermediate frequency amplifier is one example. There is also a specific need to demonstrate array radiometer systems using MMIC radiometers from 60 GHz, to approximately 500 GHz. Solid-state, phase-lockable local-oscillator sources with flight-qualifiable design approaches are needed with >10 mW output power at 200 GHz and >100 µW at 1 THz; source line widths should be Stable local-oscillator sources are needed for heterodyne receiver system laboratory testing and development. Multi-channel spectrometers that analyze intermediate frequency signal bandwidths as large as 10 GHz with a frequency resolution of Compact and reliable millimeter and submillimeter imaging instrumentation that produces images simultaneously in multiple spectral bands. Schottky mixers with high sensitivity at T = 100 K and above. Low noise superconducting HEB mixers and SIS mixers. Receivers using planar diode or alternative reliable local oscillator technologies in the 3003000 GHz spectrum. Lightweight and compact radiometer calibration references covering 100800 GHz frequency range. Lightweight, field portable, compact radiometer calibration references covering frequencies up to 200 GHz. The reference must be temperature stable to within 1 K with a minimum of three temperature settings between 250 and 350 K. Low cost special purpose ground-based receivers to detect signals radiated from active satellites that are in orbit, for estimating rain rate, water vapor, and cloud liquid water. Calibrated radiometer systems that can achieve accuracy and stability of 0.1 K. Astrophysics receiver-detector technology proposals are also solicited, specifically under topic S2.01, Sensors and Detectors for Astrophysics. Read less>>"
Earth Science,Topic E1 Instruments for Earth Science Measurements ,E1.07Thermal Control for Instruments, GSFC," ARC, JPL, MSFC","Future instruments and platforms for NASA's Earth Science Enterprises will require increasingly sophisticated thermal control technology. 1. Instrument optical alignment needs, lasers, and detectors require tight temperature control, often to better than +/- 1°C. 2. Heat flux levels from lasers and other high power devices are increasing, with some projected to go as high as 100 W/cm2. 3. Cryogenic applications are becoming more common. Large, distributed structures, such as mirrors and antennae, will require creative techniques to integrate thermal control functions and minimize weight. 4. The push for miniaturization also drives the need for new thermal technologies towards the micro-electromechanical system (MEMS) level. 5. The drive towards off-the-shelf commercial spacecraft, and reconfigurable spacecraft presents engineering challenges for instruments, which must become more self-sufficient. Innovative proposals for thermal control technologies are sought in the following areas:Miniaturized heat transport devices, especially those suitable for cooling small sensors, devices, and electronics. Highly reliable, miniaturized Loop Heat Pipes and Capillary Pumped Loops that allow multiple heat load sources and multiple sinks. Advanced thermoelectric coolers capable of providing cooling at ambient and cryogenic temperatures. Inexpensive passive radiative coolers for low Earth orbit. Technologies for cooling very high flux (>100 W/cm2) heat sources, including spray and jet impingement cooling. Advanced thermal control coatings, such as variable emittance surfaces and coatings with a high emissivity at ambient and cryogenic temperatures. High conductivity materials to: Minimize temperature gradients, especially for optical benches and structures, Provide jitter isolation links between cryocoolers and sensors, and Provide high efficiency light-weight radiators. Advanced analytical techniques for thermal modeling, focusing on techniques that can be easily integrated into existing codes. Thermal control systems that actively maintain optical alignment for very large structures at both ambient and cryogenic temperatures. Single and two-phase pumped fluid loop systems, which accommodate multiple heat sources and sinks. Long life, lightweight pumps for single and two-phase fluid loop systems. Efficient, lightweight vapor compression systems for cooling up to 2 kW.Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,"E2.01Guidance, Navigation and Control", GSFC, JPL,"Future ES architectures will include platforms of varying size and complexity in a number of mission trajectories and orbits. These platforms will include spacecraft, sounding rockets, balloons, and Unmanned Aerial Vehicles (UAVs). Advanced Guidance Navigation and Control (GN&C) technology is required for these platforms to address high performance and reliability requirements while simultaneously satisfying low power, mass, and volume resource constraints. A vigorous effort is needed to develop guidance, navigation and control methodologies, algorithms, and sensoractuator technologies to enable revolutionary Earth science missions. Of particular interest are highly innovative GN&C technology proposals directed towards enabling ES investigators to exploit new vantage points, develop new sensing strategies, and implement new system-level observational concepts that promote agility, adaptability, evolvability, scalability, and affordability. Novel approaches for the autonomous control of distributed ES spacecraft and/or the management of large fleets of heterogeneous and/or homogeneous ES assets are desired. Specific areas of research include: GN&C System Technologies Innovative GN&C solutions for ES instrument pointing and stabilization. Advanced GN&C solutions for the Microsat attitude determination and control problem. Of special interest are low cost (at high production volumes) and highly integrated Microsat GN&C subsystems suitable for enabling both spin stabilized and three-axis stabilized Microsats. GN&C proposals that exploit and combine recent advances in miniature spacecraft subsystem architectures, spacecraft attitude determination and control theory, advanced electro-mechanical packaging, MEMS technology, ultra-low power microelectronics are encouraged. Proposals of special interest are ones that address the technologies needed to implement closed-loop spacecraft control system architectures which provide the ""Drag-Free"" precision orbit determination and maintenance capabilities needed for future ES Low Earth Orbit (LEO) formation-flying applications. Technology solutions are encouraged rhat employ Drag-Free sensors (similar to accelerometers), high specific impulse (Isp) thrusters, and low-cost processors with appropriate closed-loop filtering and control algorithms to implement a complete Drag-Free spacecraft control system module. Vision-based GN&C system concepts, subsystems, hardware components, and supporting algorithms/flight software. Applications of interest are of high performance video image processing technology to provide alternative solutions to challenging GN&C problems such as spacecraft relative range and attitude determination while in close formation and/or during proximity operations. Advanced GN&C solutions for balloon-borne stratospheric science payloads, including sub-arc second pointing control, sub-arcsecond attitude knowledge determination and trajectory guidance for individual balloon-borne payloads. Innovative techniques are of interest for modeling, simulating, and analyzing the inherent dynamics and control of balloon-borne payloads. Also of interest are innovative concepts, strategies, techniques, and methods for modeling, simulating, and analyzing formations, constellations, and/or networks of multiple balloon-borne stratospheric science payloads. GN&C Sensors and Actuators Advanced sensors and actuators with enhanced capabilities and performance, as well as reduced cost, mass, power, volume, and reduced complexity for all spacecraft GN&C system elements. Emphasis is placed on improved stability, accuracy, and noise performance. Nontraditional multifunctional sensor/actuator technology proposals are of particular interest. Innovations in Global Positioning System (GPS) receiver hardware and algorithms that use GPS code and carrier signals to provide spacecraft navigation, attitude, and time. Of particular interest are GPS-based navigation techniques that may employ Wide Area Augmentation System (WAAS) corrections. Novel approaches to autonomous sensing and navigation of multiple distributed space platforms. Of particular interest are specialized sensors and measurement systems for formation sensing and navigations functions. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.02Command and Data Handling, GSFC, JPL,"Advancing science with reduced levels of mission funding, shorter mission development schedules and reduced availability of flight electronic components creates new requirements for spacecraft Command and Data Handling (C&DH) systems. There are specific areas for which proposals are being sought. Onboard ProcessingGeneral purpose data processing: higher levels of spacecraft autonomy require higher levels of general purpose CISC (Complex Instruction Set Computer) and RISC (Reduced Instruction Set Computer) processing with fault tolerance and error correction (system and application). Special purpose data processing: higher levels of automated onboard science data processing to complement the data gathering capabilities of future instruments. Reduce the processed data volume to remain within the limits of spacecraft to Earth communications. Reconfigurable computing hardware: achieving pure hardware processing capabilities with the flexibility of reprogrammability to allow different science objectives to be met with the same hardware platform. Development of technologies such as radiation hardened Field Programmable Gate Arrays (FPGAs) and similar components for data communications and processing. Low-power electronics: in order to provide higher capabilities on smaller and/or less expensive spacecraft. Electronics that consume less power decrease overall thermal load, and decrease battery size and solar panel size. Command and Data TransferSubsystem data transfer: communications between various spacecraft subsystems in order to realize higher autonomy. Development of technologies and architectures that increase the rate of data transfer above 20 Mbits/s are necessary to achieve the self-diagnosis, autonomous control, and science data transfer requirements. Intra-system data transfer: communications within the spacecraft subsystem, between cards within a box to replace the conventional passive backplanes. Protocols and ArchitecturesInternet-based protocol modules and extensions that will support seamless connectivity between terrestrial and aerospace platforms by mitigating variable latencies and bit error rates among distributed air and spacecraft to terrestrial gateways. Novel methodologies for performing medium to large-scale simulations of space Internet architectures, protocols, and applications. Network security technologies to assure integrity and authentication of data from the public Internet to protected space-based networks. Ad hoc and innovative, lightweight networking protocols to support spacecraft constellation, formation flying, satellite clusters, proximity, and sensor based networks. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.03Advanced Communication Technologies for Near-Earth Missions, GSFC, GRC,"Programmable Analog Devices A technology is desired to provide a software programmable analog component. This programmable analog array would consist of basic elements including filters, amplifiers, couplers and mixers whose frequency of operation, bandwidths and gains can be changed by software command. The signal flow in the component itself will be reconfigurable by software and firmware loads in a manner similar to that of Field Programmable Gate-Array (FPGA) digital devices. Desired components will be capable of operating in the S- and Ku-bands. Maximum flexibility in configuration is also desired with the goal of producing a generic sea of elements rather than an integrated system on a chip. Low-Overhead Software-Defined Radio (SDR) Implementations NASA is interested in SDR architectures and implementations that optimize flexibility and interoperability between different SDRs, but are based on extremely efficient core architectures and low processor overheads. Algorithms that can be implemented in current space flight capable hardware are especially encouraged. RF Component Technology A wide variety of general advances in component, material and manufacturing technologies are required to support future NASA mission requirements. These technologies include innovative approaches to enable higher frequency, miniature, power efficient Traveling Wave Tube Amplifiers (TWTAs) operating at millimeter wave frequencies and at data rates of 10 Gbps or higher. Wide band-gap semiconductor (WBGS) based devices for high power, high efficiency microwave and millimeter wave solid-state power amplifiers (SSPAs), as well as low noise amplifiers in the same ranges. MEMS-based RF switches are needed for use in reconfigurable antennas, phase shifters, amplifiers, oscillators and in-flight reconfigurable filters. Frequencies of interest include S-, Ku-, Ka-, and V-band (60 GHz). Bandwidth Efficient Channel Coding To support extremely high data rates in a limited frequency spectrum, bandwidth-efficient channel coding is required. NASA is interested in algorithms that provide lossless data compression and efficient error correction at data rates greater than 1 Gbps for links between Earth orbit and Earth ground stations. RF Materials and Structures NASA is interested in materials that can be efficiently manufactured and effectively used in the construction and deployment of thin-film based RF antenna systems. Methods for deploying very large, lightweight, aperture structures on-orbit are needed. Inflatable structures, as well as shape memory alloy-based implementations, capable of withstanding launch and deployment forces are encouraged. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.04Onboard Propulsion, GRC," GSFC, JSC, MSFC","This subtopic seeks technologies that will significantly increase capabilities and reduce costs for Earth science spacecraft. Propulsion functions include orbit insertion, orbit maintenance, constellation maintenance, precision positioning, in-space maneuvering, and de-orbit. Propulsion technologies are sought that will provide platforms with larger scientific payloads, longer-life missions, and increased operational flexibility during missions. To accomplish these goals, innovations are needed in low-thrust chemical and low-power electric propulsion technology, including thruster components, advanced propellants, power processing units, and feed system components. Of particular interest are innovations in propulsion technology that lead to smaller-sized, integrated, autonomous spacecraft. The following specific areas are of interest: Miniature and Precision Propulsion Propulsion technologies for miniature (less than 10 kg) spacecraft and for high-precision (impulse bit Thruster Technology Electric and chemical propulsion technologies that provide increased capability (mass and volume) and/or flexibility (duty cycle and life) for small, power-limited spacecraft, including: Electrostatic and electromagnetic propulsion technologies; High-performance (specific impulse > 250 s), high-density monopropellant thruster technology; High-performance (specific impulse > 350 s), space storable bipropellant thruster technology; and Propellant gelation technology. Propulsion System Components Innovative electric and chemical propulsion system components for small spacecraft are sought including: Materials compatible with high-temperature, oxidizing, and reactive environments; Components for fluid isolation, pressure and mass flow regulation, relief quick disconnect, and flow control; Technologies for metering, injection, and ignition of fluids in combustion devices; Gaseous storage and pressurization system; and Components for xenon storage and flow control. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.05Energy Storage Technologies, GRC," GSFC, JPL, JSC, MSFC","Advanced energy storage technologies are required for Earth science observation platforms. These platforms are defined as host systems that include traditional spacecraft, airborne platforms, such as piloted and unpiloted aircraft and balloons, terrestrial platforms, micro-spacecraft, and surface penetrators. The energy storage technologies solicited include both primary and secondary batteries, primary and regenerative fuel cells, and flywheels. The desired technology advances common to all of the storage devices of interest include the following elements:Improvements in energy density and specific energy; Improvement in cycle life, run time, and calendar life; Performance over a wide temperature range; Reduction in device size, to the micro-scale; Reduction in system complexity; and Integration into, and with, other spacecraft structures.A vigorous effort is needed to develop energy storage technologies that will enable the revolutionary ES missions. Specific technology advances that contribute to achieving the following performance goals are of interest. Advanced Battery TechnologySpecific energy: >150 Wh/kg for secondary batteries >400 Wh/kg for primary batteries Low-Earth-Orbit (LEO) cycle life >60,000 cycles for secondary batteries Calendar life >15 years Operating temperature range -100°C to 100°C Systems capable of delivering 3050% of the capacity available at ambient temperatures at temperatures as low as -100°CPrimary and rechargeable lithium-based batteries with advanced anode and cathode materials and advanced liquid and polymer electrolytes are of particular interest. Proposals addressing structural and microbatteries are sought. Fuel cell (FC) and Regenerative Fuel Cell (RFC) TechnologiesSpecific energy: FC >1500 W/kg, RFC >600 Wh/kg Efficiency: FC>70% at 1500 W/kg, RFC >60% at 600 Wh/kg Life FC >10,000 hours, RFC > 1500 cyclesAdvances to PEM, Direct methanol and solid oxide fuel cell systems are of particular interest. Flywheel Energy Storage Specific energy > 100 Wh/kg LEO cycle life > 60,000 cyclesMicro-flywheels with a high number of watt hours per kilogram and highly integrated components are of particular interest. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.06Energy Conversion for Space Applications, GRC, GSFC,"Earth science observation missions will employ spacecraft, balloons, sounding rockets, surface assets, and piloted and robotic aircraft and marine craft. Advanced power technologies are required for each of these platforms that address issues of size, mass, capacity, reliability, and operational costs. A vigorous effort is needed to develop energy conversion technologies that will enable the revolutionary Earth science missions. Exploiting innovative technological opportunities, developing power systems for adverse environments, and implementing system-wide techniques that promote scalability, adaptability, flexibility, and affordability are characteristic of the technological challenges to be faced and are representative of the type of developments required beyond the current state-of-the-art. The energy conversion technologies solicited include photovoltaics, Brayton, Rankine, Stirling, and thermophotovoltaic, as well as related technologies such as concentrators and thermal technologies. Specific areas of interest follow.Photovoltaic cell and array technologies with significant improvements in efficiencies, cost, radiation resistance, and wide operating conditions are solicited. Potential concepts include rigid arrays, concentrator configurations, and ultra-lightweight array technologies that exploit the properties of lightweight, flexible thin-film photovoltaic cells. Photovoltaic cell and array technologies for extreme environments such as high- or low-temperature operation are solicited. Technologies for electrostatically-clean spacecraft solar arrays are also of interest. Future micro-spacecraft require distributed power sources that are integrated with microelectronics devices/instruments. These microelectronic devices/instruments integrate energy conversion and storage into a hybrid structure. Thermal power conversion technologies for Earth orbiting spacecraft and/or orbit transfer vehicles are sought. Advances may be in solar concentrators (rigid or inflatable, primary or secondary) and receivers to improve specific power and reduce mass. Topics of interest in power conversion include heat cycles (Brayton, Rankine, and Stirling), compact heat exchangers, advanced materials and fabrication techniques, and control methods, as they relate to life, reliability and manufacturability. Thermal technology areas include heat rejection, composite materials, heat pipes, pumped loop systems, packaging and deployment, including integration with the power conversion technology. Highly integrated systems are sought that combine elements of the above subsystems to show system level benefits. Read less>>"
Earth Science,Topic E2 Platform Technologies for Earth Science ,E2.07Platform Power Management and Distribution, GRC," GSFC, JPL","Earth science missions employ spacecraft, balloons, sounding rockets, surface assets, aircraft, and marine craft as observation platforms. Advanced technologies are required for the electrical components and systems on these platforms to address the issues of size, mass, efficiency, capacity, durability, and reliability. Advancements are sought in power electronic materials, devices, components, packaging, and coatings. Power Electronic Materials and Components Advanced magnetic, dielectric, semiconductor, and superconductor materials, devices, and circuits are of interest. Proposals must address improvements in energy density, speed, or efficiency. Candidate devices and applications include transformers, inductors, semiconductor switches and diodes, electrostatic capacitors, current sensors, and cables. Power Conversion, Protection, and Distribution Technologies that provide significant improvements in mass, size, power quality, reliability, or efficiency in electrical power conversion and protective switchgear components are of interest. Candidate applications include solar array regulators, battery charge and discharge regulators, power conversion, power distribution, and fault protection. Environmentally Durable Technologies Technologies that enable materials, surfaces, coatings, and components to be durable in a space environment, in atomic oxygen, soft x-ray, electron, proton, ultraviolet radiation, and thermal cycling environments are of interest to NASA. Environmentally durable coatings for radiators and lightweight electromagnetic shielding are sought. Electrical Packaging Thermal control technologies are sought that are integral to electrical devices with high heat flux capability and advanced electronic packaging technologies which reduce volume and mass or combine electromagnetic shielding with thermal control. Read less>>"
Earth Science,Topic E3 Advanced Information Systems Technology For Earth Science ,E3.01Automation and Planning, ARC, GSFC,"The Automation and Planning Subtopic solicits proposals that allow either spacecraft or ground systems to robustly perform complex tasks given high-level goals with minimal human direction. Technology innovations include, but are not limited to: 1) automation and autonomous systems that support high-level command abstraction; 2) efficient and effective techniques for processing large volumes of data (commonly available on the Internet) into useful information; 3) intelligent search of large, distributed data archives, and data discovery through searches of heterogeneous data sets and architecture; and 4) automation of routine, labor intensive tasks that either increase reliability or throughput of current process. Specific areas of interest include the following:Search agents that support applications involving the use of NASA data; Methods that support the robust production of data products given a set of high-level goals and constraints; Autonomous data collection including the coordination of space or airborne platforms while adhering to a set of data collection goals and resource constraints; Autonomous data logging devices (software, or hardware and software) supporting a variety of weather and climate sensors, capable of ground-based operation in a wide variety of environmental conditions; such systems would probably be solar powered with accurate time stamping; Planning and scheduling methods related to Earth Science Mission objectives; System and subsystem health and maintenance, both space- and ground-based; Distributed decision making, using multiple agents, and/or mixed autonomous systems; Automated software testing; Verification and validation of automated systems; Automatic software generation and processing algorithms; Control of Field Programmable Gate-Arrays (FPGA) to provide real-time products. Read less>>"
Earth Science,Topic E3 Advanced Information Systems Technology For Earth Science ,E3.02Distributed Information Systems and Numerical Simulation, ARC, GSFC,"This subtopic seeks advances in tools, techniques, and technologies for distributed information systems and large-scale numerical simulation. The goal of this work is to create an autonomous information and computing environment that enables NASA scientists to work naturally with distributed teams and resources to dramatically reduce total time-to-solution (i.e., time to discovery, understanding, or prediction), vastly increase the feasible scale and complexity of analysis and data assimilation, and greatly accelerate model advancement cycles. Areas of interest follow below. Distributed Information SystemsCore services (autonomous software systems) for automated, scalable, and reliable management of distributed, dynamic, and heterogeneous computing, data, and instrument resources. Services of interest (which may be based on Open Grid Service Infrastructure ) include those for authentication and security, resource and service discovery, resource scheduling, event monitoring, uniform access to compute and data resources, and efficient and reliable data transfer. Higher level services, including those for job management, resource brokering, workflow management, portlet (i.e., application-specific graphical user interface ) building, and collaboration. Services for management of distributed, heterogeneous information, including replica management, intuitive interfaces, and instantiation on demand or virtualized data. These services would be used, for example, to access and manipulate NASAs wealth of geospatial and remote sensing data. Science portals for cross-disciplinary discovery, understanding, and prediction, encapsulating services for single sign-on access, semantic resource and service discovery, workflow composition and management, remote collaboration, and results analysis and visualization. Tools for rapidly porting and hosting science applications in a distributed environment. These applications were written for an integrated, or workstation, environment using standard programming languages or tools such as Matlab, Interactive Data Language (IDL), or Mathematica. Large-Scale Numerical SimulationTools for automating large-scale modeling, simulation, and analysis, including those for managing computational ensembles, performing model-optimization studies, interactive computational steering, and maintaining progress in long-running computations in spite of unreliable computing, data, and network resources. Tools for computer system performance modeling, prediction, and optimization for real applications. Techniques and tools for application parallelization and performance analysis. Tools for effective load balancing, and high reliability, availability, and serviceability (RAS) in commodity clusters and other large-scale computing systems. Novel supercomputing approaches using FPGAs, graphics processors, and other novel architectures and technologies. Read less>>"
Earth Science,Topic E3 Advanced Information Systems Technology For Earth Science ,E3.03Geospatial Data Analysis Processing and Visualization Technologies, SSC, GSFC,"Proposals are sought for the development of advanced technologies in support of scientific, commercial, and educational application of ESE and other remote sensing data. Focus areas are to provide tools for processing, analysis, interpretation, and visualization of remotely sensed data sets. ESE benchmarks practical uses of NASA-sponsored observations from remote sensing systems and predictions from scientific research and modeling. Specific interest exists in the development of technologies contributing to decision support systems, and model development and operation. For more information on decision support models under evaluation, please visit http://earth.nasa.gov/eseapps/index.html. Areas of specific interest include the following:Unique, innovative data reduction, rapid analysis and data exploitation methodologies and algorithms of information from remotely sensed data sets, e.g., automated feature extraction, data mining, etc.; Algorithms and approaches to enable the efficient production of data products from active imaging systems, e.g., multipoint data resampling, digital elevation model creation, etc.; Data merge and fusion software for efficient production and real-time delivery of digital products of ESE Mission and other remote sensing data sets, e.g., weather observation and land use and land cover data sets; Innovative approaches for incorporation of GPS data into in situ data collection operations with dynamic links to spatial databases including environmental models Image enhancement algorithms for improving spatial, spectral, and geometric image attributes; Innovative approaches for the querying and assimilation of application-specific datasets from disparate and distributed databases from government, academic and commercial sources into a common framework for data analysis Innovative approaches for querying of application-specific data sets from disparate, distributed databases in government, academic, and commercial data warehouses into a common framework for data analysis; and Innovative visualization technologies contributing to the analysis of data through the display and visualization of some or all of the above data types including providing the linkages and user interface between the cartographic model and attribute databases. Read less>>"
Earth Science,Topic E3 Advanced Information Systems Technology For Earth Science ,E3.04Data Management and Visualization, GSFC, GSFC,"This subtopic focuses on innovative approaches to managing and visualizing large collections of Earth science data in a highly distributed and networked environment.Develop technologies that support long term data management, storage, search, and retrieval of very large, distributed, geospatial Earth science data sets, including the development of object based storage devices, file systems that promote long term data maintenance and recovery from user errors, and global compression techniques that optimize data backup operations. Develop techniques to manage and locate data in a distributed metadata catalog environment and provide tools to create, use, and then tear down wide area high speed Storage Area Network (SAN) access to remote data sets. Develop tools and techniques that enable high bandwidth scientific collaboration in a distributed environment, and allow data viewing, real-time data browse, and general purpose rendering of multivariate geospatial scientific data sets using georectification, data overlays, data reduction, and data encoding across widely differing data types and formats. Design and implement 3-D virtual reality environments for scientific data visualization that will enable users to 'fly' through the data space to locate specific areas of interest, and make use of novel 3-D presentation techniques which minimize or eliminate the need for special user devices such as goggles or helmets. Read less>>"
