Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
Science,Topic S5 Information Technologies ,S5.04Integrated Science Mission Modeling, GSFC," ARC, JPL","NASA seeks innovative systems modeling methods and tools to:Define, develop and execute future science missions, many of which are likely to feature designs and operational concepts that will pose significant challenges to existing approaches and applications, and Enable disciplined system analysis for the ongoing management and decision support of the space science technology portfolio, particularly with regard to understanding technology alternatives, relationships, priorities, timing, availability, down-selection, maturation, investment needs, system engineering considerations, and cost-to-benefit ratios; to examine ""what-if"" scenarios; and to facilitate multidisciplinary assessment, coordination, and integration of the technology roadmaps as a whole. Use of System Modeling Language (SysML) is encouraged but not required. SysML is a general purpose graphical modeling language for analyzing, designing and verifying complex systems that may include hardware, software, information, personnel, procedures and facilities. As a language, SysML represents requirements, structure, behavior, and equations in nine different diagram types, and can represent both hardware and software models. The language can be extended to provide metamodels for different disciplines, and is supported by multiple commercial tools. SysML is finding increased use throughout the agency to support systems engineering and analysis. Specific areas of interest include the following: Integration of system and mission modeling tools with high-fidelity multidisciplinary design and modeling tools, supporting efficient analysis methods that accommodate uncertainty, multiple objectives, and large-scale systems - This requires the development of robust interfaces between SysML and other tools, including CAD/CAE/PDM/PLM applications, used to support NASA science mission development, implementation and operations. The objective is to produce a unified environment supporting mixed systems-level and detailed analysis during any lifecycle phase, and rapid analysis of widely varying concepts/configurations using mixed-fidelity models, including geometry/mesh-based models when required. The human interface for such a system could be a ""dashboard"" (web-based is highly desirable) which initially allows for monitoring of the dataflow across a heterogeneous set of tools and finally allows for control of the data flow between the variety of applications. Modeling and rapid integration of programmatic, operational, and risk elements - Fully integrated system model representations must include non-physics based constructs such as cost, schedule, risk, operations, and organizational model elements. Novel methods and tools to model these system attributes are critical. In addition, approaches to integrate these in a meaningful way with other system model elements are needed. Methods that consider the development of these models as by-products of a collaborative and/or concurrent design process are particularly valuable. Library of SysML models of NASA related systems - Using a library of SysML models, engineers will be able to design their systems by reusing a set of existing models. Too often, these engineers have to begin from scratch the design of the systems. A library of verified and validated models would provide a way for the engineers to design a new spacecraft by assembling existing models that are domain specific, and therefore easy to adapt to the target system. In order to provide for seamless integration between SysML models each model must identify it level of abstraction both in terms of the modeling of time (progression: no ordering of events, qualitative ordering of events, metric time ordering of events) and the modeling of space (progression: lumped parameters models, distributed parameter models). Such levels of abstraction ""certificates"" for SysML will help determine integration interface requirements between any two models. Profiles for spacecraft, space robotics, and scientific instruments - Profiles provide a means of tailoring SysML for particular purposes. Extensions of the language can be inserted. This allows an organization to create domain specific constructs which extend existing SysML modeling elements. By developing profiles for NASA domains such as Spacecraft, Space Robotics and Scientific Instruments, powerful mechanisms will be available to NASA systems engineers for designing future space systems. Requirements Modeling - SysML offers requirements modeling capabilities, thus providing ways to visualize important requirements relationships. There is a need to combine traditional requirements management, supported by tools including but not limited to DOORS and CRADLE, and SysML requirements modeling in a standardized and sustainable way. Functional Modeling - The intermediate data products between requirements and specification are detailed functional models that identify all of the functions required to achieve the mission profile(s). There is a critical need to model this layer as it is a key data product to provide traceability between requirements and implementation. Model and Modeling Process Synthesis - As model-based design broadens and integrates larger and more complex models, methods for how to sequence and operate the design synthesis, evaluation (e.g., V&V) and elaboration process will become more important, as will considerations of how model-based processes are made compatible with existing review and development cycles. Read less>>"
Science,Topic S5 Information Technologies ,S5.05Fault Management Technologies, MSFC," ARC, JPL","As science missions are given increasingly complex goals and have more pressure to reduce operations costs, system autonomy increases. Fault Management (FM) is one of the key components of system autonomy. FM consists of the operational mitigations of spacecraft failures. It is implemented with spacecraft hardware, on-board autonomous software that controls hardware, software, information redundancy, and ground-based software and operations procedures. Many recent Science Mission Directorate (SMD) missions have encountered major cost overruns and schedule slips during test and verification of FM functions. These overruns are due to a lack of understanding of FM functions early in the mission definition cycles and to FM architectures that do not provide attributes of transparency, verifiability, fault isolation capability, or fault coverage. The NASA FM Handbook is under development to improve the FM design, development, verification & validation and operations processes. FM approaches, architectures, and tools are needed to improve early understanding of needed FM capabilities by project managers and FM engineers and to improve the efficiency of implementing and testing FM. Specific objectives are to: Improve ability to predict FM system complexity and estimate development and operations costs. Enable cost-effective FM design architectures and operations. Determine completeness and appropriateness of FM designs and implementations. Decrease the labor and time required to develop and test FM models and algorithms. Improve visualization of the full FM design across hardware, software, and operations procedures. Determine extent of testing required, completeness of verification planned, and residual risk resulting from incomplete coverage. Increase data integrity between multi-discipline tools. Standardize metrics and calculations across FM, SE, S&MA and operations disciplines. Increase reliability of FM systems. Expected outcomes are better estimation and control of FM complexity and development costs, improved FM designs, and accelerated advancement of FM tools and techniques. The approach of this subtopic is to seek the right balance between sufficient reliability and cost appropriate to the mission type and risk posture. Successful technology development efforts under this subtopic would be considered for follow-on funding by, and infusion into, SMD missions. Research should be conducted to demonstrate technical feasibility and NASA relevance during Phase I and show a path toward a Phase II prototype demonstration. Offerors should demonstrate awareness of the state-of-the-art of their proposed technology, and should leverage existing commercial capabilities and research efforts where appropriate. Specific technology in the forms listed below is needed to increase delivery of high quality FM systems. These approaches, architectures and tools must be consistent with and enable the NASA FM Handbook concepts and processes. FM design tools - System modeling and analyses significantly contributes to the quality of FM design; however, the time it takes to translate system design information into system models often decreases the value of the modeling and analysis results. Examples of enabling techniques and tools are modeling automation, spacecraft modeling libraries, expedited algorithm development, sensor placement analyses, and system model tool integration. FM visualization tools - FM systems incorporate hardware, software, and operations mechanisms. The ability to visualize the full FM system and the contribution of each mechanism to protecting mission functions and assets is critical to assessing the completeness and appropriateness of the FM design to the mission attributes (mission type, risk posture, operations concept, etc.). Fault trees and state transition diagrams are examples of visualization tools that could contribute to visualization of the full FM design. FM verification and validation tools - As complexity of spacecraft and systems increases, the extensiveness of testing required to verify and validate FM implementations can be resource intensive. Automated test case development, false positive/false negative test tools, model verification and validation tools, and test coverage risk assessments are examples of contributing technologies. FM Design Architectures - FM capabilities may be implemented through numerous system, hardware, and software architecture solutions. The FM architecture trade space includes options such as embedded in the flight control software or independent onboard software; on board versus ground-based capabilities; centralized or distributed FM functions; sensor suite implications; integration of multiple FM techniques; innovative software FM architectures implemented on flight processors or on Field Programmable Gate Arrays (FPGAs); and execution in real-time or off-line analysis post-operations. Alternative architecture choices could help control FM system complexity and cost and could offer solutions to transparency, verifiability, and completeness challenges. Multi-discipline FM Interoperation - FM designers, Systems Engineering, Safety and Mission Assurance, and Operations perform analyses and assessments of reliabilities, failure modes and effects, sensor coverage, failure probabilities, anomaly detection and response, contingency operations, etc. The relationships between multi-discipline data and analyses are inconsistent and misinterpreted. Resources are expended either in effort to resolve disconnects in data and analyses or worse, reduced mission success due to failure modes that were overlooked. Solutions that address data integrity, identification of metrics, and standardization of data products, techniques and analyses will reduce cost and failures.Read less>>"
Human Exploration and Operations,Topic H1 In-Situ Resource Utilization ,H1.01In-Situ Resource Utilization, JSC," ARC, GRC, KSC","Converting in-situ resources into propellants, energy storage reactants, or other useful products at the site of exploration, known as in-situ resource utilization (ISRU), versus transporting from Earth can significantly reduce the cost and risk of human exploration while at the same time enabling new mission concepts and long term exploration sustainability. Potential in-situ resources of interest include extraterrestrial atmospheres, soils/regolith, and discarded mission materials such as trash (food, wipes, paper, etc.), packaging materials, and crew waste. Technologies and innovative approaches are sought related to the collection, transfer, and processing of these in-situ resources into intermediate (carbon monoxide/carbon dioxide, water, hydrogen, and hydrocarbons) and final products (methane and oxygen) for propulsion and energy generation applications. The subtopic seeks proposals for the design and subsequent building of synergistic hardware that can support Mars atmosphere capture and processing and mission trash/waste conversion. Technologies of interest include: Trash feed into high temperature reactors with tight cabin leakage specs. Trash gasification reactors (steam and/or partial oxidation) with minimum tar and ash generation and subsequent tar/liquid hydrocarbon reduction. Highly efficient reactors for carbon monoxide/carbon dioxide (CO/CO2) conversion into methane (CH4). Highly efficient gas/gas and gas/liquid-vapor separation devices. Fine particle/gas separation (regenerative or continuous) technologies for Mars dust and gasification ash particles. The proposed technology should address benefits in system mass, conversion and power efficiency, and intermediate/final product generation compared to current approaches. Proposed technologies need be able to operate in microgravity. Mars ISRU technologies need to involve separation and processing of 0.5 to 2 kg/hr of carbon dioxide. Trash processing technologies need to be capable of feeding and processing 12 kg of waste material per day. Technology Readiness Levels (TRL) of 2 to 5 or higher are sought. Potential NASA Customers include: Office of Chief Technologist/ISRU Program. Advanced Exploration Systems Logistics. Advanced Exploration Systems Mars Program. Advanced Exploration Systems & Office of Chief Technologist Life Support Programs. Read less>>"
Human Exploration and Operations,Topic H2 Space Transportation ,H2.01Cryogenic Fluid Management Technologies, GRC," ARC, GSFC, JSC, KSC","This subtopic solicits technologies related to cryogenic propellant storage, transfer, and instrumentation to support NASA's exploration goals. Proposed technologies should feature enhanced safety, reliability, long-term space use, economic efficiency over current state-of-the-art, or enabling technologies to allow NASA to meet future space exploration goals. This includes a wide range of applications, scales, and environments consistent with future NASA missions. Specifically: Innovative concepts for cryogenic fluid instrumentation are solicited to enable accurate measurement of propellant mass in low-gravity storage tanks, sensors to detect in-space and on-pad leaks from the storage system, and minimally invasive cryogenic liquid mass flow measurement sensors, including cryogenic two-phase flow. Passive thermal control for Zero Boil-Off (ZBO) storage of cryogens for both long term (>200 days) and short term (~14 days) in all mission environments. Insulation systems that can also serve as Micrometeoroid/orbital debris (MMOD) protection and are self-healing are also desired. Cryogenic storage technologies for alternate propellants such as xenon. Active thermal control for long term ZBO storage for space applications. Technologies include 20K cryocoolers and integration techniques, heat exchangers, distributed cooling, and circulators. Zero gravity cryogenic control devices including thermodynamic vent systems, spray bars, mixers, and liquid acquisition devices. Advanced spacecraft valve actuators using piezoelectric ceramics. Actuator should reduce the size and power while minimizing heat leak and increasing reliability. Propellant conditioning and densification technologies for propellant storage and transfer. Specific component technologies include compact, efficient and economical cryogenic compressors, pumps, Joule-Thompson orifices and heat exchangers. Also, subcooling of propellants for ground processing and long-term in-space cryogen storage and transfer. Liquefaction of oxygen for in space applications. This includes passive cooling with radiators, cryocooler liquefaction, or open cycle systems that work with high-pressure electrolysis. Efficient small to medium scale hydrogen liquefaction technologies (1-10k gal/day) including domestically produced wet cryogenic turboexpanders. For all above technologies, research should be conducted to demonstrate technical feasibility during Phase I and show a path toward Phase II demonstration, and delivering a demonstration package for NASA testing at the completion of the Phase II contract. Phase I Deliverables -Research to identify and evaluate candidate technology applications to demonstrate the technical feasibility and show a path towards a demonstration. Bench or lab-level demonstrations are desirable. The technology concept at the end of Phase I should be at a TRL range of 3-4. Phase II Deliverables - Emphasis should be placed on developing and demonstrating the technology under simulated mission conditions. The proposal shall outline a path showing how the technology could be developed into mission-worthy systems. The contract should deliver a demonstration unit for functional and environmental testing at the completion of the Phase II contract. The technology concept at the end of Phase II should be at a TRL range of 4-5. Potential NASA Customers include: Cryogenic Propulsion Storage and Transfer Technology Demonstration Mission. Office of Chief Technologist - Game Changing Development Cryogenic Propulsion Stage Program. Read less>>"
Human Exploration and Operations,Topic H2 Space Transportation ,H2.02In-Space Propulsion Systems, GRC," JSC, MSFC","OCT Technology Area: TA02 This solicitation intends to examine a range of key technology options associated with cryogenic, non-toxic storable, and solid core nuclear thermal propulsion (NTP) systems for use in future exploration missions. Non-toxic engine technology, including new mono and bipropellants, is desired for use in lieu of the currently operational NTO/MMH engine technology. Handling and safety concerns with toxic chemical propellants can lead to more costly propulsion systems. NTP systems using nuclear fission reactors may enable future short round trip missions to Mars, by helping to reduce launch mass to reasonable values and thereby increasing the payload delivered for Mars exploration missions. Non-toxic and cryogenic engine technologies could range from pump fed or pressure fed reaction control engines of 25-1000 lbf up to 60,000 lbf primary propulsion engines. Pump fed NTP engines in the 15,000-25,000 lbf class, used individually or in clusters, would be used for primary propulsion. Specific technologies of interest to meet proposed engine requirements include: Non-toxic bipropellant or monopropellants that meet performance targets (as indicated by high specific impulse and high specific impulse density) while improving safety and reducing handling operations as compared to current state-of-the-art storable propellants. Manufacturing techniques that lower the cost of manufacturing complex components such as injectors and coolant channels. Examples include, but are not limited to, development and demonstration of rapid prototype techniques for metallic parts, powder metallurgy techniques, and application of nano-technology for near net shape manufacturing. High temperature materials, coatings and/or ablatives or injectors, combustion chambers, nozzles, and nozzle extensions. Long life, lightweight, reliable turbo-pump designs and technologies include seals, bearing and fluid system components. Hydrogen technologies are of particular interest. Highly-reliable, long-life, fast-acting propellant valves that tolerate long duration space mission environments with reduced volume, mass, and power requirements is also desirable. High temperature, low burn-up carbide- and ceramic-metallic (cermet) based nuclear fuels with improved coatings and/or claddings to maximize hydrogen propellant heating and to reduce fission product gas release into the engine's hydrogen exhaust stream. High temperature and cryogenic radiation tolerant instrumentation and avionics for engine health monitoring. Non-invasive designs for measuring neutron flux (outside of reactor), chamber temperature, operating pressure, and liquid hydrogen propellant flow rates over wide range of temperatures are desired. Sensors need to operate for months/years instead of hours. Note to Proposer: Subtopic S3.03 under the Science Mission Directorate also addresses in-space propulsion. Proposals more aligned with science mission requirements should be proposed in S3.03. For all above technologies, research should be conducted to demonstrate technical feasibility during Phase I and show a path toward Phase II demonstration, and delivering a demonstration package for NASA testing at the completion of the Phase II contract.Phase I Deliverables - Research to identify and evaluate candidate technology applications to demonstrate the technical feasibility and show a path towards a demonstration. Bench or lab-level demonstrations are desirable. The technology concept at the end of Phase I should be at a TRL range of 3-4.Phase II Deliverables - Emphasis should be placed on developing and demonstrating the technology under simulated mission conditions. The proposal shall outline a path showing how the technology could be developed into mission-worthy systems. The contract should deliver a demonstration unit for functional and environmental testing at the completion of the Phase II contract. The technology concept at the end of Phase II should be at a TRL range of 4-6. Potential NASA Customers include: Office of Chief Technologist/Game Changing Development Program - In-Space Propulsion Project. Office of Chief Technologist/Game Changing Development Program - Manufacturing Innovation (MIP). Cryogenic Propulsion Stage/Advanced Upper Stage Engine Program. Human Exploration and Operations Directorate/Advanced Exploration Systems - Nuclear Cryogenic Propulsion Stage. Read less>>"
Human Exploration and Operations,Topic H2 Space Transportation ,H2.03Advanced Technologies for Propulsion Testing, SSC," JSC, MSFC","Nuclear Thermal Propulsion (NTP), Rocket Based Combined Cycle (RBCC) and Turbine Based Combined Cycle (TBCC) propulsion systems have been identified as high priority NASA technology areas by the United States National Research Council. The goal of this subtopic is to foster development of advanced technologies with commercialization potential that will be needed for component and system level ground testing of these systems during the development and certification phases of their life-cycle. NTP could be an enabling technology to reduce transit time and mission risk to Near-Earth Objects, Mars, and other deep space destinations. Nuclear power and propulsion technologies are key enabling technologies for future NASA exploration missions. Technology development to facilitate ground testing of NTP is required in the following areas: Advanced high-temperature and hydrogen resistant materials for use in a hot hydrogen environment (3000 ºF). Efficient non-nuclear generation of high flow rate (100 lb/sec), high temperature hydrogen. High temperature fluid and thermal management systems. High temperature flow control and relief systems. High temperature power conversion systems. High temperature process piping systems and associated components. High temperature instrumentation. RBCC and TBCC could be enabling technologies to reduce cost for and increase frequency of access to space and allow for rapid transit within the Earth's atmosphere, far exceeding our nation's current capabilities. Technology development to facilitate ground testing of RBCC and TBCC is required in the following areas: Thrust take-out and thrust measurement systems that address the unique challenges of a RBCC / TBCC test facility design. Non-intrusive velocity / temperature / pressure profile measurement of inlet and exhaust flows. For the above technology subject areas, research should be conducted to demonstrate technical feasibility during Phase I and show a path toward hardware and/or material development as appropriate which occurs during Phase II and culminates in a proof-of-concept system.Phase I Deliverables - Phase I deliverables shall include a final report describing design studies and analyses, system, sensor, or instrumentation concepts, prospective material formulations, testing, etc. Prototype systems, components, sensors, instruments or materials can be developed in Phase I as well. The designs or concepts should have commercialization potential. For Phase II consideration, the final report should include a detailed path towards Phase II hardware proof-of-concept system or component or material manufacturing and testing as applicable. The technology concept at the end of Phase I should be at a TRL of 3-4.Phase II Deliverables - Phase II deliverables shall consist of working proof-of-concept systems, tested material formulations with samples, tested component, sensor, or instrumentation hardware, etc. which have been successfully demonstrated in a relevant environment and delivered to NASA for testing and verification. The technology at the end of Phase II should be at a TRL of 6-7. Potential NASA Customers include: Rocket Propulsion Test Program. Nuclear Thermal Propulsion Program. Read less>>"
Human Exploration and Operations,Topic H3 Life Support and Habitation Systems ,H3.01Advanced Technologies for Atmosphere Revitalization, MSFC," ARC, GRC, JSC, KSC","Advancing process technologies for key atmosphere revitalization (AR) functions will be essential for enabling future efforts to extend crewed space exploration beyond low Earth orbit. Specific process technology advancements are sought in the technical areas of regenerative CO2 removal, process gas drying, regenerable particulate matter filtration and separation techniques, and photocatalytic processes for removing trace volatile organic compounds (VOCs) from cabin atmospheric gases. Specifics pertaining to each technical area are the following: Advanced Sorbents for CO2 Removal - Development of robust, high capacity, regenerable CO2 adsorbents that substantially reduce the energy required for regeneration, are resistant to material degradation (i.e., dusting, spalling) and are highly selective to CO2 over moisture. Candidate sorbents must be capable of operating in either CO2 venting (open loop) or CO2 processing (closed loop) modes. Passive Moisture Removal - Development of advanced water vapor removal techniques from air streams that operate at near-ambient pressure and temperatures and with little to no energy costs. This may include the development of water-selective materials (e.g., membranes, adsorbents) that exhibit significantly higher efficiencies than current commercial products. Very dry air (-65 °C dew point) can be assumed to be available to aid in drying process stream (1:1 ratio). Candidate process technologies must be capable of either venting moisture to space or returning moisture to the cabin for subsequent recovery for crew use. Particulate Management - Long-life and self-cleaning particulate pre-filters are required to reduce crew maintenance time and eliminate the need for consumable filter elements. These units should be able to handle large surges of particles and operate over very long periods. They should also be self-cleaning in-place or off-line (in-place is preferable, and provide viable methods for disposing of collected particulate matter while minimizing or eliminating direct contact by the crew. Complete (100%) capture of particles 20 microns and larger is required. Targeted technologies should be compact and lightweight, and easily integrated with the spacecraft Environmental Control and Life Support Systems (ECLSS). Photocatalytic Oxidation (PCO) for Trace Contaminant Control - Technologies are of interest for photocatalytic oxidation of Volatile Organic Carbon (VOCs) completely to CO2 and H2O (i.e., complete ""mineralization"") without producing partial oxidation products such as aldehydes and/or organic acids. Catalysts that are activated not only by UV, but also the visible region of the solar spectrum to capitalize on the highly efficient blue LEDs or solar energy are desired. Concepts should minimize PCO reactor volume via improved catalysts and catalyst activity, improved UV illumination scheme and/or improved illuminated catalyst surface area-to-volume ratio. Technology Readiness Levels (TRL) of 2 to 3 or higher are sought. Potential NASA Customers include: Mission elements and vehicles: Orion Multi-Purpose Crew Vehicle, Multi-Mission Space Exploration Vehicle, Deep Space Habitat, Pressurized Rovers and Planetary Surface Systems, International Space Station. Human exploration missions include: Low-Earth orbit, Earth's neighborhood (Earth-moon libration points, lunar orbit and surface, geosynchronous orbits, etc), Near-Earth Asteroids, Mars Missions (transit, orbit, moons and surface). (http://www.nasa.gov/exploration/home/index.html) Read less>>"
Human Exploration and Operations,Topic H3 Life Support and Habitation Systems ,H3.02Environmental Monitoring and Fire Protection for Spacecraft Autonomy, JPL," ARC, GRC, JSC, KSC, MSFC","Environmental Monitoring Technologies are desired to ensure that the chemical content of the air and water environment of the crew habitat falls within acceptable limits and the life support system is functioning properly and efficiently. Required technology characteristics include: 2 year shelf-life; functionality in microgravity and low pressure environments (~8 psi). The technologies require significant improvements in miniaturization, reliability, life-time, self-calibration, and reduction of expendables. Examples of desired analytes are: Trace silver (0.05-15 mg/L) and trace organics in water (acetone: 0.05-5 mg/L; aldehydes: 0.4-60 mg/L; alcohols: 1-100 mg/L). Technologies for quantification and identification of microbial species are requested within an alternative subtopic, ISS Utilization. Spacecraft Fire Protection A first response crew mask capable of protecting the crew from ammonia, hydrazine, and combustion products is desired. A suitable first response mask should be quick to don, protect the wearer from environmental contaminants and elevated temperature hazards, and provide breathable air during prolonged emergency response activities. This mask would be one-size fits all and be effective for a minimum of 1 hour. While wearing the mask, the crew should have excellent freedom of motion and positive indication of effectiveness. A portable, self-contained fire and toxic atmosphere cleanup system is desired that can rapidly remove contaminants from a spacecraft volume Technology Readiness Levels (TRL) of 3 to 4 or higher are sought.Read less>>"
Human Exploration and Operations,Topic H3 Life Support and Habitation Systems ,H3.03Crew Accommodations and Water Recovery for Long Duration Missions, JSC," ARC, KSC, MSFC","Spacecraft crew accommodations requires volumetrically reconfigurable and hygienic crew interiors that maintain crew productivity. Advancements are required to reduce logistical packaging mass residual, repurpose logistical items for outfitting, provide extended wear clothing, clothes laundering, and metabolic waste collection/processing. Advancements in technology for water recovery are required to exceed existing 85% recovery from urine and humidity condensate. It is expected that both the variety of wastewater sources and the total volume of wastewater will increase with increasing mission duration. Technologies that increase closure of the water system and reduce expendables will enable future missions. Specific focus areas include: Human Fecal & Waste Management: Technology is needed to collect, dry, process, and recover useful materials, and to safely store human feces, trash, and processed residuals. Technologies for micro-gravity collection of urine and feces should have modes that allow for operation even if active components fail, by relying on or being aided by passive processes for function, such as capillary forces. Minimal crew interaction, low energy, contamination tolerant waste processing systems that recover water, methane, or other useful materials are desired. Logistical Repurposing: Novel alternatives to existing launch foam packaging materials that are light weight, have low frangibility, and can be compressed or heated to achieve low residual volume after launch. Launch packaging systems (bags, nets, hard structures) that can be repurposed or reconfigured on orbit to provide interior crew accommodations (sleep areas, exercise, hygiene, thermal/sound control) with minimal mass penalty. Logistical materials that can be readily processed or reformulated on orbit to provide atmospheric gases, water, or material for in-space fabrication processes with minimal power requirements. Mixed Brine Water Recovery: Recovery of water from mixed waste stream brines with 12% or higher dissolved solids are desired. Low energy, microgravity, low expendable systems should be tolerant of urine stabilization chemicals such as oxone, sulfuric acid and hexavalent chromium. Biocide Delivery Systems: Technologies to replace the use of iodine for potable water disinfection. This may include techniques to replenish silver ions to a concentration of 0.4 mg/l in potable water or techniques to minimize the loss of silver ions in a potable water system. In addition, alternative disinfection technologies to inhibit biofilm formation on surfaces and provide residual disinfectant to maintain potable water quality would be considered. Technology Readiness Levels (TRL) of 3 or higher are sought. Potential NASA Customers include: Mission elements and vehicles: Orion Multi-Purpose Crew Vehicle. Multi-Mission Space Exploration Vehicle. Deep Space Habitat. Pressurized Rovers and Planetary Surface Systems. International Space Station. Human exploration missions include:Low-Earth orbit, Earth's neighborhood (Earth-moon libration points, lunar orbit and surface, geosynchronous orbits, etc). Near-Earth Asteroids. Mars Missions (transit, orbit, moons and surface). (http://www.nasa.gov/exploration/home/index.html)Read less>>"
Human Exploration and Operations,Topic H3 Life Support and Habitation Systems ,H3.04Thermal Control Systems, JSC," GRC, GSFC, JPL, KSC, LaRC, MSFC","Future human spacecraft will venture far beyond the relatively benign environment of low Earth orbit. They will transit through the deep space, but they may encounter warm transient environments such as low lunar orbit. Some spacecraft elements may be launched untended and would operate at relatively low power levels as they transit to their final destination. The combination of extreme environments and high turndown capability will be a major challenge for spacecraft Active Thermal Control Systems (ATCSs). Sophisticated thermal control systems will be required that can dissipate a wide range of heat loads in widely varying environments while using fewer of the limited spacecraft mass, volume and power resources. Advances are sought for microgravity room temperature thermal control in the areas of: Innovative thermal components and system architectures that are capable of operating over a wide range of heat loads in varying environments (for example, a 5:1 heat load range in environments ranging from 0 to 275 K). Two-phase heat transfer components and system architectures will allow the efficient acquisition, transport, and rejection of waste heat. Heat rejection strategies and hardware for transient, cyclical applications - e. g., phase change material heat exchangers, heat pumps, or efficient evaporative heat sinks. Smaller, lighter, high performance heat exchangers and coldplates. Low temperature external working fluids (a temperature limit approaching 150K) with favorable thermophysical properties - e. g., high specific heat, high thermal conductivity, and viscosity that does not dramatically increase at lower temperatures. Internal working fluids that are non-toxic, have favorable thermophysical properties, and are compatible with aluminum tubing (i.e., no corrosion for up to 10 years). Low temperature limits (~150 K) and favorable thermophysical properties would allow their use externally in a single loop ATCS. Low mass, high conductance ratio thermal switches. Long-life, light-weight, efficient single-phase pumps capable of producing relatively high pressure heads (~4 atm). Variable area radiators (e.g., variable conductance heat pipe radiators or drainable radiators). New thermal design tools to reduce the time and costs required for analysis, design, integration, and testing of the spacecraft. In particular, an innovative thermal design tool capable of fast and accurate spacecraft thermal modeling with significantly reduced effort and cost is needed. Technology Readiness Levels (TRL) of 2 to 4 or higher are sought. Potential NASA Customers include: Orion Multipurpose Crew Vehicle (http://www.nasa.gov/mission_pages/constellation/orion/index.html) Future Human Space Missions - (http://www.nasa.gov/exploration/home/index.html) Read less>>"
Human Exploration and Operations,Topic H4 Extra-Vehicular Activity Technology ,H4.01Space Suit Pressure Garment and Airlock Technologies, JSC, GRC,"Advanced space suit pressure garment and airlock technologies are necessary for the successful support of the International space Station (ISS) and future human space exploration missions for in-space microgravity EVA and planetary surface operations. The space suit pressure garment requires innovative technologies focused on performance, environmental protection, and mass reduction. Two of the critical performance characteristics of a suit are mobility and durability. Improved mobility typically competes against durability and suit component life. Materials that enable both highly mobile and durable designs would negate the need for compromise in one of these areas. Other key suit performance enhancements include materials that enable improved fit and sizing, such as shape change materials that increase the ease of suit don/doff or facilitate adaptable fit for specific functional tasks. Space suit environmental protection includes protection from thermal extremes, vacuum, cuts, abrasion and micrometeoroid and orbital debris (MMOD). Additional environmental protection is desired for plasma, radiation, electrical shock, antimicrobials and dust. It is desirable to provide protection in as few material layers as possible; therefore, multi-functional materials are desired. Self-healing materials and materials that alert the inspector to wear/maintenance needs are also of interest. Mass reduction of the space suit system is highly desirable for many reasons, with arguably the biggest drivers being launch mass and on-back mass during EVA. New materials that can lead to reductions in suit component mass, for example, lightweight materials for bearings and hard structures, are therefore desirable. Due to the expected large number of space walks that will be performed on the ISS beyond 2020 and during future human space exploration missions, innovative technologies and designs for both microgravity and surface airlocks will be needed. Technology development is needed to decrease the time associated with egressing and ingressing the vehicle or habitat, reducing the gas loss during depressurization, and decreasing the potential of contaminating the cabin due to bringing in dust or CO2. These enhancements could be achieved with a suitport, suitlock or some type of advanced airlock. Technology Readiness Levels (TRL) of 4 to 6 or higher are sought. Potential NASA Customers include: EVA Project Office. International Space Station. Human Exploration Operations Mission Directorate. Office of Chief Technologist. Read less>>"
