Higher Topic,Focus Area,Subtopic,Lead Center,Participating Center(s),Content
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.2 Modeling,A1.04Quiet Performance, LaRC, GRC,"Innovative technologies and methods are necessary for the design and development of efficient, environmentally acceptable aircraft. In support of the Advanced Air Vehicles, Integrated Aviation Systems and Transformative Aero Concepts Programs, improvements in noise prediction, acoustic and relevant flow field measurement methods, noise propagation and noise control are needed for subsonic, transonic and supersonic vehicles targeted specifically at airframe noise sources and the noise sources due to the aerodynamic and acoustic interaction of airframe and engines. Innovations in the following specific areas are solicited: Fundamental and applied computational fluid dynamics techniques for aeroacoustic analysis, which can be adapted for design purposes. Prediction of aerodynamic noise sources including those from the airframe and those that arise from significant interactions between airframe and propulsion systems including those relating to sonic boom. Prediction of sound propagation from the aircraft through a complex atmosphere to the ground. This should include interaction between noise sources and the airframe and its flow field. Propagation of sonic boom through realistic atmospheres, especially turbulence effects. Innovative source identification techniques for airframe (e.g., landing gear, high lift systems) noise sources, including turbulence details related to flow-induced noise typical of separated flow regions, vortices, shear layers, etc. Concepts for active and passive control of aeroacoustic noise sources for conventional and advanced aircraft configurations, including adaptive flow control technologies, and noise control technology and methods that are enabled by advanced aircraft configurations, including integrated airframe-propulsion control methodologies. Innovative acoustic liner and porous surface concepts for the reduction of airframe noise sources and/or propulsion/airframe interaction are solicited but engine nacelle liner applications are specifically excluded. Development of synthesis and auditory display technologies for subjective assessments of aircraft community noise, including sonic boom. Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.2 Modeling,A1.05Physics-Based Conceptual Aeronautics Design Tools, GRC, LaRC,"NASA continues to investigate the potential of advanced, innovative propulsion and aircraft concepts to improve fuel efficiency and reduce the environmental footprint of future generations of commercial transports across the breadth of the flight speed regimes. Propulsion systems, such as open rotors and hybrid-electric propulsion, are viewed as potential options for helping meet aggressive, long range (i.e., 'N+3' timeframe) emission reduction targets. Accurate representation of the propulsion system is critical in confidently assessing the potential of a concept. Conceptual design and analysis of unconventional propulsion concepts and technologies is used for technology portfolio investment planning, development of advanced concepts to provide technology pull and independent technical assessment of new concepts. The agency's systems analysts need to have the best conceptual design/analysis tools possible to support these efforts. Substantial progress has been made recently in incorporating more physics-based analysis tools in the conceptual design process, and NASA has developed a capability that integrates several analysis tools and models in engineering frameworks, such as ModelCenter and OpenMDAO. However, modeling gaps still remain in many disciplines. Historically, empirical and semi-empirical weight estimation methods have been utilized during the conceptual design phase. These techniques work well for the conceptual design of conventional propulsion systems with parameters that reside within the historical databases used to develop the methodologies. However, these methods are not well suited for unconventional propulsion concepts, or even conventional concepts which reside outside of the database. Developing higher order, more accurate tools suitable for conceptual design is a difficult challenge. The first issue is analysis turnaround time. To perform the configuration trades and optimization typical of conceptual design, runtimes measured in seconds or minutes, instead of hours or days, are required. However, rapid analysis turnaround time alone is insufficient. To be suitable for conceptual design, tools and methods are needed which accurately predict the 'as-built' characteristics. Because it is not possible to model every detail of the design and account for all the underlying physics in the problem formulation, it is difficult to predict the 'as-built' characteristics with physics-based methods alone. What is usually required is a combination of these methods with some semi-empirical corrections. A final challenge in conceptual design is a lack of detailed design information. Lower order, empirical-based methods often require only gross design parameters as inputs. The gap between the analysis capability and the maturity of the design being analyzed currently limits the usefulness of high order analysis in conceptual design. Physics-based tools for conceptual design are needed which are consistent with the amount of design knowledge that is available at the conceptual design stage. NASA has a well-established propulsion systems analysis tool suite that is based on the Numerical Propulsion System Simulation (NPSS) and the Weight Analysis of Turbine Engines (WATE) codes. Ideally, new capabilities that arise from this solicitation should be compatible with NPSS and/or WATE or offer significantly increased capability beyond/outside of these state-of-the-art tools. For FY 2015, the focus is on addressing remaining capability gaps. Examples of desired capability improvements include the following: Physics-based methodologies and sizing of hybrid-electric propulsion components. Weight/volumetric estimates for major components (e.g., batteries, fuel cells, motors, generators, cryocoolers, transformers, inverters, rectifiers). Heat exchanger performance and weight/volume estimation modeling tools. Computational counter-rotating open rotor performance tools. Low/Medium-fidelity modeling approaches for predicting open rotor performance based on key blade characteristics. Multi-fidelity environmental analysis tools. Combustion emission indices generation consistent with advanced combustor architectures. Advanced acoustic-modeling addressing propulsion/airframe shielding, Fan/turbomachinery noise and/or jet noise. Multi-fidelity Propulsion-Airframe Integration (PAI) performance analysis tools. Propulsion installation analysis methods (inlet/nacelle/nozzle analysis in the presence of an airframe). Advanced mission-analysis methods incorporating multiple degrees of freedom and including expansive/adaptable propulsion operability capability. Macro Systems Analysis tools addressing propulsion-related impacts. Reduced-order atmospheric chemistry/global mixing tools. Safety/reliability analysis tools consistent with conceptual-level design/analysis. Global airport throughput network and commerce models. Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.2 Modeling,A1.07Efficient Propulsion and Power, GRC, LaRC,"For 2014, this sub-topic will focus on propulsion controls and dynamics. Propulsion controls and dynamics research is being done under various projects in the Fundamental Aeronautics Program (FAP) and Aviation Safety Program (ASP). For turbine engines, work on Distributed Engine Control (DEC) and Active Combustion Control (ACC) is currently being done under the Aeronautics Sciences (AS) project, and is expected to transition to the new Transformative Tools and Technologies (TTT) project in FY15. Aero-Propulso-Servo-Elasticity (APSE) research will continue under the High Speed project. Model-Based Engine Control research is currently being conducted under the Vehicle System Safety Technologies project, and is expected to transition to the TTT project in FY15. Propulsion controls and dynamics technologies that help achieve the goals of the following NASA ARMD strategic thrusts: Innovation in Commercial Supersonic Aircraft; Ultra-Efficient Commercial Vehicles; and Assured Autonomy for Aviation Transformation, will be given preference. Following technologies are of specific interest: High Efficiency Robust Engine Control - Typical current operating engine control logic is designed using SISO (Single Input Single Output) PI (Proportional+Integral) control. The control logic is designed to provide minimum guaranteed performance while maintaining adequate safety margins throughout the engine operating life. Additionally, the control logic indirectly provides control of variables of interest such as Thrust, Stall Margin, etc. since these variables cannot be measured or are not measured in flight because of restrictions on sensor cost/placement/reliability, etc. All this results in highly conservative control design with resulting loss in efficiency. NASA is currently conducting research in Model-Based Engine Control (MBEC) where-in an on-board real-time engine model, tuned to reflect current engine condition, is used to generate estimate of quantities of interest that are to be regulated or limited and these estimates are used to provide direct control of Thrust, etc. Alternate methods such as Model Predictive Control, Adaptive Control, direct non-linear control, etc. are of interest. However, the alternative methods must achieve the same objectives as the current MBEC approach by providing practical application of the control logic in terms of operation with sensor noise, operation across varying atmospheric conditions, operation across varying engine health condition over the operating life, and real-time operation within engine control hardware limits. The emphasis is on practical application of existing control methods rather than theoretical derivation of totally new concepts. Control design approaches that can accommodate small to medium engine component faults and can still provide desired performance with safe operation are of special interest. The pre-requisite for proposals for engine control design methods is that the NASA C-MAPSS40k (Commercial Modular Aero-Propulsion System Simulation for 40,000 lb class thrust engine) be used for control design and evaluation. This simulation can only be used by U.S. citizens since it is subject to export control laws. Methods for real-time engine parameter identification using flight data are also of interest by themselves. Distributed Engine Control - Current engine control architectures impose limitations on the insertion of new control capabilities primarily due to weight penalties and reliability issues related to complex wiring harnesses. Obsolescence management is also a primary concern in these systems because of the unscheduled cost impact and recertification issues over the engine life cycle. NASA in collaboration with AFRL (Air Force Research Lab) has been conducting research in developing technologies to enable Distributed Engine Control (DEC) architectures. Modularity is an inherent feature of distributed engine control architecture. Modularity enables the rapid integration of the individual functions of control into a cohesive system by virtue of common digital interfaces and the well-defined flow of data. This interface structure can persist regardless if the control function exists in hardware or simulation. At the engine system level, distributed architecture enables scalability and reuse of control functional elements across engine platforms, but it also simplifies the insertion of new control technologies within the smart devices. NASA is interested in the development and simulation of these distributed control functions for high temperature embedded application on the engine core. NASA is particularly interested in the design and development of these applications for assessing the benefit they bring to the engine system. Active Combustion Control - The overall objective is to develop all aspects of control systems to enable safe operation of low emissions combustors throughout the engine operating envelope. Low emission combustors are prone to thermo-acoustic instabilities. So far NASA research in this area has focused on modulating the main or pilot fuel flow to suppress such instability. Advanced, ultra-low emissions combustors utilize multi-point (multi-location) injection to achieve a homogeneous, lean fuel/air mixture. There is new interest in using precise control of fuel flow in such a manner as to suppress or avoid thermo-acoustic instabilities. Miniature fuel metering devices (and possibly also fuel flow measurement devices) are needed that can be physically distributed to be close to the multi-point fuel injector in order to enable the control system to accurately place a given proportion of the overall fuel flow to each of the fuel injection locations. Aero-Propulso-Servo-Elasticity (APSE) - The objective of NASA research effort in APSE is to develop a comprehensive variable cycle engine (VCE) type dynamic propulsion system model that can be utilized for thrust dynamics and integrated APSE vehicle controls and performance studies, like vehicle ride quality and vehicle stability under typical flight operations, vehicle maneuvering and atmospheric disturbances, for supersonic vehicles. Innovative approaches to dynamic modeling that are of interest include supersonic external compression inlets; multi flow paths convergent-divergent type nozzles with a spike; parallel flow path modeling of propulsion components upstream of the combustor to accurately model the distortion effects, maneuvering and atmospheric disturbances; and integration of dynamic propulsion models with aircraft simulations incorporating flexible vehicle structural modes. Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.2 Modeling,S5.04Integrated Science Mission Modeling, JPL, GSFC,"NASA seeks innovative systems modeling methods and tools to: Define, design, develop and execute future science missions, by developing and utilizing advanced methods and tools that empower more comprehensive, broader, and deeper system and subsystem modeling, while enabling these models to be developed earlier in the lifecycle. The capabilities should also allow for easier integration of disparate model types and be compatible with current agile design processes. Enable disciplined system analysis for the design of future missions, including modeling of decision support for those missions and integrated models of technical and programmatic aspects of future missions. Such models might also be made useful to evaluate technology alternatives and impacts, science valuation methods, and programmatic and/or architectural trades. Specific areas of interest are listed below. Proposers are encouraged to address more than one of these areas with an approach that emphasizes integration with others on the list: Conceptual phase models that assist design teams to develop, populate, and visualize very broad, multidimensional trade spaces; methods for characterizing and selecting optimum candidates from those trade spaces, particularly at the architectural level. There is specific interest in models that are able to easily compare architectural variants of systems. Models of function or behavior of complex systems, at either the system or subsystem level. Such models should be capable of eliciting numerically accurate and robust estimates of system performance given appropriate environments and activity timelines, and could be tailored: To support design efforts at early- to mid-phase. To support verification and testing of systems that cannot be performed on actual as built systems. To support the development of operational mission scenarios and the investigation and troubleshooting of on-orbit anomalies. As an example, the list of potential future missions includes a flagship UV-optical-IR, 10-m class space telescope with demanding performance requirements (e.g., milli-arcsecond pointing, picometer wavefront stability) driven by the goal to detect and characterize Earth-like exoplanets. Hi-fidelity performance models of remote sensing instruments that can easily be integrated with spacecraft and telescope models to form system-level performance models. Target models (e.g., phenomenological or geophysical models) that represent planetary surfaces, interiors, atmospheres, etc. and associated tools and methods that allow them to be integrated into system design models and processes such that instrument responses can be simulated and used to influence design. These models may be algorithmic or numeric, but they should be useful to designers wishing to optimize systems’ remote sensing of those planets. Modeling of failure modes and/or other risk mechanisms that enable meaningful assessment of performance, cost and schedule risk.Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.2 Modeling,Z1.01Modeling and Measurements for Propulsion and Power, GRC," ARC, JPL, MSFC","To reduce the development time of advanced future systems needed for space exploration, physics-based modeling tools are sought for: Electrochemical systems such as batteries, fuel cells and electrolyzers. Nuclear power and nuclear power based propulsion systems. Microfluidic electrospray propulsion systems. In each case, the emphasis is on determining performance-limiting features and identifying potential means to overcome limitations. Models should focus on aspects of the system where interactions of sub-systems or components is poorly understood and where development frequently relies on heuristics or iterative build and test cycles to settle on designs. Electro-chemistry models are sought that predict the rates of reaction, or side products of a reaction, predicated upon the thermodynamic or kinetic properties of electrode and electrolyte materials are needed. Nuclear systems models are required that model the fission reaction, heat transport, latent radiation, etc. in sufficient detail to predict design efficacy, evaluate engineering solutions, and reduce testing requirements. Creating interfaces between reactor models and engine system models, including radiation effects, and modeling nuclear thermal propulsion ground test engine exhaust filtering and containment are areas of particular interest. Physics based models are sought to predict flow properties of liquid metal or ionic liquids for microfluidic electrospray propulsion systems. Of particular interest are models that describe capillary flow forces as a function of micro-geometry, the characterization of end-to-end velocity profiles in a feed system, viscosity and velocity characterization as a function of thermal gradients, the boundary between flow characteristics determined by micro-fluidic capillary forces and flow characteristics determined by formation and operation of Taylor cones, and fluid properties under steady state and pulsed electric operation at the boundary of Taylor cones. Model validation will also be required; improved measurement techniques needed for validation are also of interest provided they are coupled with a modeling activity outlined above. Tools that exclusively model proprietary systems will not be considered for award. Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.4 Information Processing,S5.02Earth Science Applied Research and Decision Support, SSC," ARC, GSFC, JPL","The NASA Applied Sciences Program (http://nasascience.nasa.gov/earth-science/applied-sciences) seeks innovative and unique approaches to increase the utilization and extend the benefit of Earth Science research data to better meet societal needs. One area of interest is new decision support tools and systems for a variety of ecological applications such as managing coastal environments, natural resources or responding to natural disasters. Currently, creating decision support tools (DST) that effectively utilize remote sensing data requires significant efforts by experts in multiple domains. This creates a barrier to the widespread use of Earth observations by state and local governments, businesses, and the public. This subtopic aims to democratize the creation of Earth science driven decision support tools and to unleash a creative explosion of DST development that significantly increases the return on investment for Earth science missions. Specifically, this subtopic develops core capabilities that can be integrated to build multiple remote sensing driven DSTs customized to the requirements of different users in varied fields. Proven development and commercialization strategies will be used to meet these objectives. Similar to Eclipse, this subtopic will create an open-source DST development framework that enables components from multiple providers to be seamlessly integrated. This subtopic will also create software components that plug into the framework and open source tools that help users create new components. The components will provide functionality ranging from basic operations, such as retrieval of data meeting user-specified criteria from online repositories and visualization, to sophisticated data processing and analysis algorithms, such as atmospheric correction, data fusion, computational model interfaces, and machine learning based quality control. To expedite DST development and deployment by knowledgeable users, this subtopic seeks an open source graphical workflow tool, similar to Labview or Simulink, which enables well informed users to quickly create a functional DST from a catalog of software components. Ultimately, a more sophisticated graphical workflow development tool, similar to MIT's Scratch would enforce functionally, but not necessarily logically, ""correct by construction"" rules that would enable a broad population of people to successfully create DSTs. Open source and commercial components, as well as services, will be available through an online ""store"" similar to iTunes or Google Play. The framework, components and resulting DSTs should be able to run in a commercial cloud such as Amazon EC2 or Google Compute Engine. Cloud enabled components and DSTs, those that can intelligently take advantage of flexible computing resources for processing, analysis, visualization, optimization, etc. are highly desired. Ideally, users should be able to create, configure deploy DSTs, and view outputs such as status, reports, alerts, plots, maps, etc. via desktop computers (Windows 7 and OS X) as well as tablet and smart phones running recent versions of Android (4.0 and later) and iOS (5.0 and later). An HTML5 web application in a standards compliant browser, such as Chrome, can provide the required level of interoperability and capability. Due to serious security issues, Java and Flash based approaches will not be considered. Read less>>"
"TA11 Modeling, Simulation, Information Technology and Processing",TA11.4 Information Processing,"S5.03Algorithms and Tools for Science Data Processing, Discovery and Analysis, in State-of-the-Art Data Environments", GSFC," ARC, JPL, KSC, LaRC, MSFC, SSC","The size of NASA's observational data sets is growing dramatically as new missions come on line. In addition, NASA scientists continue to generate new models that regularly produce data sets of hundreds of terabytes or more. It is growing ever increasingly difficult to manage all of the data through its full lifecycle, as well as provide effective data analytical methods to analyze the large amount of data. Using remote observation examples, the HyspIRI mission is expected to produce an average science data rate of 800 million bits per second (Mbps), JPSS-1 will be 300 Mbps and NPP is already producing 300 Mbps, compared to 150 Mbps for the EOS-Terra, Aqua and Aura missions. Other examples are SDO with a rate of 150 Mbps and 16.4 Gigabits for a single image from the HiRise camera on the Mars Reconnaissance Orbiter (MRO). From the NASA climate models, the MERRA reanalysis data set is approximately 200 TB, and MERRA2 will start generating even more data late in 2014. This subtopic area seeks innovation and unique approaches to solve issues associated around the use of ""Big Data"" within NASA. The emphasis of this subtopic is on tools that leverage existing systems, interfaces, and infrastructure, where it exists and where appropriate. Reuse of existing NASA assets is strongly encouraged. Specifically, innovations are being sought in the following areas: Parallel Processing for Data Analytics - Open source tools like the Hadoop Distributed File Systems (HDFS) have shown promise for use in simple MapReduce operations to analyze model and observation data. In addition to HDFS, there is a rapid emergence of an ecosystem of tools associated with high performance data analytics using cloud software packages, such as Hive, Impala, Spark, etc. The goal is to accelerate these types of open source tools for use with binary structured data from observations and model output using MapReduce or a similar paradigm. High Performance File System Abstractions - NASA scientists currently use a large number of existing applications for data analysis, such as GrADS, python scripts, and more, that are not compatible with an object storage environment. If data were stored within an object storage environment, these applications would not be able to access the data. Many of these applications would require a substantial amount of investment to enable them to use object storage file systems. Therefore, a file system abstraction, such as FUSE (file system in user space) is needed to facilitate the use of existing data analysis applications with an object storage environment. The goal is to make a FUSE-like file system abstraction robust, reliable, and highly performing for use with large NASA data sets. Data Management of Large-Scale Scientific Repositories - With increasing size of scientific repositories comes an increasing demand for using the data in ways that may never have been imagined when the repository was conceived. The goal is to provide capabilities for the flexible repurposing of scientific data, including large-scale data integration, aggregation, representation, and distribution to emerging user communities and applications. Server Side Data Processing - Large data repositories make it necessary for analytical codes to migrate to where the data are stored. In a densely networked world of geographically distributed repositories, tiered intermediation is needed. The goal is to provide support for migratable codes and analytical outputs as first class objects within a provenance-oriented data management cyberinfrastructure. Techniques for Data Analysis and Visualization - New methods for data analytics that scale to extremely large and geographically distributed data sets are necessary for data mining, searching, fusion, subsetting, discovery, visualization, and more. In addition, new algorithms and methods are needed to look for unknown correlations across large, distributed scientific data sets. The goal is to increase the scientific value of model and observation data by making analysis easier and higher performing. Among others, some of the topics of interest are: Techniques for automated derivation of analysis products such as machine learning for extraction of features in large image datasets (e.g., volcanic thermal measurement, plume measurement, automated flood mapping, disturbance mapping, change detection, etc.). Workflows for automated data processing, interpretation, and distribution. Research proposed to this subtopic should demonstrate technical feasibility during Phase I, and in partnership with scientists, show a path toward a Phase II prototype demonstration, with significant communication with missions and programs to ensure a successful Phase III infusion. It is highly desirable that the proposed projects lead to software that is infused into NASA programs and projects. Tools and products developed under this subtopic may be used for broad public dissemination or within a narrow scientific community. These tools can be plug-ins or enhancements to existing software, on-line data/computing services, or new stand-alone applications or web services, provided that they promote interoperability and use standard protocols, file formats and Application Programming Interfaces (APIs) or prevalent applications. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.1 Materials,H5.02Extreme Temperature Structures, MSFC, LaRC,"This subtopic seeks to develop innovative low cost and lightweight structures for cryogenic and elevated temperature environments. The storage of cryogenic propellants and the high temperature environment during atmospheric entry require advanced materials to provide low mass, affordable, and reliable solutions. The development of durable and affordable material systems is critical to technology advances and to enabling future launch and atmospheric entry vehicles. The subtopic focuses on two main areas: highly damage-tolerant composite materials for use in cryogenic storage applications and high temperature composite materials for hot structures applications. Proposals to each area will be considered separately. Cryogenic Storage Applications - The focus of this area is to yield material systems and manufacturing processes which enable the capability to store and transfer cryogenic propellants (liquid oxygen & liquid hydrogen) to orbit. Operating temperature ranges for these fluids are -183°C to -253°C. Specific areas include: Composite systems to be used in the construction of storage vessels or ductwork for cryogenic propellants. Performance metrics for cryogenic applications include: temperature dependent properties (facture toughness, strength, coefficient of thermal expansion), resistance to permeability and micro-cracking under cryogenic thermal and biaxial stress state cycling. Reliable hatch or access door sealing technique/mechanism for cryogenic composite structures. Concepts must address seal systems for both composite to composite and composite to metal applications. Techniques must consider scale up and manufacturability factors. Hot Structures – The focus of this area is the development of cost effective, environmentally durable and manufacturable material systems capable of operating at temperatures from 1500°C to 3000°C, while maintaining structural integrity. Significant reductions in vehicle weight can be achieved with the application of hot structures, which do not require parasitic thermal protection systems. This area seeks innovative technologies in one or more of the following: Light-weight, low-cost, composite material systems that include continuous fibers. Significant improvements of in-plane and thru the thickness mechanical properties, compared to current high temperature laminated composites. Decreased processing time and increased consistency for high temperature materials. Improvement in potential reusability for multiple missions. Low conductivity, low thermal expansion, high impact resistance. For all above technologies, research, testing, and analysis should be conducted to demonstrate technical feasibility during Phase I and show a path towards Phase II hardware demonstration. Emphasis should be on the delivery of a manufacturing demonstration unit for NASA testing at the completion of the Phase II contract. Phase I Deliverables - Test coupons and characterization samples for demonstrating the proposed material product. Matrix of verification/characterization testing to be performed at the end of Phase II. Phase II Deliverables - Test coupons and manufacturing demonstration unit for proposed material product. A full report of the material development process will be provided along with the results of the conducted verification matrix from Phase I. Opportunities and plans should also be identified and summarized for potential commercialization. References: Anon, “Final Report of the X-33 Liquid Hydrogen Tank Test Investigation Team,” National Aeronautics and Space Administration, George C. Marshall Space Flight Center, Huntsville, Alabama 35812, May 2000. Glass, D. E. “Ceramic Matrix Composites (CMC) Thermal Protection Systems (TPS) and Hot Structures for Hypersonic Vehicles,” 15th AIAA International Space Planes and Hypersonic Systems and Technologies Conference, Dayton, Ohio, AIAA-2008-2682, April 2008. (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20080017096.pdf) Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.1 Materials,S4.04Extreme Environments Technology, JPL," ARC, GRC, GSFC, LaRC, MSFC","NASA is interested in expanding its ability to explore the deep atmosphere and surface of giant planets, asteroids, and comets through the use of long-lived (days or weeks) balloons and landers. Survivability in extreme high-temperatures and high-pressures is also required for deep atmospheric probes to planets. Proposals are sought for technologies that are suitable for remote sensing applications at cryogenic temperatures, and in-situ atmospheric and surface explorations in the high-temperature high-pressure environment at the Venusians surface (485 °C, 93 atmospheres), or in low-temperature environments such as Titan (-180 °C), Europa (-220 °C), Ganymede (-200 °C), Mars, the Moon, asteroids, comets and other small bodies. Also Europa-Jupiter missions may have a mission life of 10 years and the radiation environment is estimated at 2.9 Mega-rad total ionizing dose (TID) behind 0.1 inch thick aluminum. Proposals are sought for technologies that enable NASA's long duration missions to extreme wide-temperature and cosmic radiation environments. High reliability, ease of maintenance, low volume, low mass, and low out-gassing characteristics are highly desirable. Special interest lies in development of following technologies that are suitable for the environments discussed above:Wide temperature range precision mechanisms i.e., beam steering, scanner, linear and tilting multi-axis mechanisms. Radiation-tolerant/radiation hardened low-power low-noise mixed-signal mechanism control electronics for precision actuators and sensors. Wide temperature range feedback sensors with sub-arc-second/nanometer precision. Long life, long stroke, low power, and high torque/force actuators with sub-arc-second/nanometer precision. Long life Bearings/tribological surfaces/lubricants. High temperature energy storage systems. High-temperature actuators and gear boxes for robotic arms and other mechanisms. Low-power and wide-operating-temperature radiation-tolerant /radiation hardened RF electronics. Radiation-tolerant/radiation-hardened low-power/ultra-low-powerwide-operating-temperature low-noise mixed-signal electronics for space-borne system such as guidance and navigation avionics and instruments. Radiation-tolerant/radiation-hardened power electronics. Radiation-tolerant/ radiation-hardened electronic packaging (including, shielding, passives, connectors, wiring harness and materials used in advanced electronics assembly). Research should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware demonstration, and when possible, deliver a demonstration unit for functional and environmental testing at the completion of the Phase II contract. Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.1 Materials,"Z2.01Large-Scale Polymer Matrix Composite (PMC) Structures, Materials, and Manufacturing Processes", MSFC, LaRC,"The subtopic area for Large-Scale Polymer Matrix Composite (PMC) Structures and Materials concentrates on developing lightweight structures, using advanced materials technologies and new manufacturing processes. The objective of the subtopic is to advance technology readiness levels of PMC materials and manufacturing for launch vehicles and in-space applications resulting in structures having affordable, reliable, and predictable performance. A key to better understanding predictable performance and faster qualification of components includes integrating the analytical tools between the materials and manufacturing process. The subtopic will focus efforts to enable large (5 to 9 meter) diameter composite structures. Specific areas of interest include advances in PMC high performing resin/fiber material systems and associated out-of-autoclave processes for the manufacturing of large composite structures and innovative low cost, high reliability composite joint concepts/techniques. Proposals to each area will be considered separately: Advances in PMC high performing resin/fiber systems which can be cured via out of autoclave processes (such as resin infusion, or equivalent) which will yield large complex composite structures. Properties for this material system should use IM7/8552-1 or IM7/977-2 toughened epoxy systems as a baseline goal. Acceptable properties are key, but end-to-end manufacturing process evaluation should be considered to support scale-up including integration of modeling and potential automation of the processes. Innovative low cost, high reliability composite joining concepts/techniques for attaching large segmented structures together. Concepts must consider end-to-end process evaluation with considerations to modeling of the joint/joining process and to full-size scale-up factors which will limit autoclave and oven access for joint cures. Concepts that are amenable to in-situ and/or on-orbit implementation are also of interest. Research should be conducted to demonstrate novel approaches, technical feasibility, and basic performance characterization for large-scale PMC structures and joint concepts during Phase I, and show a path toward a Phase II design allowables and prototype demonstration. Emphasis should be on demonstrable manufacturing technology that can be scaled up for very large structures. References: Kirsch, M. T., “Composite Crew Module: Primary Structure.” (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20110020665.pdf). Tenney, D. R. et al., “NASA Composite Materials Development: Lessons Learned and Future Challenges,” (http://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20090037429.pdf). “Composite Cryotank Technologies & Demonstration.” (https://gcd.larc.nasa.gov/wp-content/uploads/2013/07/FS_CCTD_factsheet.pdf). Read less>>"
"TA12 Materials, Structures, Mechanical Systems and Manufacturing",TA12.2 Structures,H5.01Deployable Structures, LaRC," GRC, JSC","This subtopic seeks deployable structures innovations in two areas for proposed deep-space space exploration missions: Large deployable solar arrays for 50+ kW solar electric propulsion (SEP) missions. Lightweight deployable hatches for manned inflatable structures. Design solutions must minimize mass and launch volume while meeting other mission requirements including deployed strength, stiffness, and durability. Innovations are sought in the following areas for both capabilities (deployable solar arrays and deployable hatches): Novel design, packaging, deployment, and in-space manufacturing or assembly concepts. Lightweight, compact components including booms, ribs, substrates, and mechanisms. Validated modeling, analysis, and simulation techniques. Ground and in-space test methods. Load reduction, damping, and stiffening techniques. High-fidelity, functioning laboratory models. Capability #1: Deployable Solar Arrays NASA is currently developing solar array systems for solar electric propulsion in the 30-50 kW power range for near-term missions such as the Asteroid Redirect Mission (ARM). This subtopic seeks structures and materials innovations for the next generation of lightweight solar arrays beyond 50 kW. NASA has a vital interest in developing much larger arrays over the next 20 years with up to 1 MW of power (4000 m2 total deployed area) for SEP-powered exploration missions. Scaling up solar array size by over an order-of-magnitude will require game changing innovations. In particular, novel flexible-substrate designs are needed that minimize structural mass and packaging volume while maximizing deployment reliability, deployed stiffness, deployed strength, and longevity. Nominal solar array requirements for large-scale SEP applications are: Specific power > 120 W/kg at beginning of life (BOL). Packaging efficiency > 40 kW/m3 BOL. Deployment reliability > 0.999. Deployed stiffness > 0.1 Hz. Deployed strength > 0.1 g (all directions). Lifetime > 5 yrs. Variations of NASA’s in-house large solar array concept referred to as the Compact Telescoping Array (CTA) could be used for design, analysis, and hardware studies. Improved packaging, joints, deployment methods, etc. to enable CTA-type solar arrays up to 4000 m2 in size (1 MW) with up to 250 W/kg and 60 kW/m3 BOL are of special interest. The CTA is described in Reference 1. Capability #2: Deployable Hatches NASA is also seeking concepts for lightweight, deployable hatch systems for manned inflatable structures that require ingress/egress across a pressure differential. Designs should be efficient and tight-sealing and use softgoods materials in whole or in part. “Softgoods” refers to advanced high-strength fabrics or woven materials. Applications of this technology include barometric chambers, airlocks and habitats, and large-scale space hangars for on-orbit assembly. The pressure vessel geometry could require hatches that conform to flat, singly-curved, or doubly-curved surfaces. Concepts will be evaluated on mass efficiency, minimal packaging volume for launch, operational reliability and simplicity, and strategy for integration into a soft-goods structure. Proposals should detail a concept of operations including packaged and deployed geometry, deployment approach, and operation of sealing/unsealing the hatch. Reference 2 provides additional information on deployable soft space structures. Nominal hatch requirements are: 40-inch diameter clear opening for ingress/egress. Designed for a differential pressure of 15.2 psi. Hatch can be sealed and verified even when parent vessel is at vacuum. The hatch can be easily operated by a suited astronaut. For both capabilities, contractors should prove the feasibility of proposed innovations using suitable analyses and tests in Phase I. In Phase II, significant hardware or software capabilities should be developed and demonstrated. A Technology Readiness Level (TRL) at the end of Phase II of 3-4 or higher is desired. References: Mikulas, M. M. et al., “Telescoping Solar Array Concept for Achieving High Packaging Efficiency,” To be presented at the AIAA Spacecraft Structures Conference, January 2015. Bell L., “Deployable Soft Space Structures: Concepts and Application Requirements,” 50th AIAA Structures, Dynamics and Materials Conference, Paper 2009-2168, May 2009. Read less>>"
