Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
,Focus Area 11 Spacecraft and Platform Subsystems,"The Science Mission Directorate (SMD) will carry out the scientific exploration of our Earth, the planets, moons, comets, and asteroids of our solar system, and the universe beyond. SMD’s future direction will be moving away from exploratory missions (orbiters and flybys) into more detailed/specific exploration missions that are at or near the surface (landers, rovers, and sample returns) or at more optimal observation points in space. These future destinations will require new vantage points or would need to integrate or distribute capabilities across multiple assets. Future destinations will also be more challenging to get to, have more extreme environmental conditions and challenges once the spacecraft gets there, and may be a challenge to get a spacecraft or data back from. A major objective of the NASA science spacecraft and platform subsystems development efforts are to enable science measurement capabilities using smaller and lower cost spacecraft to meet multiple mission requirements thus making the best use of our limited resources. To accomplish this objective, NASA is seeking innovations to significantly improve spacecraft and platform subsystem capabilities while reducing the mass and cost that would in turn enable increased scientific return for future NASA missions. A spacecraft bus is made up of many subsystems such as: propulsion; thermal control; power and power distribution; attitude control; telemetry command and control; transmitters/antenna; computers/on-board processing/software; and structural elements. High performance space computing technologies are also included in this focus area. Science platforms of interest could include unmanned aerial vehicles, sounding rockets, or balloons that carry scientific instruments/payloads, to planetary ascent vehicles or Earth return vehicles that bring samples back to Earth for analysis. This topic area addresses the future needs in many of these sub-system areas, as well as their application to specific spacecraft and platform needs. For planetary missions, planetary protection requirements vary by planetary destination, and additional backward contamination requirements apply to hardware with the potential to return to Earth (e.g., as part of a sample return mission). Technologies intended for use at/around Mars, Europa (Jupiter), and Enceladus (Saturn) must be developed so as to ensure compliance with relevant planetary protection requirements. Constraints could include surface cleaning with alcohol or water, and/or sterilization treatments such as dry heat (approved specification in NPR 8020.12; exposure of hours at 115° C or higher, non-functioning); penetrating radiation (requirements not yet established); or vapor-phase hydrogen peroxide (specification pending). The National Academies’ Decadal Surveys for Astrophysics, Earth Science, Heliophysics, and Planetary Science discuss some of NASA’s science mission and technology needs and are available at https://www.nationalacademies.org/(link is external)","S13.02Spacecraft Technology for Sample Return Missions; S13.03Extreme Environments Technology; S13.04Contamination Control and Planetary Protection; S16.04Unpiloted Aerial Platforms and Technologies for NASA Science Missions; S16.06Command, Data Handling, and Electronics; Z2.02High-Performance Space Computing Technology; Z2.03Human Interfaces for Space Systems",S13.02; S13.03; S13.04; S16.04; S16.06; Z2.02; Z2.03,"Spacecraft Technology for Sample Return Missions; Extreme Environments Technology; Contamination Control and Planetary Protection; Unpiloted Aerial Platforms and Technologies for NASA Science Missions; Command, Data Handling, and Electronics; High-Performance Space Computing Technology; Human Interfaces for Space Systems"
,"Focus Area 12 Entry, Descent, and Landing Systems","The SBIR focus area of Entry, Descent and Landing (EDL) includes the suite of technologies for atmospheric entry as well as descent and landing on both atmospheric and non-atmospheric bodies. EDL mission segments are used in both robotic planetary science missions and human exploration missions beyond Low Earth Orbit, and many technologies have application to emerging commercial space capabilities such as lunar landing, low-cost space access, small spacecraft, and asset return.Robust, efficient, and predictable EDL systems fulfill the critical function of delivering payloads to lunar and planetary surfaces through challenging environments, within mass and cost constraints. Future NASA Artemis and planetary science missions will require new technologies to break through historical constraints on delivered mass, enable sustained human presence, or to go to entirely new planets and moons. Even where heritage systems exist, no two planetary missions are exactly “build-to-print,” leading to frequent challenges from environmental uncertainty, risk posture, and resource constraints that can be dramatically improved with investments in EDL technologies. EDL relies on validated models, ground tests, and sensor technologies for system development and certification. Both new capabilities and improved assessment and prediction of state-of-the-art systems are important facets of this focus area.The subtopics in this Focus Area generally align with the Entry, Descent, and Landing flight regimes, including the flight instrumentation area. In future solicitations, the intent is to maintain these subtopic titles, and to rotate the content within the subtopics as Agency needs and priorities change and as technologies are matured.  The subtopics and their overarching content descriptions are:Z7.01 Entry, Descent and Landing Flight Sensors and Instrumentation: Seeks sensors and components for precision landing and hazard detection, as well as heatshield instrumentation and other EDL flight systems diagnostics and electronics.Z7.03 Entry and Descent Systems Technologies: Contains hypersonic materials, aeroshell systems, and modeling advances, including deployable aeroshells for EDL and asset return and recovery. Includes smaller-scale systems appropriate for small spacecraft applications.Z7.04 Landing Systems Technologies: Covers landing engines, plume-surface interaction modeling, testing, and instrumentation, and landing attenuation systems. Please refer to the subtopic write-ups for the specific content and scope solicited this year.","H5.02Hot Structure Technology for Aerospace Vehicles; Z7.01Entry, Descent, and Landing Flight Sensors and Instrumentation; Z7.03 Entry and Descent System Technologies; Z7.04Landing Systems Technologies",H5.02; Z7.01; Z7.03; Z7.04,"Hot Structure Technology for Aerospace Vehicles; Entry, Descent, and Landing Flight Sensors and Instrumentation; Entry and Descent System Technologies; Landing Systems Technologies"
,Focus Area 13 Information Technologies for Science Data,"NASA Missions and Programs create a wealth of science data and information that are essential to understanding our earth, our solar system and the universe. Advancements in information technology will allow many people within and beyond the Agency to more effectively analyze and apply these data and information to create knowledge. For example, modeling and simulation are being used more pervasively throughout NASA, for both engineering and science pursuits, than ever before. These tools allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, provide visualizations of datasets that are extremely large and complicated, and aid in the design of systems and missions. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Information technology is also being used to allow better access to science data, more effective and robust tools for analyzing and manipulating data, and better methods for collaboration between scientists or other interested parties. The desired end result is to see that NASA data and science information are used to generate the maximum possible impact to the nation: to advance scientific knowledge and technological capabilities, to inspire and motivate the nation's students and teachers, and to engage and educate the public.",S11.06Earth Science Decision Support Tools Focused on the Mitigation of Climate Change Impacts; S14.01Space Weather Research-to-Operations/Operations-to-Research (R2O/O2R) Technology Development; S17.02Integrated Science Mission Modeling; S17.04Application of Artificial Intelligence for Science Modeling and Instrumentation,S11.06; S14.01; S17.02; S17.04,Earth Science Decision Support Tools Focused on the Mitigation of Climate Change Impacts; Space Weather Research-to-Operations/Operations-to-Research (R2O/O2R) Technology Development; Integrated Science Mission Modeling; Application of Artificial Intelligence for Science Modeling and Instrumentation
,"Focus Area 15 Materials Research, Advanced Manufacturing, Structures, and Assembly","As NASA embarks on its mission for human exploration of the Moon as a step towards the human mission to Mars, taking full advantage of the potential offered by new and existing technologies will be critical to enabling sustainable Lunar and Mars presence. The Materials Research, Advanced Manufacturing, Structures and Assembly focus area seeks to address challenges such as lowering the cost of exploration, enabling efficient, reliable operations in extreme environments, and accelerating the integration of advanced tools and technologies into next generation structural designs.   Improvement in all these areas is critical to future missions. Since this focus area covers a broad area of interests, specific topics and subtopics are chosen to enhance and/or fill gaps in the space and exploration technology development programs, as well as to complement other mission directorate materials, manufacturing, structures, and in-space assembly needs.","H5.01Lunar Surface 50 kW-Class Solar Array Structures; H5.05Inflatable Softgoods for Next Generation Habitation Systems; Z4.05Nondestructive Evaluation (NDE) Sensors, Modeling, and Analysis; Z4.07Advanced Materials and Manufacturing for In-Space Operations; Z14.02Extraterrestrial Surface Construction",H5.01; H5.05; Z4.05; Z4.07; Z14.02,"Lunar Surface 50 kW-Class Solar Array Structures; Inflatable Softgoods for Next Generation Habitation Systems; Nondestructive Evaluation (NDE) Sensors, Modeling, and Analysis; Advanced Materials and Manufacturing for In-Space Operations; Extraterrestrial Surface Construction"
,Focus Area 16 Ground & Launch Processing,"Ground processing technology development prepares the agency to test, process and launch the next generation of rockets and spacecraft in support of NASA's exploration objectives by developing the necessary ground systems, infrastructure and operational approaches for terrestrial and off-planet surface Systems.This topic seeks innovative concepts and solutions for both addressing long-term ground processing and test complex operational challenges and driving down the cost of government and commercial access to space. Technology infusion and optimization of existing and future operational programs, while concurrently maintaining continued operations, are paramount for cost effectiveness, safety assurance, and supportability. A key aspect of NASA's approach to long term sustainability and affordability is to make test, processing and launch infrastructure available to commercial and other government entities, thereby distributing the fixed cost burden among multiple users and reducing the cost of access to space for the United States. Unlike previous work focusing on a single kind of launch vehicle such as the Saturn V rocket or the Space Shuttle, NASA is preparing common infrastructure to support several different kinds of spacecraft and rockets that are in development. Products and systems devised at a NASA center could be used at other launch sites on earth and eventually on other planets or moons. Specific emphasis to substantially reduce the costs and improve safety/reliability of NASA's test and launch operations includes development of ground test and launch environment technology components, system level ground test systems for advanced propulsion, autonomous control technologies for fault detection, isolation, and recovery, including autonomous propellant management, and advanced instrumentation technologies including Intelligent wireless sensor systems.",H10.01Advanced Propulsion Systems Ground Test Technology; H10.02Autonomous Operations Technologies for Ground and Launch Systems,H10.01; H10.02,Advanced Propulsion Systems Ground Test Technology; Autonomous Operations Technologies for Ground and Launch Systems
,Focus Area 17 Thermal Management Systems,"From the smallest satellite to the most complicated human rated spacecraft, thermal is seen as an enabling function to a vehicle. Temperatures must be maintained within design limits, whether those be cryogenic systems for science instruments, or comfortable shirt sleeve operations temperatures for crew missions. As missions evolve and waste energy rejection becomes more of a demand, NASA seeks novel solutions, components, and system design techniques, for both active and passive thermal systems. Such solutions participate in the completion of the thermal cycle which includes waste energy acquisition, transport, rejection/storage, and insulation. The intended goal for any advanced thermal development is to enable new mission concepts while maintaining minimal impact to thermal system mass, volume, and power to maintain a spacecraft at specific temperature limits.",S16.05Thermal Control Systems; Z2.01Spacecraft Thermal Management,S16.05; Z2.01,Thermal Control Systems; Spacecraft Thermal Management
,Focus Area 18 Air Vehicle Technology,"This focus area includes tools and technologies that contribute to both the Advanced Air Vehicles Program (AAVP) and the Transformative Aeronautics Concepts Program (TACP) encompassing technologies in all six Strategic Thrusts within the NASA Aeronautics Mission Directorate (ARMD). AAVP develops knowledge, technologies, tools, and innovative concepts to enable safe new aircraft that will fly faster, cleaner, and quieter and use fuel far more efficiently than in the past.   AAVP advanced, integrated technologies and capabilities improve vehicle performance and intrinsic safety by reducing fuel usage, noise, and emissions. Fuel efficiency and environmental factors will play an increasingly significant role as the aviation market grows in capacity. Partnering with industry, academia, and other government agencies, AAVP pursues mutually beneficial collaborations to leverage opportunities for effective technology transition. TACP encourages revolutionary concepts, creates the environment for researchers to experiment with new ideas, performs ground and small-scale flight tests, and drives rapid turnover into potential future concepts to enable aviation transformation. Research is organized to aggressively engage both the traditional aeronautics community and non-traditional partners. Although TACP focuses on sharply focused studies, the program provides flexibility for innovators to assess new-technology feasibility and provide the knowledge base for radical aeronautics advances.",A1.01Aeroelasticity and Aeroservoelastic Control; A1.02Quiet Performance - Aircraft Propulsion Noise; A1.03Low Emissions/Clean Power - Environmentally Responsible Propulsion; A1.04Electrified Aircraft Propulsion; A1.05Computational Tools and Methods; A1.06Vertical Lift Technology for Urban Air Mobility -Electric Motor Fault Mitigation Technology; A1.08Aeronautics Ground Test and Measurement Technologies,A1.01; A1.02; A1.03; A1.04; A1.05; A1.06; A1.08,Aeroelasticity and Aeroservoelastic Control; Quiet Performance - Aircraft Propulsion Noise; Low Emissions/Clean Power - Environmentally Responsible Propulsion; Electrified Aircraft Propulsion; Computational Tools and Methods; Vertical Lift Technology for Urban Air Mobility -Electric Motor Fault Mitigation Technology; Aeronautics Ground Test and Measurement Technologies
,Focus Area 19 Integrated Flight Systems,"This focus area includes technologies that contribute to the Integrated Aviation Systems Program's (IASP) objectives. IASP conducts flight-oriented, system-level research and technology development to effectively mature and transition advanced aeronautic technologies into future air vehicles and operational systems, including urban air mobility. IASP focuses on the rigorous execution of highly complex flight campaigns and related experiments for the benefit of the country and U.S. flying public. IASP often works collaboratively with other ARMD programs (e.g., Advanced Air Vehicles Program) to facilitate cross-cutting flight test activities. One such demonstration is the Advanced Air Mobility National Campaign, which will provide key knowledge and data to both the aviation community and the FAA to inform regulations and standards for this new market.",A2.01Flight Test and Measurement Technologies; A2.02Enabling Aircraft Autonomy; A2.03Advanced Air Mobility (AAM) Integration; A2.04AERONAUTICAL INFORMATION SYSTEM SECURITY (AISS): Aircraft Systems,A2.01; A2.02; A2.03; A2.04,Flight Test and Measurement Technologies; Enabling Aircraft Autonomy; Advanced Air Mobility (AAM) Integration; AERONAUTICAL INFORMATION SYSTEM SECURITY (AISS): Aircraft Systems
,Focus Area 20 Airspace Operations and Safety,"This focus area includes technologies addressing the Airspace Operations and Safety Program (AOSP), which supports NASA's ARMD Strategic Thrusts 1, 5, and 6. AOSP performs research to develop revolutionary air traffic management and operational safety concepts for transformation of the National Airspace System (NAS). These technologies benefit the public by increasing capacity, decreasing fuel consumption, and reducing the total cost of air transportation. The Airspace Operations and Safety SBIR Topic is focused on research and technology development for enabling a modernized air transportation system that will achieve much greater capacity and operational efficiency while maintaining or improving safety and other performance measures. This will include the integration of new types of vehicles such as unmanned vehicles, advanced subsonic aircraft, supersonic or commercial space vehicles; new types of business models or operations such as urban air mobility and integrated aerial wildfire response; and new architectures or services for enabling these operations within the NAS.",A3.01Advanced Air Traffic Management System Concepts; A3.02Increasing Autonomy in the National Airspace System (NAS); A3.03Future Aviation Systems Safety; A3.04Nontraditional Airspace Operations and Aerial Wildfire Response,A3.01; A3.02; A3.03; A3.04,Advanced Air Traffic Management System Concepts; Increasing Autonomy in the National Airspace System (NAS); Future Aviation Systems Safety; Nontraditional Airspace Operations and Aerial Wildfire Response
,Focus Area 21 Small Spacecraft Technologies,"NASA is pursuing rapid identification, development, and testing of capabilities that exploit small spacecraft platforms and responsive launch capabilities to increase the pace of space exploration, scientific discovery, and the expansion of space commerce in a sustainable manner. These emerging capabilities have the potential to enable new mission architectures, enhance conventional missions, and promote development and deployment on faster timelines.  This will, in turn, allow NASA and other space mission operators to achieve their objectives at significantly lower programmatic risk and cost than traditional approaches.   Small spacecraft are typically defined as those weighing 180 kg or less and are often designed for shared launch using standardized form factors and interfaces and containerized deployment (e.g. CubeSats). Small spacecraft and responsive launch capabilities are proving to be disruptive innovations for exploration, discovery, and commercial applications. NASA seeks technical innovations that enable small spacecraft to rival the capabilities of their larger, more expensive counterparts, while also striving to make them cheaper and quicker to build, and easier to launch and operate. In addition, NASA seeks innovations to help address the looming concern of space debris growth in Low Earth Orbit (LEO) following the expected launch of constellations consisting of thousands of satellites, whilst also further expanding the reach of small spacecraft beyond LEO. Greatly improved capabilities are needed for lunar exploration missions, lunar communications and navigation infrastructure, and exploration at Mars and other deep space destinations. Technology and capability investment will be needed to meet these upcoming mission needs while keeping overall costs low, mission cadence high, and retaining the agile aerospace approach that has fueled what has been termed the “smallsat revolution”.  Specific improvements required are long-range high-bandwidth optical and RF communications; novel navigation devices and navigation references for use well beyond Earth; improved power management; and robust tolerance of the harsher thermal and radiation environment of deep space. Propulsion technologies with improved performance are sought for Trans Lunar Injection (TLI), lunar orbit insertion and maintenance, return-to-Earth and Earth entry and descent mechanisms. Transfer stages that host small spacecraft and can provide support services to the deployed spacecraft are also desired. Innovations are wanted to increase the speed, economy, and reliability of production; modular designs will facilitate reliable assembly and test of singly- or batch-produced small spacecraft, with specifically sought-after technologies including wirelessly interconnected sensors and modules. De-orbit or rapid disposal devices for single spacecraft, and autonomous space traffic management technologies for small spacecraft swarms and constellations are also needed. These include affordable powerful computing hardware and intelligent software tools and infrastructure for autonomous operation of spacecraft or for cooperation of spacecraft groups, minimizing human-in-the-loop bottlenecks, that are applicable to both the space debris management environment, as well as deep space missions.NASA’s Small Spacecraft Technology Program will consider promising SBIR technologies for spaceflight demonstration missions and seeks partnerships to accelerate spaceflight testing and commercial infusion.  The following references discuss some of NASA's small spacecraft technology activities: Small Spacecraft Technology (SST) program: https://www.nasa.gov/directorates/spacetech/small_spacecraft/index.htmlSmall Satellite Missions: www.nasa.gov/smallsatsSmall Spacecraft Virtual Institute: https://www.nasa.gov/smallsat-instituteAnother useful reference is the Small Spacecraft Technology State of the Art Report at:   https://www.nasa.gov/sites/default/files/atoms/files/soa_2021.pdf",Z8.02Communications and Navigation for Distributed Small Spacecraft Beyond Low Earth Orbit (LEO); Z8.09Small Spacecraft Transfer Stage Development; Z8.10Modular Systems for Cost-Effective Spacecraft Missions; Z8.13Space Debris Prevention for Small Spacecraft,Z8.02; Z8.09; Z8.10; Z8.13,Communications and Navigation for Distributed Small Spacecraft Beyond Low Earth Orbit (LEO); Small Spacecraft Transfer Stage Development; Modular Systems for Cost-Effective Spacecraft Missions; Space Debris Prevention for Small Spacecraft
,Focus Area 22 Low Earth Orbit Platform Utilization and Microgravity Research,"The Human Exploration and Operations Mission Directorate (HEOMD) provides mission critical space operations services to both NASA customers and to other partners within the U.S. and throughout the world: operating the International Space Station (ISS); ensuring safe and reliable access to space; and ensuring the health and safety of astronauts. Additionally, the HEOMD is chartered with enabling the development of a robust commercial economy in low-Earth orbit (LEO) by enabling technologies that will provide the foundation for the future of American leadership in space. In this topic area, NASA is seeking technologies that utilize the ISS National Lab as a platform for commercial in-space production for terrestrial applications. NASA seeks to accomplish these objectives by achieving following goal:Enabling development of advanced manufacturing technologies and materials that benefit from use of the unique space environment of the ISS to make products for terrestrial use that benefit the nation, humanity, and the LEO economy.  It is expected that these projects will lead to a commercially viable and scalable production enterprise operating in a future LEO commercial platform or destination (i.e. private space station)Through the potential projects spurred by this topic, NASA hopes to incorporate SBIR-developed technologies into current and future commercial in space manufacturing and production efforts to contribute to the development of the low-Earth orbit economy, with a high standard of safety, reliability, and affordability.References:Space Station Research & Technology:  https://www.nasa.gov/mission_pages/station/research/experiments/explorerISS National Lab Research Opportunities: Solicitations for ISS National Lab Research Opportunities: https://www.issnationallab.org/research-on-the-iss/solicitations/(link is external)Low-Earth Orbit Economy: https://www.nasa.gov/leo-economy/low-earth-orbit-economy/NASA Research Announcement for In Space Production: LEO Opportunities: In-Space Production Applications | NASA: https://www.nasa.gov/feature/nasa-outlines-areas-of-interest-announces-research-opportunities-for-in-space-production",H8.01Low-Earth Orbit Platform and Microgravity Utilization for Terrestrial Applications,H8.01,Low-Earth Orbit Platform and Microgravity Utilization for Terrestrial Applications
,Focus Area 24 Dust Mitigation and Extreme Lunar Environment Mitigation Technologies,"A number of space exploration missions to planetary bodies have noted significant deleterious effects due to fine particulates. This fine dust can foul mechanisms, alter thermal properties, and obscure optical systems. It can abrade textiles and scratch surfaces. With near term goals to return to the Moon, lunar dust is of particular concern. It has the potential to negatively affect every lunar architecture system. In addition, temperatures on the lunar surface vary from 35 K to 400 K imposing extreme operational constraints on architectural elements.  The goal of this focus area is to develop dust mitigation and extreme lunar environment mitigation technologies that can be incorporated into space exploration systems. All planetary exploration missions require a proactive strategy to lessen the effects of dust, extreme temperature variations, plasma, and radiation. Passive and active dust mitigation technologies and novel engineering design are needed to form a complete dust mitigation strategy.  Spacesuits and mechanisms must be developed for operation in the extreme environments of the Moon.  Proposed research may focus on development of new technologies, but there is particular interest in technologies that are approaching readiness for space environment testing. Exploration systems require dust mitigation and extreme lunar environment mitigation technologies within the following capability areas:Optical Systems – Viewports, camera lenses, solar panels, space suit visors, mass spectrometers, other sensitive optical instruments.Thermal Surfaces – Thermal radiators, thermal painted surfaces, thermal connections.Fabrics – Space suit fabrics, soft wall habitats, mechanism covers.Mechanisms – Linear actuators, bearings, rotary joints, hinges, quick disconnects, valves, linkages.Seals and Soft Goods – Space suit interfaces, hatches, connectors, hoses; and,Gaseous Filtration – Atmosphere revitalization and ISRU processes. Specific dust mitigation innovations being sought in this solicitation will be outlined in the subtopic descriptions.",Z13.01Active and Passive Dust Mitigation Surfaces; Z13.02Mechanisms for Extreme Environments; Z13.03Technologies for Spacesuits in Extreme Surface Environments; Z13.04Lunar Dust Filtration and Monitoring,Z13.01; Z13.02; Z13.03; Z13.04,Active and Passive Dust Mitigation Surfaces; Mechanisms for Extreme Environments; Technologies for Spacesuits in Extreme Surface Environments; Lunar Dust Filtration and Monitoring
