Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
,Focus Area 11 Spacecraft and Platform Subsystems,"The Science Mission Directorate (SMD) will carry out the scientific exploration of our Earth, the planets, moons, comets, and asteroids of our solar system, and the universe beyond. SMD’s future direction will be moving away from exploratory missions (orbiters and flybys) into more detailed/specific exploration missions that are at or near the surface (landers, rovers, and sample returns) or at more optimal observation points in space. These future destinations will require new vantage points or would need to integrate or distribute capabilities across multiple assets. Future destinations will also be more challenging to get to, have more extreme environmental conditions and challenges once the spacecraft gets there, and may be a challenge to get a spacecraft or data back from. A major objective of the NASA science spacecraft and platform subsystems development efforts are to enable science measurement capabilities using smaller and lower cost spacecraft to meet multiple mission requirements thus making the best use of our limited resources. To accomplish this objective, NASA is seeking innovations to significantly improve spacecraft and platform subsystem capabilities while reducing the mass and cost that would in turn enable increased scientific return for future NASA missions. A spacecraft bus is made up of many subsystems such as: propulsion; thermal control; power and power distribution; attitude control; telemetry command and control; transmitters/antenna; computers/on-board processing/software; and structural elements. High performance space computing technologies are also included in this focus area. Science platforms of interest could include unmanned aerial vehicles, sounding rockets, or balloons that carry scientific instruments/payloads, to planetary ascent vehicles or Earth return vehicles that bring samples back to Earth for analysis. This topic area addresses the future needs in many of these sub-system areas, as well as their application to specific spacecraft and platform needs. For planetary missions, planetary protection requirements vary by planetary destination, and additional backward contamination requirements apply to hardware with the potential to return to Earth (e.g., as part of a sample return mission). Technologies intended for use at/around Mars, Europa (Jupiter), and Enceladus (Saturn) must be developed so as to ensure compliance with relevant planetary protection requirements. Constraints could include surface cleaning with alcohol or water, and/or sterilization treatments such as dry heat (approved specification in NPR 8020.12; exposure of hours at 115° C or higher, non-functioning); penetrating radiation (requirements not yet established); or vapor-phase hydrogen peroxide (specification pending). The National Academies’ Decadal Surveys for Astrophysics, Earth Science, Heliophysics, and Planetary Science discuss some of NASA’s science mission and technology needs and are available at https://sites.nationalacademies.org/SSB/SSB_052297(link is external). In addition, the Heliophysics roadmap “The Solar and Space Physics of a New Era: Recommended Roadmap for Science and Technology 2009­2030” is available at   http://hpde.gsfc.nasa.gov/2009_Roadmap.pdf.","S3.05Terrestrial Balloons and Planetary Aerial Vehicles; S3.08Command, Data Handling, and Electronics; S4.03Spacecraft Technology for Sample Return Missions; S4.04Extreme Environments Technology; S4.05Contamination Control and Planetary Protection; Z2.02High-Performance Space Computing Technology",S3.05; S3.08; S4.03; S4.04; S4.05; Z2.02,"Terrestrial Balloons and Planetary Aerial Vehicles; Command, Data Handling, and Electronics; Spacecraft Technology for Sample Return Missions; Extreme Environments Technology; Contamination Control and Planetary Protection; High-Performance Space Computing Technology"
,"Focus Area 12 Entry, Descent, and Landing Systems","The SBIR focus area of Entry, Descent and Landing (EDL) includes the suite of technologies for atmospheric entry as well as descent and landing on both atmospheric and non-atmospheric bodies. EDL mission segments are used in both robotic planetary science missions and human exploration missions beyond Low Earth Orbit, and many technologies have application to emerging commercial space capabilities such as lunar landing, low-cost space access, small spacecraft, and asset return.Robust, efficient, and predictable EDL systems fulfill the critical function of delivering payloads to lunar and planetary surfaces through challenging environments, within mass and cost constraints. Future NASA Artemis and planetary science missions will require new technologies to break through historical constraints on delivered mass, enable sustained human presence, or to go to entirely new planets and moons. Even where heritage systems exist, no two planetary missions are exactly “build-to-print,” leading to frequent challenges from environmental uncertainty, risk posture, and resource constraints that can be dramatically improved with investments in EDL technologies. EDL relies on validated models, ground tests, and sensor technologies for system development and certification. Both new capabilities and improved assessment and prediction of state-of-the-art systems are important facets of this focus area.The subtopics in this Focus Area have been renamed, this year, with the intent of more comprehensive coverage of the Entry, Descent, and Landing flight regimes, as well as ground and flight test and instrumentation areas. In future solicitations, the intent is to maintain these four subtopic titles, and to rotate the content within the subtopics as Agency needs and priorities change and as technologies are matured. The renamed subtopics and their overarching content descriptions are:Z7.01 Entry, Descent and Landing Flight Sensors and Instrumentation: Seeks sensors and components for precision landing and hazard detection, as well as heatshield instrumentation and other EDL flight systems diagnostics and electronicsZ7.03 Entry and Descent Systems Technologies: Contains hypersonic materials, aeroshell systems, and modeling advances, including deployable aeroshells for EDL and asset return and recovery. Includes smaller-scale systems appropriate for small spacecraft applications.Z7.04 Landing Systems Technologies: Covers landing engines, plume-surface interaction modeling, testing, and instrumentation, and landing attenuation systemsZ7.06 EDL Terrestrial Testing Technologies: Solicits for new diagnostic, characterization, and uncertainty quantification capabilities related to EDL-specific ground test facilities, including arcjets, wind tunnels, shock tubes, and ballistic rangesPlease refer to the subtopic write-ups for the specific content and scope solicited this year.","H5.02Hot Structure Technology for Aerospace Vehicles; T9.02Rapid Development of Advanced High-Speed Aerosciences Simulation Capability; Z7.01Entry, Descent, and Landing Flight Sensors and Instrumentation; Z7.03 Entry and Descent System Technologies; Z7.04Landing Systems Technologies; Z7.06Entry, Descent, and Landing (EDL) Terrestrial Testing Technologies",H5.02; T9.02; Z7.01; Z7.03; Z7.04; Z7.06,"Hot Structure Technology for Aerospace Vehicles; Rapid Development of Advanced High-Speed Aerosciences Simulation Capability; Entry, Descent, and Landing Flight Sensors and Instrumentation; Entry and Descent System Technologies; Landing Systems Technologies; Entry, Descent, and Landing (EDL) Terrestrial Testing Technologies"
,Focus Area 13 Information Technologies for Science Data,"NASA Missions and Programs create a wealth of science data and information that are essential to understanding our earth, our solar system, and the universe. Advancements in information technology will allow many people within and beyond the Agency to more effectively analyze and apply these data and information to create knowledge. For example, modeling and simulation are being used more pervasively throughout NASA, for both engineering and science pursuits, than ever before. These tools allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, provide visualizations of datasets that are extremely large and complicated, and aid in the design of systems and missions. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Information technology is also being used to allow better access to science data, more effective and robust tools for analyzing and manipulating data, and better methods for collaboration between scientists or other interested parties. The desired end result is to see that NASA data and science information are used to generate the maximum possible impact to the nation: to advance scientific knowledge and technological capabilities, to inspire and motivate the nation's students and teachers, and to engage and educate the public.",S5.01Technologies for Large-Scale Numerical Simulation; S5.03Accelerating NASA Science and Engineering through the Application of Artificial Intelligence; S5.04Integrated Science Mission Modeling; S5.06Space Weather Research-to-Operations/Operations-to-Research (R2O/O2R) Technology Development,S5.01; S5.03; S5.04; S5.06,Technologies for Large-Scale Numerical Simulation; Accelerating NASA Science and Engineering through the Application of Artificial Intelligence; Integrated Science Mission Modeling; Space Weather Research-to-Operations/Operations-to-Research (R2O/O2R) Technology Development
,"Focus Area 14 On-orbit Servicing, Assembly, and Manufacturing (OSAM)","NASA is seeking technological innovations that will accelerate development and adoption of advanced serving, assembly and manufacturing technologies supporting a wide range of NASA Missions. In the area of on-orbit servicing, NASA is seeking technology developments related to end of robot arm force-torque sensors. Force torque sensors for robots are a major limiting factor in robot system designs on all of NASA's current robotic manipulator-based systems (including OSAM-1 and Mars Sample Return.) In the area of on-orbit assembly, NASA is seeking technology developments for trusted and certified-safe autonomous systems with machine intelligence and robotic capabilities of responding to both nominal and unexpected situations. In the area of on-orbit manufacturing, NASA is seeking technology developments centered around material joining technologies, large-scale additive manufacturing process developments and technologies focused on the ability to recycle and reuse metallic materials.  Cutting-edge servicing, assembly and manufacturing technologies offer the ability to dramatically increase performance and reduce the cost of NASA’s programs. The ability to improve cost, launch mass, system resiliency and extended life time by advancing technologies to enable large structures that can be deployed, assembled/constructed, reconfigured and serviced in-space or on planetary surfaces is also imperative to NASA’s Missions. Research should be conducted to demonstrate technical feasibility and prototype hardware development during Phase I and show a path toward Phase II hardware and software demonstration and delivering an engineering development unit for NASA testing at the completion of the Phase II that could be turned into a proof-of-concept system for flight demonstration. To understand the full technology needs and requests see the detailed topic and subtopic descriptions.","T12.06Extensible Modeling of Additive Manufacturing Processes; Z3.03Development of Advanced Joining Technologies, Large-Scale Additive Manufacturing Processes, and Metal Recycling Technologies for On-Orbit Manufacturing; Z3.04Autonomous Modular Assembly Technology for On-Orbit Servicing, Assembly, and Manufacturing (OSAM); Z3.05Satellite Servicing Technologies",T12.06; Z3.03; Z3.04; Z3.05,"Extensible Modeling of Additive Manufacturing Processes; Development of Advanced Joining Technologies, Large-Scale Additive Manufacturing Processes, and Metal Recycling Technologies for On-Orbit Manufacturing; Autonomous Modular Assembly Technology for On-Orbit Servicing, Assembly, and Manufacturing (OSAM); Satellite Servicing Technologies"
,"Focus Area 15 Materials, Materials Research, Structures, and Assembly","As NASA embarks on its mission for human exploration of the Moon as a step towards the human mission to Mars, taking full advantage of the potential offered by new and existing technologies will be critical to enable sustainable Lunar and Mars presence. The Advanced Manufacturing, Materials Research, Structures and NDE focus area seeks to address challenges such as lowering the cost of exploration, changing structural design paradigms to take advantage of advanced materials, enabling efficient, reliable operations on-surface and capitalizing on capabilities provided by sensor integration.  Improvement in all of these areas is critical to future missions. Since this focus area covers a broad area of interests, specific topics and subtopics are chosen to enhance and or fill gaps in the space and exploration technology development programs, as well as to complement other mission directorate manufacturing, structures, materials and NDE needs.","H5.01Lunar Surface Solar Array Structures; T12.05Use of Additive Manufacturing for Thermal Protection Systems; T12.07Design Tools for Advanced Tailorable Composites; Z4.04Real-Time Defect Detection, Identification, and Correction in Wire-Feed and Fused-Filament Additive Manufacturing; Z4.05Nondestructive Evaluation (NDE) Sensors, Modeling, and Analysis; Z4.06Manufacturability Assessment as a Design Constraint for Advanced Tailorable Composites",H5.01; T12.05; T12.07; Z4.04; Z4.05; Z4.06,"Lunar Surface Solar Array Structures; Use of Additive Manufacturing for Thermal Protection Systems; Design Tools for Advanced Tailorable Composites; Real-Time Defect Detection, Identification, and Correction in Wire-Feed and Fused-Filament Additive Manufacturing; Nondestructive Evaluation (NDE) Sensors, Modeling, and Analysis; Manufacturability Assessment as a Design Constraint for Advanced Tailorable Composites"
,Focus Area 16 Ground & Launch Processing,"Ground processing technology development prepares the agency to test, process and launch the next generation of rockets and spacecraft in support of NASA's exploration objectives by developing the necessary ground systems, infrastructure and operational approaches for terrestrial and off-planet surface systems.This topic seeks innovative concepts and solutions for both addressing long-term ground processing and test complex operational challenges and driving down the cost of government and commercial access to space. Technology infusion and optimization of existing and future operational programs, while concurrently maintaining continued operations, are paramount for cost effectiveness, safety assurance, and supportability.A key aspect of NASA's approach to long term sustainability and affordability is to make test, processing and launch infrastructure available to commercial and other government entities, thereby distributing the fixed cost burden among multiple users and reducing the cost of access to space for the United States.Unlike previous work focusing on a single kind of launch vehicle such as the Saturn V rocket or the Space Shuttle, NASA is preparing common infrastructure to support several different kinds of spacecraft and rockets that are in development. Products and systems devised at a NASA center could be used at other launch sites on earth and eventually on other planets or moons.Specific emphasis to substantially reduce the costs and improve safety/reliability of NASA's test and launch operations includes development of ground test and launch environment technology components, system level ground test systems for advanced propulsion, autonomous control technologies for fault detection, isolation, and recovery, including autonomous propellant management, and advanced instrumentation technologies including Intelligent wireless sensor systems.",H10.01Advanced Propulsion Systems Ground Test Technology; H10.02Autonomous Operations Technologies for Ground and Launch Systems; T13.01Intelligent Sensor Systems,H10.01; H10.02; T13.01,Advanced Propulsion Systems Ground Test Technology; Autonomous Operations Technologies for Ground and Launch Systems; Intelligent Sensor Systems
,Focus Area 17 Thermal Management Systems,"From the smallest satellite to the most complicated human rated spacecraft, thermal is seen as an enabling function to a vehicle. Temperatures must be maintained within design limits, whether those be cryogenic systems for science instruments, or comfortable shirt sleeve operations temperatures for crew missions. As missions evolve and waste energy rejection becomes more of a demand, NASA seeks components for both active and passive thermal systems. Such components complete the thermal cycle which includes waste energy acquisition, transport, rejection/storage, and insulation. The intended goal for any advanced thermal development is to enable new mission concepts while maintaining minimal impact to thermal system mass, volume, and power to maintain a spacecraft at specific temperature limits.",S3.06Thermal Control Systems; Z2.01Spacecraft Thermal Management,S3.06; Z2.01,Thermal Control Systems; Spacecraft Thermal Management
,Focus Area 18 Air Vehicle Technology,"This focus area includes tools and technologies that contribute to both the Advanced Air Vehicles Program (AAVP) and the Transformative Aeronautics Concepts Program (TACP) encompassing technologies in all six Strategic Thrusts within the NASA Aeronautics Mission Directorate (ARMD). AAVP studies, evaluates, and develops technologies and capabilities for new aircraft systems, and also explores far-future concepts that hold promise for revolutionary air-travel improvements. Innovative AAVP design concepts for advanced vehicles integrate technologies focus on fuel burn, noise, emissions, and intrinsic safety. The goal: to enable new aircraft to fly safer, faster, cleaner, quieter, and use fuel far more efficiently. Partnering with industry, academia, and other government agencies, AAVP pursues mutually beneficial collaborations to leverage opportunities for effective technology transition. TACP encourages revolutionary concepts, creates the environment for researchers to experiment with new ideas, performs ground and small-scale flight tests, and drives rapid turnover into potential future concepts to enable aviation transformation. Research is organized to aggressively engage both the traditional aeronautics community and non-traditional partners. Although TACP focuses on sharply focused studies, the program provides flexibility for innovators to assess new-technology feasibility and provide the knowledge base for radical aeronautics advances in noise reduction technology.","A1.01Aerodynamic and Structural Efficiency - Integration of Flight Control with Aircraft Multidisciplinary Design Optimization; A1.02Quiet Performance - Airframe Noise Reduction; A1.03Propulsion Efficiency - Propulsion Materials and Structures; A1.04Electrified Aircraft Propulsion; A1.05Computational Tools and Methods; A1.06Vertical Lift Technology and Urban Air Mobility; A1.07Electric Power Generation Via Thermionic Conversion for Hypersonic Applications; A1.08Aeronautics Ground Test and Measurement Technologies; A1.09Vehicle Sensor Systems to Enable Situational Awareness; T15.04Full-Scale (2+ Passenger) Electric Vertical Takeoff and Landing (eVTOL) Scaling, Performance, Aerodynamics, and Acoustics Investigations",A1.01; A1.02; A1.03; A1.04; A1.05; A1.06; A1.07; A1.08; A1.09; T15.04,"Aerodynamic and Structural Efficiency - Integration of Flight Control with Aircraft Multidisciplinary Design Optimization; Quiet Performance - Airframe Noise Reduction; Propulsion Efficiency - Propulsion Materials and Structures; Electrified Aircraft Propulsion; Computational Tools and Methods; Vertical Lift Technology and Urban Air Mobility; Electric Power Generation Via Thermionic Conversion for Hypersonic Applications; Aeronautics Ground Test and Measurement Technologies; Vehicle Sensor Systems to Enable Situational Awareness; Full-Scale (2+ Passenger) Electric Vertical Takeoff and Landing (eVTOL) Scaling, Performance, Aerodynamics, and Acoustics Investigations"
,Focus Area 19 Integrated Flight Systems,"This focus area includes technologies that contribute to the Integrated Aviation Systems Program's (IASP) objectives. IASP conducts flight-oriented, system-level research and technology development to effectively mature and transition advanced aeronautic technologies into future air vehicles and operational systems, including urban air mobility. IASP focuses on the rigorous execution of highly complex flight tests and related experiments to support all phases of NASA’s aeronautics research.",A2.01Flight Test and Measurement Technologies; A2.02Enabling Aircraft Autonomy; A2.03Advanced Air Mobility (AAM) Integration,A2.01; A2.02; A2.03,Flight Test and Measurement Technologies; Enabling Aircraft Autonomy; Advanced Air Mobility (AAM) Integration
,Focus Area 20 Airspace Operations and Safety,"This focus area includes technologies addressing both the Airspace Operations and Safety Program (AOSP), and NASA's ARMD Strategic Thrusts 1, 5, and 6. AOSP is targeting system-wide operational benefits of high impact for NextGen and beyond, both in the areas of airspace operations and safety management. The SBIR Airspace Operations and Safety Topic is focused on research and technology development for enabling a modernized air transportation system that will achieve much greater capacity and operational efficiency while maintaining or improving safety and other performance measures. This will include the integration of new types of vehicles such as unmanned vehicles, advanced subsonic aircraft, supersonic or commercial space vehicles; new types of business models or operations (i.e., urban air mobility); and new architectures or services for enabling these operations within the NAS.",A3.01Advanced Air Traffic Management System Concepts; A3.02Increasing Autonomy in the National Airspace System (NAS); A3.03Future Aviation Systems Safety; A3.04Nontraditional Airspace Operations,A3.01; A3.02; A3.03; A3.04,Advanced Air Traffic Management System Concepts; Increasing Autonomy in the National Airspace System (NAS); Future Aviation Systems Safety; Nontraditional Airspace Operations
,Focus Area 21 Small Spacecraft Technologies,"NASA is pursuing rapid identification, development, and testing of capabilities that exploit small spacecraft platforms and responsive launch capabilities to increase the pace of space exploration, scientific discovery, and the expansion of space commerce. These emerging capabilities have the potential to enable new mission architectures, enhance conventional missions, and promote development and deployment on faster timelines.  This will, in turn, allow NASA and other space mission operators to achieve their objectives at significantly lower programmatic risk and cost than traditional approaches.Small spacecraft are typically defined as those weighing 180 kg or less and are often designed using standardized form factors and containerized deployment (e.g. CubeSats). Small spacecraft and responsive launch capabilities are proving to be disruptive innovations for exploration, discovery, and commercial applications. NASA seeks technical innovations that enable small spacecraft to rival the capabilities of their larger more expensive counterparts, while also striving to make them cheaper and quicker to build, and easier to launch and operate. NASA also seeks innovations to help further expand the reach of small spacecraft beyond Low Earth Orbit. Greatly improved capabilities are needed for lunar exploration missions, lunar communications and navigation infrastructure, and exploration at Mars and other deep space destinations. Technology and capability investment will be needed to meet these upcoming mission needs while keeping overall costs low, mission cadence high, and retaining the agile aerospace approach that has fueled what has been termed the “smallsat revolution”. Specific improvements required are: long-range high-bandwidth optical and RF communications; novel navigation devices and navigation references for use well beyond Earth; improved power management; and robust tolerance of the harsher thermal and radiation environment of deep space. Propulsion technologies with improved performance are sought for Trans Lunar Injection (TLI), lunar orbit insertion and maintenance, return-to-Earth and Earth entry and descent mechanisms. Transfer stages that host small spacecraft are also sought. Innovations are wanted to increase economic and rapid production and availability; modular designs will facilitate reliable assembly and test of singly- or batch-produced small spacecraft. Specifically needed technologies include wirelessly interconnected sensors and modules and commercially available “stock” optics in place of expensive, long-lead custom designs. Affordable powerful computing hardware and intelligent software tools and infrastructure are needed for autonomous operation of distant spacecraft or for cooperation of spacecraft groups, minimizing human-in-the-loop bottlenecks. NASA’s Small Spacecraft Technology Program will consider promising SBIR technologies for spaceflight demonstration missions and seeks partnerships to accelerate spaceflight testing and commercial infusion.The following references discuss some of NASA's small spacecraft technology activities: https://www.nasa.gov/directorates/spacetech/small_spacecraft/index.htmlwww.nasa.gov/smallsats https://www.nasa.gov/smallsat-instituteAnother useful reference is the Small Spacecraft Technology State of the Art Report at:  http://www.nasa.gov/sites/default/files/atoms/files/small_spacecraft_technology_state_of_the_art_2015_tagged.pdf","T5.05Solar and Electric Sail Embedded Technologies for Communications, Control, or Ancillary Functions; Z8.02Communications and Navigation for Distributed Small Spacecraft Beyond Low Earth Orbit (LEO); Z8.08Technologies to Enable Cost and Schedule Reductions for Optical System for CubeSats; Z8.09Small Spacecraft Transfer Stage Development; Z8.10Wireless Communication for Avionics and Sensors for Space Applications; Z8.11Artificial Intelligence (AI)/Machine Learning (ML) for Small Spacecraft Swarm Trajectory Control; Z8.12Modular and Batch-Producible Small Spacecraft",T5.05; Z8.02; Z8.08; Z8.09; Z8.10; Z8.11; Z8.12,"Solar and Electric Sail Embedded Technologies for Communications, Control, or Ancillary Functions; Communications and Navigation for Distributed Small Spacecraft Beyond Low Earth Orbit (LEO); Technologies to Enable Cost and Schedule Reductions for Optical System for CubeSats; Small Spacecraft Transfer Stage Development; Wireless Communication for Avionics and Sensors for Space Applications; Artificial Intelligence (AI)/Machine Learning (ML) for Small Spacecraft Swarm Trajectory Control; Modular and Batch-Producible Small Spacecraft"
,Focus Area 22 Low Earth Orbit Platform Utilization and Microgravity Research,"The Human Exploration and Operations Mission Directorate (HEOMD) provides mission critical space exploration services to both NASA customers and to other partners within the U.S. and throughout the world: operating the International Space Station (ISS); ensuring safe and reliable access to space; maintaining secure and dependable communications between platforms across the solar system; and ensuring the health and safety of astronauts. Additionally, the HEOMD is chartered with the development of the core transportation elements, key systems, and enabling technologies required for beyond-Low Earth Orbit (LEO) human exploration that will provide the foundation for the next half-century of American leadership in space exploration. In this topic area, NASA is seeking technologies that address how to improve and lower costs related to use of flight assets; maximize the utilization of the ISS for in-situ research; and utilize the ISS as a platform for in-space commercial science and technology opportunities.NASA seeks to accomplish these objectives by achieving following goals:Investing in the near- and mid-term development of highly-desirable system and technologies that provide innovative ways to leverage existing ISS facilities for scientific payloadsIncreasing investments in research to prepare for extended duration missions in near Earth space and beyondEnabling U.S. commercial spaceflight opportunities and technology development to support the commercialization of low Earth orbit (LEO)Through the potential projects spurred by this topic, NASA hopes to incorporate SBIR-developed technologies into current and future systems to contribute to the expansion of humanity across the solar system while providing continued cost-effective ISS operations and utilization for its customers, with a high standard of safety, reliability, and affordability.References:Space Station Research &Technology:  https://www.nasa.gov/mission_pages/station/research/experiments/explorerCenter for the Advancement of Science in Space: https://www.iss-casis.org/(link is external)Low-Earth Orbit Economy:  https://www.nasa.gov/leo-economy/low-earth-orbit-economy/",H8.01Low Earth Orbit (LEO) Platform Utilization to Foster Commercial Development of Space,H8.01,Low Earth Orbit (LEO) Platform Utilization to Foster Commercial Development of Space
,Focus Area 23 Digital Transformation for Aerospace,"Digital Transformation is the strategic transformation of an organization's products, processes, and capabilities, driven and enabled by rapidly advancing and converging digital technologies, to dramatically enhance the organization's performance and efficiency. These advancing digital technologies include software, cloud computing, data management and analytics, artificial intelligence, mobile access, Internet of Things (IoT), and others. Their convergence is producing major transformations across industries - media and entertainment, retail, advertising, publishing, health care, travel, transportation, etc. Through digital transformation, organizations seek to gain or retain their competitive edge by becoming more aware of and responsive to both customer and employee interests, more agile in testing and implementing new approaches, and more innovative and prescient in pioneering the next wave of products and services.Central to the success of digital transformation is the pervasive (and often automated) collection and use of data about everything that impacts success--the organization's infrastructure, processes, activities, competencies, products and services, customers, partners, industry, and so on. Organizations can mine this massive, complex, and often unstructured data to develop accurate insights into how to improve organizational performance and efficiency. An organization may also use this data to build models of systems in order to refine operations, or to train machine learning algorithms to automate processes, provide recommendations, or enhance customer experiences. The digital technologies listed above are essential to generate, collect, transform, mine, analyze, and utilize this data across the enterprise. NASA is undertaking a digital transformation journey to enhance mission success and impact. NASA is engaging digital transformation to:Accelerate innovation and knowledge growthSupport data-informed decisionsAchieve more complex missionsEnable pervasive collaborationEnhance cost-effectivenessBuild a digital-savvy workforceThrough this focus area, NASA is seeking to explore and develop technologies that are essential for the Agency's successful digital transformation. Specific innovations being sought in this solicitation are:Intelligent digital assistants that reduce the cognitive workload of NASA personnel, from scientists and engineers to operations and administrative staff to space mission crews.Model-based enterprise, which seeks to create digital models or twins of any aspect of NASA’s enterprise, to enable decision-making with increased insight and velocity.Details about these applications of digital transformation technologies are in the respective subtopic descriptions.",H6.04Model-Based Systems Engineering for Distributed Development; T11.04Digital Assistants for Science and Engineering; T11.05Model-Based Enterprise,H6.04; T11.04; T11.05,Model-Based Systems Engineering for Distributed Development; Digital Assistants for Science and Engineering; Model-Based Enterprise
,Focus Area 24 Dust Mitigation,"A number of space exploration missions to planetary bodies have noted significant deleterious effects due to fine particulates. This fine dust can foul mechanisms, alter thermal properties, and obscure optical systems. It can abrade textiles and scratch surfaces. With near term goals to return to the Moon, lunar dust is of particular concern. It has the potential to negatively affect every lunar architecture system. The goal of this focus area is to develop dust mitigation technologies that can be incorporated into space exploration systems.All planetary exploration missions require a proactive strategy to lessen the effects of dust. Dust mitigation approaches include active and passive technologies and informed engineering design. Much of the dust can be mitigated through operational constraints and architecture consideration early on in the system design lifecycle. However, passive, and active technologies and novel engineering design are also needed to form a complete dust mitigation strategy. Proposed research may focus on development of new technologies, but there is particular interest in technologies that are approaching readiness for space environment testing.Exploration systems require dust mitigation technologies within the following capability areas:Optical Systems – Viewports, camera lenses, solar panels, space suit visors, mass spectrometers, other sensitive optical instruments.Thermal Surfaces – Thermal radiators, thermal painted surfaces, thermal connections.Fabrics – Space suit fabrics, soft wall habitats, mechanism covers.Mechanisms – Linear actuators, bearings, rotary joints, hinges, quick disconnects, valves, linkages.Seals and Soft Goods – Space suit interfaces, hatches, connectors, hoses; and,Gaseous Filtration – Atmosphere revitalization and ISRU processes.Specific dust mitigation innovations being sought in this solicitation will be outlined in the subtopic descriptions.",Z13.01Active and Passive Dust Mitigation Surfaces; Z13.02Dust-Tolerant Mechanisms; Z13.03Lunar Dust Mitigation Technology for Spacesuits,Z13.01; Z13.02; Z13.03,Active and Passive Dust Mitigation Surfaces; Dust-Tolerant Mechanisms; Lunar Dust Mitigation Technology for Spacesuits
