Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
,Focus Area 11 Spacecraft and Platform Subsystems,"The Science Mission Directorate will carry out the scientific exploration of our Earth, the planets, moons, comets, and asteroids of our solar system and the universe beyond. SMD’s future direction will be moving away from exploratory missions (orbiters and flybys) into more detailed/specific exploration missions that are at or near the surface (landers, rovers, and sample returns) or at more optimal observation points in space. These future destinations will require new vantage points, or would need to integrate or distribute capabilities across multiple assets. Future destinations will also be more challenging to get to, have more extreme environmental conditions and challenges once the spacecraft gets there, and may be a challenge to get a spacecraft or data back from. A major objective of the NASA science spacecraft and platform subsystems development efforts are to enable science measurement capabilities using smaller and lower cost spacecraft to meet multiple mission requirements thus making the best use of our limited resources. To accomplish this objective, NASA is seeking innovations to significantly improve spacecraft and platform subsystem capabilities while reducing the mass and cost that would in turn enable increased scientific return for future NASA missions. A spacecraft bus is made up of many subsystems like: propulsion; thermal control; power and power distribution; attitude control; telemetry command and control; transmitters/antenna; computers/on-board processing/software; and structural elements. High performance space computing technologies are also included in this focus area.  Science platforms of interest could include unmanned aerial vehicles, sounding rockets, or balloons that carry scientific instruments/payloads, to planetary ascent vehicles or Earth return vehicles that bring samples back to Earth for analysis. This topic area addresses the future needs in many of these sub-system areas, as well as their application to specific spacecraft and platform needs.  For planetary missions, planetary protection requirements vary by planetary destination, and additional backward contamination requirements apply to hardware with the potential to return to Earth (e.g., as part of a sample return mission). Technologies intended for use at/around Mars, Europa (Jupiter), and Enceladus (Saturn) must be developed so as to ensure compliance with relevant planetary protection requirements. Constraints could include surface cleaning with alcohol or water, and/or sterilization treatments such as dry heat (approved specification in NPR 8020.12; exposure of hours at 115°C or higher, non-functioning); penetrating radiation (requirements not yet established); or vapor-phase hydrogen peroxide (specification pending). The following references discuss some of NASA’s science mission and technology needs:The Astrophysics Roadmap: http://nasascience.nasa.gov/about-us/science-strategy.Astrophysics Decadal Survey - “New Worlds, New Horizons: in Astronomy and Astrophysics”: http://www.nap.edu/catalog.php?record_id=12951(link is external).The Earth Science Decadal Survey: http://books.nap.edu/catalog.php?record_id=11820(link is external).The Heliophysics roadmap: “The Solar and Space Physics of a New Era: Recommended Roadmap for Science and Technology 2009­2030”: http://hpde.gsfc.nasa.gov/2009_Roadmap.pdf.The 2011 Planetary Science Decadal Survey was released March 2011. This decadal survey is considering technology needs: https://solarsystem.nasa.gov/2013decadal/.","S3.05Terrestrial and Planetary Balloons; S3.07Slow and Fast Light; S3.08Command, Data Handling, and Electronics; S4.03Spacecraft Technology for Sample Return Missions; S4.04Extreme Environments Technology; S4.05Contamination Control and Planetary Protection; Z6.01High Performance Space Computing Technology",S3.05; S3.07; S3.08; S4.03; S4.04; S4.05; Z6.01,"Terrestrial and Planetary Balloons; Slow and Fast Light; Command, Data Handling, and Electronics; Spacecraft Technology for Sample Return Missions; Extreme Environments Technology; Contamination Control and Planetary Protection; High Performance Space Computing Technology"
,"Focus Area 12 Entry, Descent, and Landing Systems","The SBIR focus area of Entry, Descent and Landing (EDL) includes the suite of technologies for atmospheric entry as well as descent and landing on both atmospheric and non-atmospheric bodies. EDL mission segments are used in both robotic planetary science missions and human exploration missions beyond Low Earth Orbit, and some technologies have application to commercial space capabilities. Robust, efficient, and predictable EDL systems fulfill the critical function of delivering payloads to planetary surfaces through challenging environments, within mass and cost constraints. Future NASA missions will require new technologies to break through historical constraints on delivered mass, or to go to entirely new planets and moons. Even where heritage systems exist, no two planetary missions are exactly “build-to-print,” so there are frequently issues of environmental uncertainty, risk posture, and resource constraints that can be dramatically improved with investments in EDL technologies. New capabilities and improved knowledge are both important facets of this focus area. Because this topic covers a wide area of interests, subtopics are chosen to enhance and or fill gaps in the existing technology development programs.  Future subtopics will support one or more of four broad capability areas, which represent NASA’s goals with respect to planetary Entry, Descent and Landing: High Mass to Mars Surface.Precision Landing and Hazard Avoidance.Planetary Probes and Earth Return Vehicles.EDL Data Return and Model Improvement. A cross-cutting set of disciplines and technologies will help mature these four capability areas, to enable more efficient, reliable exploration missions. These more specific topics and subtopics may include, but are not limited to: Thermal Protection System materials, modeling, and instrumentation.Deployable and inflatable decelerators (hypersonic and supersonic).Guidance, Navigation, and Control sensors and algorithms.Aerodynamics and Aerothermodynamics advances, including modeling and testing.Precision Landing and Hazard Avoidance sensors.Multifunctional materials and structures. This year the Entry, Descent and Landing focus area is seeking innovative technology for: Deployable decelerator technologies.Supersonic parachute materials, testing and instrumentation.3-dimensional woven thermal protection materials.Hot structures control surface technologies.EDL and small body proximity operations sensors.  The specific needs and metrics of each of these specific technology developments are described in the subtopic descriptions","H5.02Hot Structure Entry Control Surface Technology; S4.01Planetary Entry, Descent and Landing and Small Body Proximity Operation Technology; Z7.01Supersonic Parachute Inflation Materials Testing, And Instrumentation; Z7.02Deployable 3D Woven Thermal Protection Materials; Z7.03Deployable Aerodynamic Decelerator Technology",H5.02; S4.01; Z7.01; Z7.02; Z7.03,"Hot Structure Entry Control Surface Technology; Planetary Entry, Descent and Landing and Small Body Proximity Operation Technology; Supersonic Parachute Inflation Materials Testing, And Instrumentation; Deployable 3D Woven Thermal Protection Materials; Deployable Aerodynamic Decelerator Technology"
,Focus Area 13 Information Technologies for Science Data,"NASA Missions and Programs create a wealth of science data and information that are essential to understanding our earth, our solar system and the universe. Advancements in information technology will allow many people within and beyond the Agency to more effectively analyze and apply these data and information to create knowledge. For example, modeling and simulation are being used more pervasively throughout NASA, for both engineering and science pursuits, than ever before. These tools allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, provide visualizations of datasets that are extremely large and complicated, and aid in the design of systems and missions. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Information technology is also being used to allow better access to science data, more effective and robust tools for analyzing and manipulating data, and better methods for collaboration between scientists or other interested parties. The desired end result is to see that NASA data and science information are used to generate the maximum possible impact to the nation: to advance scientific knowledge and technological capabilities, to inspire and motivate the nation's students and teachers, and to engage and educate the public.",S5.01Technologies for Large-Scale Numerical Simulation; S5.02Earth Science Applied Research and Decision Support; S5.03Enabling NASA Science through Large-Scale Data Processing and Analysis; S5.04Integrated Science Mission Modeling,S5.01; S5.02; S5.03; S5.04,Technologies for Large-Scale Numerical Simulation; Earth Science Applied Research and Decision Support; Enabling NASA Science through Large-Scale Data Processing and Analysis; Integrated Science Mission Modeling
,Focus Area 14 In-Space and Advanced Manufacturing,"NASA is seeking technological innovations that will accelerate development and adoption of advanced manufacturing technologies supporting a wide range of NASA Missions. NASA has an immediate need for more affordable and more capable materials and processes across its unique missions, systems, and platforms. Cutting-edge manufacturing technologies offer the ability to dramatically increase performance and reduce the cost of NASA’s programs. This topic is focused on technologies for both the ground-based advancements and in-space manufacturing capabilities required for sustainable, long-duration space missions to destinations such as Mars.The terrestrial subtopic areas concentration is on research and development of advanced metallic materials and processes and additive manufacturing technologies for their potential to increase the capability and affordability of engines, vehicles, space systems, instruments and science payloads by offering significant improvements over traditional manufacturing methods. Technologies should facilitate innovative physical manufacturing processes combined with the digital twin modeling and simulation approach that integrates modern design and manufacturing. The in-space manufacturing subtopic areas which focus on the ability to manufacture parts in space rather than launch them from Earth represents a fundamental paradigm shift in the orbital supply chain model for human spaceflight.  In-space manufacturing capabilities will decrease overall launch mass, while increasing crew safety and mission success by providing on-demand manufacturing capability to address known and unknown operational scenarios.  In addition, advances in lighter-weight metals processing (on ground and in-space) will enable the delivery of higher-mass payloads to Mars and beyond.  In order to achieve necessary reliabilities, in-situ process assessment and feedback control is urgently needed. Research should be conducted to demonstrate technical feasibility and prototype hardware development during Phase I and show a path toward Phase II hardware and software demonstration and delivering an engineering development unit for NASA testing at the completion of the Phase II that could be turned into a proof-of-concept system for flight demonstration.",H7.01In-Space Manufacturing of Electronics and Avionics; H7.02In-Space Manufacturing of Precision Parts; Z3.01In-Situ Sensing of Additive Manufacturing Processes for Safety-Critical Aerospace Applications; Z3.02Advanced Metallic Materials and Processes Innovation,H7.01; H7.02; Z3.01; Z3.02,In-Space Manufacturing of Electronics and Avionics; In-Space Manufacturing of Precision Parts; In-Situ Sensing of Additive Manufacturing Processes for Safety-Critical Aerospace Applications; Advanced Metallic Materials and Processes Innovation
,Focus Area 15 Lightweight Materials Structures and Assembly / Construction,"As NASA strives to explore deeper into space than ever before lightweight structures and advanced materials have been identified as a critical need for NASA space missions. The Lightweight Materials, Structures and advanced Assembly and Construction focus area seeks innovative technologies and systems that will reduce mass, improve performance, lower cost, be more resilient and extend the life of structural systems. Improvement in all of these areas is critical to future missions. Applications include structures and materials for launch, in-space, deployable nondestructive evaluation, integrated structural health monitoring (SHM) and surface systems. Since this focus area covers a broad area of interests, specific topics and subtopics are chosen to enhance and or fill gaps in the space and exploration technology development programs as well as to complement other mission directorate structures and materials needs.Specific interests include but are not limited to:Improved performance and cost from advances in composite, metallic and ceramic material systems as well as nanomaterial and nanostructures. Improved performance and mass reduction in innovative lightweight structural systems, extreme environments structures and multifunctional/multipurpose materials and structures. Improved cost, launch mass, system resiliency and extended life time by advancing technologies to enable large structures that can be deployed, assembled/constructed, reconfigured and serviced in-space or on planetary surfaces.Improved life and risk mitigation to damage of structural systems by advancing technologies that enhance nondestructive evaluation and structural health monitoring.The specific needs and metrics for this year’s focus technology needs are requested in detail in the topic and subtopic descriptions.",H5.01Mars Surface Solar Array Structures; Z4.01In-Space Structural Assembly and Construction; Z11.01NDE Sensors; Z11.02NDE Simulation and Analysis,H5.01; Z4.01; Z11.01; Z11.02,Mars Surface Solar Array Structures; In-Space Structural Assembly and Construction; NDE Sensors; NDE Simulation and Analysis
,Focus Area 16 Ground & Launch Processing,"Ground processing technology development prepares the agency to test, process and launch the next generation of rockets and spacecraft in support of NASA’s exploration objectives by developing the necessary ground systems, infrastructure and operational approaches.This focus area seeks innovative concepts and solutions for both addressing long-term ground processing and test complex operational challenges and driving down the cost of government and commercial access to space. Technology infusion and optimization of existing and future operational programs, while concurrently maintaining continued operations, are paramount for cost effectiveness, safety assurance, and supportability.A key aspect of NASA’s approach to long term sustainability and affordability is to make test, processing and launch infrastructure available to commercial and other government entities, thereby distributing the fixed cost burden among multiple users and reducing the cost of access to space for the United States. Unlike previous work focusing on a single kind of launch vehicle such as the Saturn V rocket or the Space Shuttle, NASA is preparing common infrastructure to support several different kinds of spacecraft and rockets that are in development. Products and systems devised at a NASA center could be used at other launch sites on earth and eventually on other planets or moons.",H10.01Advanced Propulsion Systems Ground Test Technology; H10.02Improved Operations via Interface Design; H10.03Cryogenic Purge Gas Recovery and Reclamation,H10.01; H10.02; H10.03,Advanced Propulsion Systems Ground Test Technology; Improved Operations via Interface Design; Cryogenic Purge Gas Recovery and Reclamation
,Focus Area 17 Thermal Management Systems,"All spacecraft, regardless of size or power consumption, must be able to manage the flow of heat and energy. Temperatures must be maintained within design limits, whether those be cryogenic systems for science instruments, or comfortable shirt sleeve operations temperatures for crew missions. NASA seeks components for both active and passive thermal systems that collect heat, transport heat, and reject heat, or insulate components to prevent the flow of heat. These components may be designed to operate in challenging temperature ranges, and must survive mission environments such as launch, space vacuum, or planetary surfaces. They also must be highly efficient and lightweight to minimize use of launch mass and power allocations.",S3.06Thermal Control Systems; Z2.01Thermal Management,S3.06; Z2.01,Thermal Control Systems; Thermal Management
,Focus Area 18 Air Vehicle Technology,"This focus area includes tools and technologies that contribute to meeting metrics derived from a definitive set of Technical Challenges responsive to the goals of the National Aeronautics Research and Development (R&D) Policy and Plan, the National Aeronautics R&D Test and Evaluation (T&E) Infrastructure Plan (2011), and the NASA Aeronautics Strategic Implementation Plan (2015). In 2012 ARMD introduced more focused solicitations by rotating some of the subtopics every other year. The reduction in the scope of some of our solicitations does not imply a change in interest in a given year. For example, in 2014 we solicited proposals for quiet performance with an emphasis on propulsion noise reduction technology, then in 2015 we focused our quiet performance subtopic on airframe noise reduction. In 2016 we returned to quiet performance – propulsion noise reduction technology.",A1.01Structural Efficiency-Tailored Airframe & Structures; A1.02Quiet Performance - Airframe Noise Reduction; A1.03Low Emissions Propulsion and Power-Turboelectric and Hybrid Electric Aircraft Propulsion; A1.04Aerodynamic Efficiency-Active Flow Control Actuators and Design Tools; A1.05Computational Methods & Tools - High Fidelity Mesh and Geometry Tools; A1.06Vertical Lift Technology; A1.07Propulsion Efficiency-Propulsion Materials and Structures; A1.08Aeronautics Ground Test and Measurements Technologies; A1.09Vehicle Safety- Internal Situational Awareness and Response; A1.10Hypersonic Technology-Improvement in Solar Operability Predictions using Computational Algorithms,A1.01; A1.02; A1.03; A1.04; A1.05; A1.06; A1.07; A1.08; A1.09; A1.10,Structural Efficiency-Tailored Airframe & Structures; Quiet Performance - Airframe Noise Reduction; Low Emissions Propulsion and Power-Turboelectric and Hybrid Electric Aircraft Propulsion; Aerodynamic Efficiency-Active Flow Control Actuators and Design Tools; Computational Methods & Tools - High Fidelity Mesh and Geometry Tools; Vertical Lift Technology; Propulsion Efficiency-Propulsion Materials and Structures; Aeronautics Ground Test and Measurements Technologies; Vehicle Safety- Internal Situational Awareness and Response; Hypersonic Technology-Improvement in Solar Operability Predictions using Computational Algorithms
,Focus Area 19 Integrated Flight Systems,This focus area includes goals that contribute to the Integrated Aviation Systems Program’s (IASP) to demonstrate integrated concepts and technologies to a maturity level sufficient to reduce risk of implementation for stakeholders in the aviation community.,A2.01Flight Test and Measurements Technologies; A2.02Unmanned Aircraft Systems Technology,A2.01; A2.02,Flight Test and Measurements Technologies; Unmanned Aircraft Systems Technology
,Focus Area 20 Airspace Operations and Safety,"This focus area includes technologies addressing both the Airspace Operations and Safety Program (AOSP), and NASA’s ARMD Strategic Thrust #1.  AOSP is targeting system-wide operational benefits of high impact for NextGen both in the areas of airspace operations and safety management, while the Advanced Air Traffic Management System Concepts subtopic directly supports and is focused on conducting the research and development for enabling a modernized air transportation system that will achieve much greater capacity and operational efficiency while maintaining or improving safety and other performance measures.",A3.01Advanced Air Traffic Management Systems Concepts; A3.02Autonomy of the National Airspace Systems (NAS); A3.03Future Aviation Systems Safety,A3.01; A3.02; A3.03,Advanced Air Traffic Management Systems Concepts; Autonomy of the National Airspace Systems (NAS); Future Aviation Systems Safety
,Focus Area 21 Small Spacecraft Technologies,"NASA’s technology, science, exploration, and space operations organizations are identifying a growing number of potential applications for very small spacecraft. Such spacecraft can accomplish missions at a fraction of the cost of larger conventional spacecraft and can be developed quickly and more responsively. In some cases, their small size and ability to be delivered in relatively large numbers may enable mission applications not possible with larger satellites. A small spacecraft can also serve as a low-cost platform for spaceflight testing of new technologies that are appropriate for spacecraft of any size.Small spacecraft, for the purpose of this solicitation, are defined as those with a mass of 180 kilograms or less and capable of being launched into space as an auxiliary or secondary payload. Small spacecraft are not limited to Earth orbiting satellites but might also include interplanetary spacecraft, planetary re-entry vehicles, and landing craft.  Cubesats are a special category of small spacecraft and are of particular interest because launch opportunities tend to be more frequent and affordable compared to other small spacecraft, due to the standard sizes and containerization of cubesats.Specific innovations being sought in this solicitation will be outlined in the subtopic descriptions. Proposed research may focus on development of new technologies but there is particular interest in technologies that are approaching readiness for spaceflight testing.  NASA’s Small Spacecraft Technology Program will consider promising SBIR technologies for spaceflight demonstration missions and seek partnerships to accelerate spaceflight testing and commercial infusion.Some of the features that are desirable for small spacecraft technologies across all system areas are the following:Simple design.High reliability.Low cost or short time to develop.Low cost to procure flight hardware when technology is mature.Small system volume or low mass.Low power consumption in operation.Suitable for rideshare launch opportunities or storage in habitable volumes (minimum hazards).Tolerant of extreme thermal and/or radiation environments.Able to be stored in space for several years prior to use.High performance relative to existing system technology.The following references discuss some of NASA’s small spacecraft technology activities:www.nasa.gov/smallsats. Another useful reference is the Small Spacecraft Technology State of the Art Report at:http://www.nasa.gov/sites/default/files/atoms/files/small_spacecraft_technology_state_of_the_art_2015_tagged.pdf.","Z8.01Small Spacecraft Propulsion Systems; Z8.02Small Spacecraft Communication Systems; Z8.03Small Spacecraft Power and Thermal Control; Z8.04Small Spacecraft Structures, Mechanisms, and Manufacturing; Z8.05Small Spacecraft Avionics and Control; Z9.01Small Launch Vehicle Technologies and Demonstrations",Z8.01; Z8.02; Z8.03; Z8.04; Z8.05; Z9.01,"Small Spacecraft Propulsion Systems; Small Spacecraft Communication Systems; Small Spacecraft Power and Thermal Control; Small Spacecraft Structures, Mechanisms, and Manufacturing; Small Spacecraft Avionics and Control; Small Launch Vehicle Technologies and Demonstrations"
,Focus Area 22 International Space Station (ISS) Utilization,"The Human Exploration and Operations Mission Directorate (HEOMD) provides mission critical space exploration services to both NASA customers and to other partners within the U.S. and throughout the world: operating the International Space Station (ISS); ensuring safe and reliable access to space; maintaining secure and dependable communications between platforms across the solar system; and ensuring the health and safety of astronauts.  Additionally, the HEOMD is chartered with the development of the core transportation elements, key systems, and enabling technologies required for beyond-Low Earth Orbit (LEO) human exploration that will provide the foundation for the next half-century of American leadership in space exploration.  In this topic area, NASA is seeking technologies that address how to improve and lower costs related to use of flight assets;  maximize the utilization of the ISS for in-situ research;  and utilize the ISS as a platform for in-space commercial science and technology opportunities.NASA seeks to accomplish these objectives by achieving following goals:Investing in the near- and mid-term development of highly-desirable system and technologies that provide innovative ways to leverage existing ISS facilities for new scientific payloads.Increasing investments in Human Operations and research to prepare for long-duration missions in deep space.Enabling U.S. commercial spaceflight opportunities and technology development to support the commercialization of low Earth orbit.Through the potential projects spurred by this topic, NASA hopes to incorporate SBIR-developed technologies into current and future systems to contribute to the expansion of humanity across the solar system while providing continued cost effective ISS operations and utilization for its customers, with a high standard of safety, reliability, and affordability.",H8.01ISS Utilization and Microgravity Research,H8.01,ISS Utilization and Microgravity Research
