Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
Science,Topic S2 Advanced Telescope Systems,"
 The NASA Science Missions Directorate seeks technology for cost-effective high-performance advanced space telescopes for astrophysics and Earth science. Astrophysics applications require large aperture light-weight highly reflecting mirrors, deployable large structures and innovative metrology, control of unwanted radiation for high-contrast optics, precision formation flying for synthetic aperture telescopes, and cryogenic optics to enable far infrared telescopes. A few of the new astrophysics telescopes and their subsystems will require operation at cryogenic temperatures as cold a 4-degrees Kelvin. This topic will consider technologies necessary to enable future telescopes and observatories collecting electromagnetic bands, ranging from UV to millimeter waves, and also include gravity waves. The subtopics will consider all technologies associated with the collection and combination of observable signals. Earth science requires modest apertures in the 2 to 4 meter size category that are cost effective. New technologies in innovative mirror materials, such as silicon, silicon carbide and nanolaminates, innovative structures, including nanotechnology, and wavefront sensing and control are needed to build telescope for Earth science that have the potential to cost between $50 to $150M.",S2.01Precision Spacecraft Formations for Telescope Systems; S2.02Proximity Glare Suppression for Astronomical Coronagraphy; S2.03Precision Deployable Optical Structures and Metrology; S2.04Advanced Optical Component Systems; S2.05Optics Manufacturing and Metrology for Telescope Optical Surfaces,S2.01; S2.02; S2.03; S2.04; S2.05,Precision Spacecraft Formations for Telescope Systems; Proximity Glare Suppression for Astronomical Coronagraphy; Precision Deployable Optical Structures and Metrology; Advanced Optical Component Systems; Optics Manufacturing and Metrology for Telescope Optical Surfaces
Science,Topic S3 Spacecraft and Platform Subsystems,"
 The Science Mission Directorate will carry out the scientific exploration of our Earth, the planets, moons, comets, and asteroids of our Solar System and beyond. SMD's future direction will be moving away from exploratory missions (orbiters and flybys) into more detailed/specific exploration missions that are at or near the surface (landers, rovers, and sample returns) or at more optimal observation points in space. These future destinations will require new vantage points, or would need to integrate or distribute capabilities across multiple assets. Future destinations will also be more challenging to get to, have more extreme environmental conditions and challenges once the spacecraft gets there, and may be a challenge to get a spacecraft or data back from. A major objective of the NASA science spacecraft and platform subsystems development efforts are to enable science measurement capabilities using smaller and lower cost spacecraft to meet multiple mission requirements thus making the best use of our limited resources. To accomplish this objective, NASA is seeking innovations to significantly improve subsystem capabilities while reducing the mass and cost, that would in turn enable increased scientific return for future NASA missions. 

 A spacecraft bus is made up of many subsystems like: propulsion; thermal control; power and power distribution; attitude control; telemetry command and control; transmitters/antenna; computers/on-board processing/software; and structural elements. This topic area addresses the future needs in many of these sub-system areas, as well as their application to specific spacecraft and platform needs. Innovations for 2010 are sought in the areas of: 

   Command and Data Handling, and Instrument Electronics 
 Thermal Control Systems 
 Power Generation and Conversion 
 Propulsion Systems 
 Power Management and Storage 
 Guidance, Navigation and Control 
 Planetary Ascent Vehicles (non-Earth) 
 Unmanned Aircraft and Sounding Rocket Technologies 
 Terrestrial and Planetary Balloons 
 Earth Entry Vehicle Systems 


 Significant changes to the S3 Topic for 2010 are: 

   Consolidation of spacecraft and platform related technologies from S4 Low-cost Small Spacecraft and Technologies into the applicable S3 Subtopics for a more integrated approach to spacecraft and platform subsystems technology development spanning from small to large spacecraft. 
  Merged the 2009 subtopics of S3.01 Command, Data Handling, and Electronics, S3.07 Sensor and Platform Data Processing and Control, O1.01 Coding, Modulation, and Compression, and related content from the S4 Topic into a single Command and Data Handling, and Instrument Electronics subtopic. 
  Merged the 2009 subtopics of Terrestrial Balloons with Planetary Balloons (from S5) into a single subtopic for balloon technologies. 
  Added a new Earth Entry Vehicle Systems subtopic. 


 The following references discuss some of NASA's science mission and technology needs: 

   The Astrophysics Roadmap: http://nasascience.nasa.gov/about-us/science-strategy 
 The Earth Science Decadal Survey: http://books.nap.edu/catalog.php?record_id=11820(link is external)
 The Heliophysics roadmap: ""The Solar and Space Physics of a New Era: Recommended Roadmap for Science and Technology 2009­2030"": http://sec.gsfc.nasa.gov/2009_Roadmap.pdf 
 The 2003 solar system exploration decadal survey titled a ""New Frontiers in the Solar System: An Integrated Exploration Strategy."" http://www.nap.edu/catalog.php?record_id=10432(link is external) 
 The 2009-2010 Planetary Science Decadal Survey is currently ongoing and due in 2011. This decadal survey is considering technology needs. http://sites.nationalacademies.org/SSB/CurrentProjects/ssb_052412(link is external) 
 The 2006 Solar System Exploration Roadmap: http://nasascience.nasa.gov/about-us/science-strategy","S3.01Command, Data Handling, and Electronics; S3.02Thermal Control Systems; S3.03Power Generation and Conversion; S3.04Propulsion Systems; S3.05Power Management and Storage; S3.06Guidance, Navigation and Control; S3.07Terrestrial and Planetary Balloons; S3.08Planetary Ascent Vehicles; S3.09Unmanned Aircraft and Sounding Rocket Technologies; S3.10Earth Entry Vehicle Systems",S3.01; S3.02; S3.03; S3.04; S3.05; S3.06; S3.07; S3.08; S3.09; S3.10,"Command, Data Handling, and Electronics; Thermal Control Systems; Power Generation and Conversion; Propulsion Systems; Power Management and Storage; Guidance, Navigation and Control; Terrestrial and Planetary Balloons; Planetary Ascent Vehicles; Unmanned Aircraft and Sounding Rocket Technologies; Earth Entry Vehicle Systems"
Science,Topic S4 Low-Cost Small Spacecraft and Technologies,"
 This subtopic is targeted at the development of technologies and systems, which can enable the realization of small spacecraft science missions. While small spacecraft have the benefit of reduced launch costs by virtue of their lower mass, they may be currently limited in performance and their capacity to provide on-orbit resources to payload and instrument systems. With the incorporation of smaller bus technologies, launch costs, as well as total life cycle costs, can continue to be reduced, while still achieving and expanding NASA's mission objectives. 

 The Low-Cost Small Spacecraft and Technologies category is focused on the identification and development of specific key spacecraft technologies primarily in the areas of integrated avionics, attitude determination and control including de-orbit technologies, and spacecraft power generation and management. The primary thrust of this topic is directed at reducing the footprint and resources that these bus subsystems require (size, weight, and power), allowing more of these critical resources to be shifted to payload and instrument systems, and to further reduce the overall launch mass and volume requirements for small spacecraft. 

 Note that related topics of interest to S4 Low-cost Small Spacecraft and Technologies may be found in other areas of the solicitation: S3.01 Command, Data Handling and Electronics; S3.03 Power Generation and Conversion; and S3.05 Power Management and Storage. 

 Proposals should show an understanding of one or more relevant science needs, and present a feasible plan to fully develop a technology and infuse it into a NASA program. 

 Research should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware and/or software demonstration, and when possible, deliver a demonstration unit or software package for NASA testing at the completion of the Phase II contract.",S4.01De-orbit Devices/Technologies for Small Spacecraft; S4.02Miniature Integrated Payload Suites,S4.01; S4.02,De-orbit Devices/Technologies for Small Spacecraft; Miniature Integrated Payload Suites
Science,Topic S5 Robotic Exploration Technologies,"
 NASA is pursuing technologies to enable robotic exploration of the Solar System including its planets, their moons, and small bodies. NASA has a development program that includes technologies for the atmospheric entry, descent, and landing, mobility systems, extreme environments technology, sample acquisition and preparation for in situ experiments, and in situ planetary science instruments. Robotic exploration missions that are planned include a Europa Jupiter System mission, Titan Saturn System mission, Venus In Situ Explorer, sample return from Comet or Asteroid and lunar south polar basin and continued Mars exploration missions launching every 26 months including a network lander mission, an Astrobiology Field Laboratory, a Mars Sample Return mission and other rover missions. Numerous new technologies will be required to enable such ambitious missions. The solicitation for in situ planetary instruments can be found in the in situ instruments section of this solicitation. See URL: http://solarsystem.nasa.gov/missions/index.cfm for mission information. See URL: http://marsprogram.jpl.nasa.gov/ for additional information on Mars Exploration.","S5.01Planetary Entry, Descent and Landing Technology; S5.02Sample Collection, Processing, and Handling; S5.03Surface and Subsurface Robotic Exploration; S5.04Rendezvous and Docking Technologies for Orbiting Sample Capture; S5.05Extreme Environments Technology; S5.06Planetary Protection",S5.01; S5.02; S5.03; S5.04; S5.05; S5.06,"Planetary Entry, Descent and Landing Technology; Sample Collection, Processing, and Handling; Surface and Subsurface Robotic Exploration; Rendezvous and Docking Technologies for Orbiting Sample Capture; Extreme Environments Technology; Planetary Protection"
Science,Topic S6 Information Technologies,"
NASA Missions and Programs create a wealth of science data and information that are essential to understanding our earth, our solar system and the universe. Advancements in information technology will allow many people within and beyond the Agency to more effectively analyze and apply this data to create knowledge. In particular, modeling and simulation are being used more pervasively throughout NASA, for both engineering and science pursuits, than ever before. These are tools that allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, and provide visualizations of datasets that are extremely large and complicated. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Information technology is also being used to allow better access to science data, more effective and robust tools for analyzing and manipulating data, and better methods for collaboration between scientists or other interested parties. The desired end result is to see that NASA science information be used to generate the maximum possible impact to the nation: to advance scientific knowledge and technological capabilities, to inspire and motivate the nation's students and teachers, and to engage and educate the public.",S6.01Technologies for Large-Scale Numerical Simulation; S6.02Earth Science Applied Research and Decision Support; S6.03Algorithms for Science Data Processing and Analysis; S6.04Science Data Discovery in Extremely Large Data Environments; S6.05Software Engineering Tools for Scientific Models,S6.01; S6.02; S6.03; S6.04; S6.05,Technologies for Large-Scale Numerical Simulation; Earth Science Applied Research and Decision Support; Algorithms for Science Data Processing and Analysis; Science Data Discovery in Extremely Large Data Environments; Software Engineering Tools for Scientific Models
Exploration Systems,Topic X1 In Situ Resource Utilization,"
 The purpose of In-Situ Resource Utilization (ISRU) is to harness and utilize resources at the site of exploration to create products and services, which can enable and significantly reduce the mass, cost, and risk of near-term and long-term space exploration. the ability to make propellants, life support consumables, fuel cell reagents, and radiation shielding can significantly reduce the cost, mass, and risk of sustained human activities beyond Earth. The ability to modify the landscape for safer landing and transfer of payloads, creation of habitat and power infrastructure, and extraction of resources for construction, power, and in-situ manufacturing can also enable long-term, sustainable exploration of the solar system. Since ISRU can be performed wherever resources may exist, both natural and discarded, ISRU systems will need to operate in a variety of environments and gravitations. Also, because ISRU systems and operations have never been demonstrated before in missions, it is important that ISRU concepts and technologies be evaluated under relevant conditions (gravity, environment, and vacuum) as well as anchored through modeling to regolith/soil and environmental conditions. While the discipline of ISRU can encompass a large variety of different concept areas, resources, and products, the ISRU Topic has been divided into two subtopics dealing with the fundamental difference in technologies associated with solid in-situ material handling and processing versus gaseous and gaseous/solid processing. An attempt was made to minimize the potential overlap in technologies and processes between the two subtopics.","X1.01Regolith/Soil Transfer, Handling, & Processing of Extraterrestrial Material; X1.02Gas, Liquid, and Solid Processing to Produce Oxygen and Fuels from In-Situ Resources",X1.01; X1.02,"Regolith/Soil Transfer, Handling, & Processing of Extraterrestrial Material; Gas, Liquid, and Solid Processing to Produce Oxygen and Fuels from In-Situ Resources"
Exploration Systems,Topic X2 Advanced Propulsion,"
 Human Exploration require advances in propulsion to get to the moon, Mars, and beyond. A major thrust of this research and development activity will be related to space launch propulsion technologies. This effort will include first stage engine development, non-toxic in-space engine demonstrations, and foundational propulsion research in areas such as new or largely untested propellants that can result in more capable and less expensive future rockets. NASA is interested in conducting foundational research to study the requirements and potential designs for advanced high-energy in-space propulsion systems to support exploration and to reduce travel time. These technologies could include nuclear propulsion and electric propulsion.",X2.01Earth-to-Orbit Propulsion; X2.02Non-Toxic In-Space Propulsion; X2.03Nuclear Thermal Propulsion; X2.04Electric Propulsion Systems,X2.01; X2.02; X2.03; X2.04,Earth-to-Orbit Propulsion; Non-Toxic In-Space Propulsion; Nuclear Thermal Propulsion; Electric Propulsion Systems
Exploration Systems,Topic X3 Life Support and Habitation Systems,"
 Life support and habitation encompasses the process technologies and equipment necessary to provide and maintain a livable environment within the pressurized cabin of crewed spacecraft. Functional areas of interest to this solicitation include thermal control and ventilation, atmosphere resource management and particulate control, water recovery systems, solid waste management, habitation systems, environmental monitoring and fire protection systems. Technologies must be directed at long duration missions in microgravity, including earth orbit and planetary transit. Requirements include operation in microgravity and compatibility with cabin atmospheres of up to 34% O2 by volume and pressures ranging from 1 atmosphere to as low as 7.6 psia. Systems external to the spacecraft will be at vacuum. Special emphasis is placed on developing technologies that will fill existing gaps, reduce requirements for consumables and other resources including mass, power, volume and crew time, and which will increase safety and reliability with respect to the state-of-the-art. Non-venting processes may be of interest for technologies that have future applicability to planetary protection. Results of a Phase I contract should show feasibility of the technology and approach. A resulting Phase II contract should lead to development, evaluation and delivery of prototype hardware. Specific technologies of interest to this solicitation are addressed in each subtopic.",X3.01Process Technologies for Life Support System Loop Closure; X3.02Human Accommodations and Interfaces with Spacecraft Life Support; X3.03Monitoring and Control for Spacecraft Environmental Quality and Fire Protection; X3.04Thermal Control Systems for Human Spacecraft,X3.01; X3.02; X3.03; X3.04,Process Technologies for Life Support System Loop Closure; Human Accommodations and Interfaces with Spacecraft Life Support; Monitoring and Control for Spacecraft Environmental Quality and Fire Protection; Thermal Control Systems for Human Spacecraft
Exploration Systems,Topic X4 Extra-Vehicular Activity Technology,"
 Advanced Extra Vehicular Activity (EVA) systems are necessary for the successful support of the International Space Station (ISS) beyond 2020 and future human space exploration missions. Advanced EVA systems include the space suit pressure garment, airlocks, the Portable Life Support System (PLSS), Avionics and Displays, and EVA Integrated Systems. Future human space exploration missions will require innovative approaches for maximizing human productivity and for providing the capability to perform useful tasks, such as assembling and servicing large in-space systems and exploring surfaces of the Moon, Mars, and small bodies. Top level requirements include reduction of system weight and volume, low or non-consuming systems, increased hardware reliability, durability, operating life, increased human comfort, and less restrictive work performance in the space environment. All proposed Phase I research must lead to specific Phase II experimental development that could be integrated into a functional EVA system.","X4.01Space Suit Pressure Garment and Airlock Technologies; X4.02Space Suit Life Support Systems; X4.03Space Suit Radio, Displays, Cameras, and Integrated Systems",X4.01; X4.02; X4.03,"Space Suit Pressure Garment and Airlock Technologies; Space Suit Life Support Systems; Space Suit Radio, Displays, Cameras, and Integrated Systems"
Exploration Systems,Topic X5 Lightweight Spacecraft Materials and Structures,"
 The SBIR topic area of Lightweight Spacecraft Materials and Structures centers on developing lightweight expandable structures, advanced manufacturing technologies for metallic and composite materials, structural sensoring techniques, in-situ non-destructive evaluation systems, and low-temperature mechanisms. Applications are expected to include space exploration vehicles including launch vehicles, crewed vehicles, and surface and habitat systems.

 The area of expandable structures solicits innovative concepts to support the development of lightweight-structure technologies that would be viable solutions to high packaging efficiency and increasing the usable primary pressurized volume in habitats, airlocks, and other crewed vessels. Technologies are needed to minimize launch mass, size and costs, while maintaining the required structural performance for loads and environments. 

 Advanced fabrication and manufacturing of lightweight structures focuses on the development of metallic alloys and hybrid materials, processing and fabrication technologies related to near-net shape forming. The goal is to reduce structural weight, assembly steps, and minimize welds, resulting in increased reliability and reduced cost. Research should evaluate material compatibility with forming methods and establish fundamental microstructure/processing/property correlations to guide full-scale fabrication. Laboratory scale test methods are needed to accurately simulate the deformation modes experienced in large-scale manufacturing. 

 Polymer matrix composite (PMC) materials have been identified as a critical need for launch and in-space vehicles. The reduction of structural mass translates directly to additional performance, increased payload mass and reduced cost. PMC materials are also critical for other structures, such as cryogenic propellant tanks. Advances in PMC materials, automated manufacturing processes, non-autoclave curing methods, advances in damage-tolerant/repairable structures, and PMC materials with high resistance to microcracking at cryogenic temperatures are sought. The objective is to advance technology readiness levels of PMC materials and manufacturing for launch vehicle and in-space applications resulting in structures having affordable, reliable, and predictable performance.

 Practical modular structural sensor systems and NDE technologies are sought for spaceflight missions. Smart, lightweight, low-volume, and stand-alone sensor systems should reduce the complexities of standard wires and connectors and enable sensing in locations not normally accessible. NDE sensor system technology should include modular, low-volume systems and have the ability to perform inspections with minimal human interaction. Systems need to provide the location and extent of damage with the minimal data transfer between the flight system and Earth. Mission application areas include space transportation vehicles, pressure vessels, ISS modules, inflatable structures, EVA suits, MMOD shields, and thermal protection structures. 

 Low-temperature mechanism technology is being developed for reliable and efficient operation of mechanisms in low temperature environments at -230°C and sustained performance thru temperature cycles of -230°C to +120°C. The goal is to enhance operation of mechanized parts by lowering the operating temperature of the component, and by improving performance at cold conditions under vacuum over the life of the mechanism. The targeted application of the technology is to provide for operation of motors and drive systems, lubricated mechanisms, and actuators of rovers, mobility systems, and robotic mechanisms. 

 Research under this topic should be conducted to demonstrate technical feasibility during Phase I and show a path toward a Phase II hardware demonstration, and when possible, deliver a full-scale demonstration unit for functional and environmental testing at the completion of the Phase II contract.",X5.01Expandable Structures; X5.02Advanced Fabrication and Manufacturing of Metallic and Hybrid Materials for Lightweight Structures; X5.03Manufacturing of Polymer Matrix Composite (PMC) Structures; X5.04Spaceflight Structural Sensor Systems and NDE; X5.05Low Temperature Mechanisms,X5.01; X5.02; X5.03; X5.04; X5.05,Expandable Structures; Advanced Fabrication and Manufacturing of Metallic and Hybrid Materials for Lightweight Structures; Manufacturing of Polymer Matrix Composite (PMC) Structures; Spaceflight Structural Sensor Systems and NDE; Low Temperature Mechanisms
Exploration Systems,Topic X6 Autonomous Systems and Avionics,"
 NASA invests in the development of advanced avionics, automation software, integrated system health management, and robust software technology capabilities for the purpose of enabling complex missions and technology demonstrations. The avionics and software elements requested within this topic are critical to enhancing flight system functionality, reducing system vulnerability to extreme radiation and thermal environments, reducing system risk, and increasing autonomy and system reliability through processes, operations, and system management. As a cross-cutting technology area, avionics and software are applicable to broad areas of technology emphasis, including heavy lift launch vehicle technologies, robotic precursor platforms, utilization of the International Space Station, and flagship technology demonstrations performed to enable long duration space missions. All of these flight applications will require unique advances in avionic and software technologies such as integrated systems health management, autonomous systems for the crew and mission operations, radiation hardened processors, and reliable, dependable software. Exploration requires the best of the nation's technical community to step up to providing the technologies, engineering, and systems to regain the frontiers of the Moon, to extend our reach to Mars, and to explore the beyond.",X6.01Automation for Vehicle and Crew Operations; X6.02Radiation Hardened/Tolerant and Low Temperature Electronics and Processors,X6.01; X6.02,Automation for Vehicle and Crew Operations; Radiation Hardened/Tolerant and Low Temperature Electronics and Processors
Exploration Systems,Topic X7 Human-Robotic Systems,"
 This call for technology development is in direct support of the Exploration Systems Mission Directorate (ESMD). The purpose of this research is to develop component and subsystem level technologies to support robotic precursor exploration missions. To that end, it is the intent of this Topic to capitalize on advanced technologies that allow humans and robots to interact seamlessly and significantly increase their efficiency and productivity in space. The objective is to produce new technologies that will reduce the total mass-volume-power of equipment and materials required to support both short and long duration planetary missions. The proposals must focus on component and subsystem level technologies in order to maximize the return from current SBIR funding levels and timelines. Doing so increases the likelihood of successfully producing a technology that can be readily infused into existing robotic system designs. This research focuses on technology development for the critical functions that will ultimately enable surface exploration for the advancement of scientific research. Surface exploration begins with short duration missions to establish a foundation, which leads to extensible functional capabilities. Successive buildup missions establish a continuous operational platform from which to conduct scientific research while on the planetary surface. Reducing risk and ensuring mission success depends on the coordinated interaction of many functional surface systems including power, communications infrastructure, mobility and ground operations. This topic addresses technology needs associated with planetary surface systems infrastructure, interaction of humans and machines, mobility systems, payload and resource handling, and mitigation of environmental contaminations.",X7.01Robotic Systems for Human Exploration,X7.01,Robotic Systems for Human Exploration
Exploration Systems,Topic X8 High-Efficiency Space Power Systems,"
 This topic solicits technology development for high-efficiency power systems to be used for the human exploration of space. Technologies applicable to both space exploration and clean and renewable energy for terrestrial applications are of particular importance. Power system needs include: electric energy generation and storage for human-rated vehicles, electrical energy generation for in-space propulsion systems, and electric energy generation, storage, and transmission for planetary and lunar surface applications. Technology development is sought in: Electrochemical systems including fuel cells and electrolyzers; Battery technology including components for improved performance and safety; Nuclear power systems including fission and radioisotope power generation; Photovoltaic power generation including solar cell, blanket/component and array technology; Power conversion and management technologies including solar dynamic and high conversion efficiency thermodynamic systems; reliable, radiation tolerant devices, and wireless power transmission.","X8.01Fuel Cells and Electrolyzers for Space Applications; X8.02Advanced Space-Rated Batteries; X8.03Space Nuclear Power Systems; X8.04Advanced Photovoltaic Systems; X8.05Advanced Power Conversion, Management, and Distribution (PMAD) for High Power Space Exploration Applications",X8.01; X8.02; X8.03; X8.04; X8.05,"Fuel Cells and Electrolyzers for Space Applications; Advanced Space-Rated Batteries; Space Nuclear Power Systems; Advanced Photovoltaic Systems; Advanced Power Conversion, Management, and Distribution (PMAD) for High Power Space Exploration Applications"
Exploration Systems,"Topic X9 Entry, Descent, and Landing (EDL) Technology","
 The Thermal Protection System (TPS) protects a spacecraft from the severe heating encountered during hypersonic flight through a planetary atmosphere. In general, there are two classes of TPS: reusable and ablative. Typically, reusable TPS applications are limited to relatively mild entry environments like that of Space Shuttle. No change in the mass or properties of the TPS material results from entry with a significant amount of energy being re-radiated from the heated surface and the remainder conducted into the TPS material. Typically, a surface coating with high emissivity (to maximize the amount of energy re-radiated) and with low surface catalycity (to minimize convective heating by suppressing surface recombination of dissociated boundary layer species) is employed. The primary insulation has low thermal conductivity to minimize the mass of material required to insulate the primary structure. Ablative TPS materials, in contrast, accommodate high heating rates and heat loads through phase change and mass loss. All NASA planetary entry probes to date have used ablative TPS. Most ablative TPS materials are reinforced composites employing organic resins as binders. When heated, the resin pyrolyzes producing gaseous products that are heated as they percolate toward the surface thus transferring some energy from the solid to the gas. Additionally, the injection of the pyrolysis gases into the boundary layer alters the boundary layer properties resulting in reduced convective heating. However, the gases may undergo chemical reactions with the boundary layer gases that could return heat to the surface. Furthermore, chemical reactions between the surface material and boundary layer species can result in consumption of the surface material leading to surface recession. Those reactions can be endothermic (vaporization, sublimation) or exothermic (oxidation) and will have an important impact on net energy to the surface. Clearly, in comparison to reusable TPS materials, the interaction of ablative TPS materials with the surrounding gas environment is much more complex as there are many more mechanisms to accommodate the entry heating. NASA has successfully tackled the complexity of thermal protection systems for numerous missions to inner and outer planets in our solar system in the past; the knowledge gained has been invaluable but incomplete. Future missions will be more demanding. Better performing ablative TPS than currently available is needed to satisfy requirements of the most severe missions, e.g., Mars Landing with 8 km/s entry and Mars Sample Return with 12-15 km/s Earth entry. Beyond the improvement needed in ablative TPS materials, more demanding future missions such as large payload missions to Mars will require novel entry system designs that consider different vehicle shapes, deployable or inflatable configurations and integrated approaches of TPS materials with the entry system sub-structure.",X9.01Ablative Thermal Protection Systems; X9.02Advanced Integrated Hypersonic Entry Systems,X9.01; X9.02,Ablative Thermal Protection Systems; Advanced Integrated Hypersonic Entry Systems
Exploration Systems,Topic X10 Cryogenic Propellant Storage and Transfer,"
 The Exploration Systems architecture presents cryogenic storage, distribution, and fluid handling challenges that require new technologies to be developed. Reliable knowledge of low-gravity cryogenic fluid management behavior is lacking and yet is critical for future manned and robotic exploration in the areas of storage, distribution, and low-gravity propellant management. Additionally, Earth-based and planetary surface missions will require success in storing and transferring liquid and gas commodities in applications. Some of the technology challenges are for long-term space use cryogenic propellant storage and distribution; cryogenic fluid ground processing and fluid conditioning; liquid hydrogen and liquid oxygen liquefaction processes on the lunar surface. Furthermore, specific technologies are required in valves, regulators, instrumentation, modeling, mass gauging, cryocoolers, and passive and active thermal control techniques. The technical focus for component technologies are for accuracy, reduced mass, minimal heat leak, minimal leakage, and minimal power consumption. The anticipated technologies proposed are expected to increase safety, reliability, economic efficiency over current state-of-the-art cryogenic system performance, and are capable of being made flight qualified and/or certified for the flight systems and dates to meet Exploration Systems mission requirements.",X10.01Cryogenic Fluid Management Technologies,X10.01,Cryogenic Fluid Management Technologies
Exploration Systems,Topic X11 Exploration Crew Health Capabilities,"
 Human space flight is associated with losses in muscle strength, bone mineral density and aerobic capacity. Crewmembers returning from the International Space Station (ISS) can lose as much as 10-20% of their strength in weight bearing and postural muscles. Likewise, bone mineral density is decreased at a rate of ~1% per month. During future exploration missions such physiological decrements represent the potential for a significant loss of human performance which could lead to mission failure and/or a threat to crewmember health and safety. The ability to perform motion capture and kinematic analysis on-orbit to understand the similarities and differences of exercising in microgravity, estimate the physical cost of exploration tasks, monitor crew health and fitness, and to provide effective hardware for exercise countermeasures use will be valuable in supporting safe and successful space exploration. In this solicitation, Exercise Systems is seeking technologies to enable 3-D kinematic analysis of exercise sessions in-flight, and analyzed by research teams on the ground. Visit the following for additional information: http://hacd.jsc.nasa.gov/projects/ecp.cfm, http://hacd.jsc.nasa.gov/projects/eva.cfm.   
",X11.01Crew Exercise System,X11.01,Crew Exercise System
Exploration Systems,Topic X12 Exploration Medical Capability,"
 Further human exploration of the solar system will present significant new challenges to crew health including hazards created by traversing the terrain of lunar or planetary surfaces and the effects of variable gravity environments. The limited communications with ground-based personnel for diagnosis and consultation of medical events creates additional challenges. Providing health care capabilities for the moon and mars will require the definition of new medical requirements and development of technologies to ensure the safety and success of Exploration missions, pre-, in-, and post-flight. This SBIR Topic addresses some key medical technology and gaps that NASA will need to solve in order to proceed with exploration missions.",X12.01Spaceflight Auscultation Capability; X12.02Quantifying Bone Degradation with High Resolution Ultrasound; X12.03Lab to Marketplace: Commercializing Spaceflight Biomedical and Behavioral Research Tools; X12.04Batteries for Oxygen Concentrators,X12.01; X12.02; X12.03; X12.04,Spaceflight Auscultation Capability; Quantifying Bone Degradation with High Resolution Ultrasound; Lab to Marketplace: Commercializing Spaceflight Biomedical and Behavioral Research Tools; Batteries for Oxygen Concentrators
Exploration Systems,Topic X13 Behavioral Health and Performance,"
 The Behavioral Health and Performance topic is interested in developing strategies, tools, and technologies to mitigate Behavioral Health and Performance risks. The Behavioral Health and Performance topic is seeking tools and technologies to prevent performance degradation, human errors, or failures during critical operations resulting from: fatigue or work overload; deterioration of morale and motivation; interpersonal conflicts or lack of team cohesion, coordination, and communication; team and individual decision-making; performance readiness factors (fatigue, cognition, and emotional readiness); and behavioral health disorders. For 2010, the Behavioral Health and Performance topic is interested in the following technologies: Unobtrusive behavioral health monitoring tools: specifically a tool(s) which would monitor physiological markers of stress and emotional states. Proposals should respond in this area:  http://humanresearch.jsc.nasa.gov/elements/bhp/asp, http://www.nsbri.org/Research/Psycho.html(link is external).",X13.01Behavioral Health Monitoring Tools,X13.01,Behavioral Health Monitoring Tools
Exploration Systems,Topic X14 Space Human Factors and Food Systems,"
 The emphasis on developing new, innovative technologies to enable future Space Exploration encompasses a need for new approaches in the areas of Space Human Factors and Food Systems. Operations in confined, isolated, and foreign environments can lead to impairments of human performance. Research and development activities in this topic address challenges that are fundamental to design, development, and operation of the next generation crewed space vehicles. These challenges include: (1) technologies to unobtrusively and non-invasively measure crew task performance in real time, and (2) a need to develop, evaluate, and deliver food technologies for human spacecraft that allow for food processing or preparation in a reduced gravity and reduced pressure environment to support crews on missions beyond low earth orbit, and efficiently balance vehicle resources such as mass, volume, water, air, waste, power, and crew time.
http://humanresearch.jsc.nasa.gov/elements/smo/docs/shfh_evidence_report_summary.pdf,

http://hefd.jsc.nasa.gov/aft.htm",X14.01Technologies for Non-Invasive Measurement and Analysis of Human Task Performance; X14.02Advanced Food Technologies,X14.01; X14.02,Technologies for Non-Invasive Measurement and Analysis of Human Task Performance; Advanced Food Technologies
Exploration Systems,Topic X15 Space Radiation,"
 The goal of the NASA Space Radiation Research Program is to assure that we can safely live and work in the space radiation environment, anywhere, any time. Space radiation is different from forms of radiation encountered on Earth. Radiation in space consists of high-energy protons, heavy ions and secondary products created when the protons and heavy ions interact with matter such as a spacecraft, surface of a planet, moon or asteroid. NASA requires instruments that can reliably measure these radiations. For exploration class missions, there is extraordinary premium on compact and reliable active radiation detection systems to meet very stringent size and power requirements. NASA needs compact, low power, active monitors that can measure charged particle spectrum and flux separately from neutrons and other radiations. NASA also needs compact active neutron spectrometers that can measure the neutron component of the dose separate from the charged particles. Advanced technologies up to technology readiness level (TRL) 4 are requested in the following areas: Charged particle spectrometer that is capable of measuring charge and energy spectra of ions with energies, linear energy transfer (LET) characteristics, and dose-rate parameters specified here. Neutron spectrometer that is capable of measuring neutrons with energies, dose rates, and other performance parameters specified here.",X15.01Active Charged Particle and Neutron Measurement,X15.01,Active Charged Particle and Neutron Measurement
