Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
Science,Topic S5 Instrument Technologies for Solar Science,"
 We live in the extended atmosphere of an active star. While sunlight enables and sustains life, the Sun's variability produces streams of high energy particles and radiation that can harm life or alter its evolution. Under the protective shield of a magnetic field and atmosphere, the Earth is an island in the Universe where life has developed and flourished. The origins and fate of life on Earth are intimately connected to the way the Earth responds to the Sun's variations. Understanding the Sun, Heliosphere, and Planetary Environments as a single connected system is the goal of the Science Mission Directorate's Heliophysics Research Program. In addition to solar processes, our domain of study includes the interaction of solar plasma and radiation with Earth, the other planets, and the Galaxy. By analyzing the connections between the Sun, solar wind, planetary space environments, and our place in the Galaxy, we are uncovering the fundamental physical processes that occur throughout the Universe. Understanding the connections between the Sun and its planets will allow us to predict the impacts of solar variability on humans, technological systems, and even the presence of life itself. There are three primary objectives that define the multi-decadal studies needed: 

   To understand the changing flow of energy and matter throughout the Sun, Heliosphere, and Planetary Environments; 
 To explore the fundamental physical processes of space plasma systems; and
 To define the origins and societal impacts of variability in the Earth-Sun System.


 A combination of interrelated elements is used to achieve these objectives. They include complementary missions of various sizes; timely development of enabling and enhancing technologies; and acquisition of knowledge through research, analysis, theory, and modeling.",S5.01Voltage Supplies and Charge Amplifiers  for Solar Science Missions; S5.02Sensors for Measurement of Particles and Fields,S5.01; S5.02,Voltage Supplies and Charge Amplifiers  for Solar Science Missions; Sensors for Measurement of Particles and Fields
Science,Topic S6 Earth Science Instrument and Sensor Technology,"
 NASA's Earth Science (ES) Division is committed to studying how our global environment is changing. Using the unique perspective available from spaceborne and airborne platforms, NASA is observing, documenting, and assessing large-scale environmental processes with emphasis on atmospheric composition, climate, carbon cycle and ecosystems, the Earth's surface and interior, the water and energy cycles, and weather. A major objective of ES instrument development programs is to implement science measurement capabilities with small or more affordable spacecraft so development programs can meet multiple mission needs and therefore make the best use of limited resources. The rapid development of small, low-cost remote sensing and in situ instruments is essential to achieving this objective. Consequently, the objective of this SBIR topic is to develop and demonstrate instrument component and subsystem technologies that reduce the risk, cost, size, and development time of Earth observing instruments and to enable new Earth observations measurements. The following subtopics are concomitant with this objective and are organized by measurement technique. For more on science and technology needs, visit http://estips.nasa.gov.",S6.01Passive Optics and Stepping Motors for Spaceborne and Airborne Platforms; S6.02Lidar System Components for Sapceborne and Airborne Platforms; S6.03Earth In Situ Sensors; S6.04Passive Microwave; S6.05Active Microwave,S6.01; S6.02; S6.03; S6.04; S6.05,Passive Optics and Stepping Motors for Spaceborne and Airborne Platforms; Lidar System Components for Sapceborne and Airborne Platforms; Earth In Situ Sensors; Passive Microwave; Active Microwave
Science,Topic S7 Science Spacecraft Systems Technology,"
 The Science Mission Directorate will carry out the scientific exploration of our Earth, and the planets, moons, comets, and asteroids of our Solar System and beyond; chart the best route of discovery; and reap the benefits of Earth and space exploration for society. A major objective of the NASA science spacecraft systems development programs is to implement science measurement capabilities with small or more affordable spacecraft so development programs can meet multiple mission needs and therefore, make the best use of limited resources. NASA is fostering innovations in cross-cutting technologies that can be leveraged by spacecraft and other platforms to enable new investigations of Earth space, the solar system, and the universe. These missions all require propulsion, power, and guidance and navigation systems that must be implemented at minimal mass and cost to maximize the scientific return for a given budget. To this end, innovations are sought in the areas of Guidance, Navigation and Control, Command and Data Handling, Electric Propulsion, Advanced Chemical and Propellantless Propulsion, Platform Power Management and Distribution (including power electronics and packaging), and Thermal Control Technologies for Science Spacecraft. These technologies need not be limited to spacecraft, but can also be applicable to other platforms such as piloted and unpiloted aircraft, balloons, drop sondes, and sounding rockets. These application examples are given to illustrate the wide diversity of possibilities for acquiring Earth and Space Science data consistent with the future vision of the Science Mission Directorate for which technology development is required. For this solicitation, related science spacecraft system technologies like energy conversion, energy storage, and extreme environment electronics can be found under S2 Robotic Exploration Throughout the Solar System and X8 Energy Generation and Storage.","S7.01Guidance, Navigation and Control Beyond Low Earth Orbit (LEO); S7.02Long Duration Command and Data Handling for Harsh Environments; S7.03Electric Propulsion; S7.04Chemical and Propellantless Propulsion for Deep Space; S7.05Power Electronic Devices, Components and Packaging; S7.06Thermal Control Technologies for Science Spacecraft",S7.01; S7.02; S7.03; S7.04; S7.05; S7.06,"Guidance, Navigation and Control Beyond Low Earth Orbit (LEO); Long Duration Command and Data Handling for Harsh Environments; Electric Propulsion; Chemical and Propellantless Propulsion for Deep Space; Power Electronic Devices, Components and Packaging; Thermal Control Technologies for Science Spacecraft"
Science,"Topic S8 Advanced Modeling, Simulation, and Analysis for Science","
 Modeling and simulation are being used more pervasively and more effectively throughout NASA, for both engineering and science pursuits, than ever before. These are tools that allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, and provide visualizations of datasets that are extremely large and complicated. Examples of past simulation successes include simulations of entry conditions for man-rated space flight vehicles, visualizations of distant planet topography via simulated fly-over and three-dimensional visualizations of coupled ocean and weather systems. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Also use NASA missions and other activities to inspire and motivate the nation's students and teachers, to engage and educate the public, and to advance the scientific and technological capabilities of the nation.","S8.01Automation and Planning for Complex Tasks; S8.02Distributed Information Systems and Numerical Simulation; S8.03On-Board Science for Decisions and Actions; S8.04Spatial and Visual Methods for Search, Analysis and Display of Science Data; S8.05Data Management and Visualization",S8.01; S8.02; S8.03; S8.04; S8.05,"Automation and Planning for Complex Tasks; Distributed Information Systems and Numerical Simulation; On-Board Science for Decisions and Actions; Spatial and Visual Methods for Search, Analysis and Display of Science Data; Data Management and Visualization"
Exploration Systems,Topic X1 Systems Analysis and Integration,"
 Definition of large, complex systems requires an understanding of system performance, cost and risk during each of the system's lifecycle phases (i.e., design, development, testing, deployment and operations). Accurate representations of the system's: (1) functional and physical interfaces are required to facilitate the analysis, design, and integration of the system and its elements; (2) costs, operational plans, and risks are required to balance the programmatic aspects of the system; and (3) performance projections and margins are required to understand payload options. Achieving an understanding of these complex interactions requires the development, analysis and refinement of models and simulations (M&S) across the lifecycle of the system in order to support a variety of analysis activities. Models currently being developed for Exploration Systems and Space Operations are categorized as subjective, constructive, operator-in-the-loop, hardware- and software-in-the-loop, and in-service operations. These models and simulations are used to address requirements generation, design definition, verification of requirements, testing and sustaining engineering. SBIR Topic X1 is aimed at addressing pressing issues that are still lingering in the area of analysis and M&S. Data required to perform analysis and execute models/simulations must be consistent, valid and cohesive across the analyses. Approaches to dealing with analysis data management and manipulation through the lifecycle are sought. The integration of cost and risk models early in the lifecycle of a system's analyses must be achieved to ensure that programmatic factors drive our plans. Modeling and simulation is key to achieving NASA's vision by providing the data required for early key decision-making.",X1.01Full Data Coherency Systems for Engineering Systems Modeling and Simulation; X1.02System Lifecycle Integration of Cost and Risk Models,X1.01; X1.02,Full Data Coherency Systems for Engineering Systems Modeling and Simulation; System Lifecycle Integration of Cost and Risk Models
Exploration Systems,Topic X2 Avionics and Software,"
 The Exploration Systems Avionics and Software Topic focuses on the technologies, systems, and software that will enable the Vision for Space Exploration to achieve its goals. Integrated system health management technologies to track the state of spacecraft and instruments; spacecraft autonomy capabilities to enable greater operational flexibility and support dynamic missions for exploration vehicles and habitats; robust software engineering technologies to take programming from an art to an engineering science; and the radiation hardened and low-temperature tolerant processing and avionics to enable the advance software to work in physically demanding environments.","X2.01Integrated Systems Health Management; X2.02Spacecraft Autonomy; X2.03Software Engineering Technologies for Human-Rated Spacecraft; X2.04Low Temperature, Radiation Hardened Avionics",X2.01; X2.02; X2.03; X2.04,"Integrated Systems Health Management; Spacecraft Autonomy; Software Engineering Technologies for Human-Rated Spacecraft; Low Temperature, Radiation Hardened Avionics"
Exploration Systems,Topic X3 Environmental Control and Life Support (ECLS),"
 Environmental Control and Life Support (ECLS) encompasses the process technologies and equipment necessary to provide, monitor, and control a livable environment within a crewed spacecraft or surface habitat cabin. Functional areas of interest to this solicitation include atmospheric management; atmosphere revitalization and water recovery systems; waste management; habitation systems including crew accommodations; fire protection systems; and environmental monitoring. Technologies are needed for crewed space exploration missions supporting the Vision for Space Exploration with emphasis on missions to the lunar surface, including short duration lunar sortie missions and long duration lunar outpost. Vehicles of interest include the Lunar Surface Access Module (LSAM) and Lunar Outpost (LO). Special emphasis is placed on development of technologies that will fill existing gaps, have a significant impact on reduction of mass, power, volume and crew time, and increase safety and reliability.",X3.01Spacecraft Cabin Atmospheric Management and Habitation Systems; X3.02Water Processing and Waste Management; X3.03Crewed Spacecraft Environmental Monitoring and Control and Fire Protection Systems,X3.01; X3.02; X3.03,Spacecraft Cabin Atmospheric Management and Habitation Systems; Water Processing and Waste Management; Crewed Spacecraft Environmental Monitoring and Control and Fire Protection Systems
Exploration Systems,Topic X4 Lunar In Situ Resource Utilization (ISRU),"
 Instead of bringing everything from Earth, a key to fulfilling the goal of sustained and affordable human and robotic exploration will be the ability to use resources that are available at the site of exploration to ""live off the land"", known as In Situ Resource Utilization (ISRU). Past studies have shown making propellants and other mission critical consumables (life support and power) in situ can significantly reduce mission mass and cost, and also enable new mission concepts (e.g. surface hoppers). The ability to excavate and manipulate regolith can also have significant mass and risk reduction benefits. The primary objectives for the following ISRU subtopics are to develop technologies and systems that meet Lunar Precursor and Robotic Program (LPRP) and human lunar exploration mission objectives in the following areas: (1) Lunar regolith excavation, handling, and material transportation; (2) Oxygen production from lunar regolith processing; and (3) Lunar volatile resource extraction, separation, and storage, especially in the permanently shadowed craters at the lunar poles. To support future LPRP and human missions, the technologies and systems developed must meet the following: 

   LPRP payload mass and power requirements are unknown at this time, however notional payloads should be designed to < 100 kg, not to exceed 500 Watts of average power. 
 Technology and systems for lunar human Sortie mission demonstrations should be notionally 1/5th scale of early Outpost mission needs and no smaller than 1/10th scale. Payloads should be nominally 100 to 200 kg and no greater than 500 kg in mass.
 The current estimate for lunar human Outpost needs are 2 MT of oxygen per year for life support and EVA usage, and 7 MT of oxygen per year for propulsion to support two ascent missions per year.",X4.01Lunar Regolith Excavation and Material Handling; X4.02Oxygen Production from Lunar Regolith; X4.03Lunar Polar Resource Prospecting and Collection,X4.01; X4.02; X4.03,Lunar Regolith Excavation and Material Handling; Oxygen Production from Lunar Regolith; Lunar Polar Resource Prospecting and Collection
Exploration Systems,Topic X5 Extreme Environment Mechanisms,"
 In early robotic missions, and later in outpost missions, permanently shadowed regions of the Lunar surface (e.g., the bottoms of craters in the polar regions). These areas appear to remain at temperatures of 50°K to 80°K (-223°C to -193°C). Current surface exploration hardware has demonstrated capability to operate in the range of 158K to 273K (-115°C to 0°C) on Mars. However, the technical challenges of developing and demonstrating hardware that can operate over 100°C colder than current capabilities are significant. The major technology drivers of the low temperature mechanism technology development are to significantly enhance operation of mechanized parts by (1) lowering the operating temperature for the life of the component and (2) improving mechanism performance (e.g., torque out put, actuation performance, lubrication state) at the lunar environment conditions of cold and vacuum. The targeted application of the technology is to provide for operation of motors and drive systems, lubricated mechanisms, and actuators of lunar rovers and mobility systems, ISRU machinery, robotic systems mechanisms, and surface operations machinery (i.e. cranes, deployment systems, airlocks), lunar sortie and the lunar outpost missions. This topic area is responsible for mid-level technology research, development, and testing through experimental and/or analytical validation.",X5.01Motors and Drive Systems for Cryogenic Environments,X5.01,Motors and Drive Systems for Cryogenic Environments
Exploration Systems,Topic X6 Lightweight Structures and Materials,"
 The SBIR topic area of Structures and Materials centers on developing lightweight structures technologies to support Lunar Lander, and Lunar Habitats, with relevant technology made available to the CEV and CLV programs. Lightweight structures have been identified as a critical need since the reduction of structural mass translates directly to additional up and down mass capability that would facilitate additional logistics capacity and increased science return for all mission phases. The Lightweight Structures program utilizes and combines multi-center R&D teams into a focused activity for developing lightweight structure technology for the primary load bearing structure of the pressurized elements of the Vision for Space Exploration (VSE) program. In addition, development for non-pressurized primary structures will be considered where there is synergy with the development of the pressurized structures. The major technology drivers of the lightweight structure technology development are to significantly enhance structural systems for man-rated pressurized structures by (1) lowering mass and/or improving efficient volume for reduced launch costs, (2) improving performance to reduce risk and extend life, and (3) improving manufacturing and processing to reduce costs. This topic area is responsible for mid-level technology research, development, and testing through experimental and/or analytical validation. Subtopics in this area include Radiation Shielding Materials, Lightweight Primary Structures, and Advanced Materials.",X6.01Radiation Shielding Materials and Structures; X6.02Lightweight Pressurized Structures Including Inflatables; X6.03Material Concepts for Lightweight Structure Technology Development,X6.01; X6.02; X6.03,Radiation Shielding Materials and Structures; Lightweight Pressurized Structures Including Inflatables; Material Concepts for Lightweight Structure Technology Development
Exploration Systems,Topic X7 Operations of Exploration Equipment,"
 This call for technology development is in direct support of the Exploration Systems Mission Directorate (ESMD) Technology Development Program. The purpose of this research is to develop new technologies to support low-Earth orbit (LEO), robotic precursor, and human exploration missions, providing systems that interact with humans, handle surface equipment and move people and their payloads across planetary surfaces. The objective is to produce new technology that will reduce crew extra-vehicular activity (EVA) and intra-vehicular activity (IVA) workloads and risk in LEO, and Lunar operations and reduce the total mass and volume of equipment and materials required to support missions. The proposals should focus on technology to improve the operations of exploration equipment, allowing for less expensive, more productive and less risky missions. This research will provide technology for the critical functions that fall into three phases of surface exploration. The first phase of surface exploration will be functions that are needed prior to crew arriving at a site. These precursors may be hours, days, weeks or years ahead of the crew landing on the surface. The second phase of surface exploration will be during a crew's stay at the site. This work will include supporting the crew in IVA and in EVA tasks. The third phase of surface exploration will include long-term maintenance of the facility, as well as supporting science performed between crews.","X7.01Supportability Technologies for Long-Duration Space Missions; X7.02Human-System Interaction; X7.03Surface Handling and Mobility, Transportation, and Operations Equipment (Lunar or Mars)",X7.01; X7.02; X7.03,"Supportability Technologies for Long-Duration Space Missions; Human-System Interaction; Surface Handling and Mobility, Transportation, and Operations Equipment (Lunar or Mars)"
Exploration Systems,Topic X8 Energy Generation and Storage,"
 This topic intends to develop power capabilities that are on the critical path to enabling human exploration beyond Earth orbit. Areas of primary interest are: power generation/actuation for launch vehicles utilizing non-toxic fluids; orbital and planetary surface energy storage; and non-solar power generation. The Exploration Systems Assessment Study (ESAS) architecture desires nontoxic fluids to reduce ground processing facility requirements and to increase safety for the crew. Hydrazine (toxic) is currently used to drive the Solid Rocket Booster (SRB) and Space Shuttle Main Engine (SSME) Auxiliary Power Units (APUs), which in turn provide power for actuation for engine gimbal. Development efforts using nontoxic power generation for launch vehicles is required. ESAS architecture elements, including the Crew Exploration Vehicle (CEV), Lunar Surface Access Module (LSAM), robotic missions, and surface systems, require long-life/ high-capacity/high-density energy storage on the order of up to 10 kW. Lithium ion batteries are required to be human-rated at load profiles that are currently higher than state-of-the-art, and, are required to operate over a greater range of temperatures for the lunar environment. The ESAS architecture requires advanced fuel cells to meet LSAM and surface system design margins. Fuel cell systems provide power largely independent of environment (solar incidence), which allows greater mission flexibility and will typically provide larger power levels for less total mass for short-duration missions. The exploration architecture identifies permanent human lunar habitation shortly following a set of crewed sortie missions. The permanent habitation phase requires lunar night stays, extended EVAs, expanded science and surface operations and the utilization of ISRU to demonstrate and validate capabilities needed for Mars exploration. The expected power requirements will exceed that practically furnished by conventional technologies. The ESAS study identified surface nuclear fission systems to satisfy the power requirements for lunar extended stays, particularly at non-polar regions and nuclear power extensibility to Mars exploration.",X8.01Non-Toxic Launch Vehicle Power for Thrust Vector and Engine Actuation; X8.02Space Based Nuclear Fission Power Technologies; X8.03Space Rated  Batteries and Fuel Cells for Surface Systems,X8.01; X8.02; X8.03,Non-Toxic Launch Vehicle Power for Thrust Vector and Engine Actuation; Space Based Nuclear Fission Power Technologies; Space Rated  Batteries and Fuel Cells for Surface Systems
Exploration Systems,Topic X9 Propulsion and Propellant Storage,"
 The Exploration Systems architecture presents some propulsion challenges that require new technologies to be developed. Some of these technologies are affordable high reliability booster engines; long term cryogenic propellant storage, management, and acquisition; deep throttle cryogenic propellant space engines; cryogenic propellant reaction control engines; and non-toxic storable propellant space engines. Furthermore, specific technologies are required in valves, regulators, combustion devices, turbopumps, ignition, instrumentation, modeling, controls, materials and structures, pressurization, mass gauging, and cryogenic fluid management. The anticipated technologies to be proposed are expected to be capable of being made flight qualified and certified for the flight systems and dates to meet mission requirements.","X9.01Long Term Cryogenic Propellant Storage, Management, and Acquisition; X9.02Innovative Booster Engine Manufacturing, Components, and Health Management; X9.03Cryogenic  and Non-Toxic Storable Propellant Space Engines; X9.04Nuclear Thermal Propulsion",X9.01; X9.02; X9.03; X9.04,"Long Term Cryogenic Propellant Storage, Management, and Acquisition; Innovative Booster Engine Manufacturing, Components, and Health Management; Cryogenic  and Non-Toxic Storable Propellant Space Engines; Nuclear Thermal Propulsion"
Exploration Systems,Topic X10 Thermal Protection,"
 The Thermal Protection System (TPS) protects a spacecraft from the severe heating encountered during hypersonic flight through a planetary atmosphere. In general, there are two classes of TPS: reusable and ablative. Typically, reusable TPS applications are limited to relatively mild entry environments like that of Space Shuttle. No change in the mass or properties of the TPS material results from entry with a significant amount of energy being re-radiated from the heated surface and the remainder conducted into the TPS material. Typically, a surface coating with high emissivity (to maximize the amount of energy re-radiated) and with low surface catalycity (to minimize convective heating by suppressing surface recombination of dissociated boundary layer species) is employed. The primary insulation has low thermal conductivity to minimize the mass of material required to insulate the primary structure. Ablative TPS materials, in contrast, accommodate high heating rates and heat loads through phase change and mass loss. All NASA planetary entry probes to date have used ablative TPS. Most ablative TPS materials are reinforced composites employing organic resins as binders. When heated, the resin pyrolyzes producing gaseous products that are heated as they percolate toward the surface thus transferring some energy from the solid to the gas. Additionally, the injection of the pyrolysis gases into the boundary layer alters the boundary layer properties resulting in reduced convective heating. However, the gases may undergo chemical reactions with the boundary layer gases that could return heat to the surface. Furthermore, chemical reactions between the surface material and boundary layer species can result in consumption of the surface material leading to surface recession. Those reactions can be endothermic (vaporization, sublimation) or exothermic (oxidation) and will have an important impact on net energy to the surface. Clearly, in comparison to reusable TPS materials, the interaction of ablative TPS materials with the surrounding gas environment is much more complex as there are many more mechanisms to accommodate the entry heating. NASA has successfully tackled the complexity of thermal protection systems for numerous missions to inner and outer planets in our solar system in the past; the knowledge gained has been invaluable but incomplete. Future missions will be more demanding. For example, if existing materials were to be used for the proposed Mars Sample Return mission, the TPS mass fraction would be on the order of 40%. The potential savings that could be achieved with some investment in TPS technology development is sizeable.",X10.01Ablative Thermal Protection System for CEV,X10.01,Ablative Thermal Protection System for CEV
Exploration Systems,Topic X11 Thermal Management,"
 All spacecraft and extraterrestrial bases require thermal management systems. The long duration lunar bases that are foreseen in 15 years will present several challenges to the design and operation of active thermal control systems. Even though system design may be easier for the reduced gravity of the Moon than it is for the microgravity case of a spacecraft, the large variations in thermal environment and the risk of contamination by lunar dust will complicate system design. Innovative thermal systems and components are needed for this next phase of human space exploration.",X11.01Thermal Control for Lunar Surface Systems,X11.01,Thermal Control for Lunar Surface Systems
Exploration Systems,Topic X12 Space Human Factors and Food Systems,"
 The new Vision for Space Exploration encompasses needs for innovative technologies in the areas of Space Human Factors and Food Systems. Operations in confined, isolated, and foreign environments can lead to impairments of human performance and behavioral health problems. Furthermore, the development of new vehicles for the human exploration of space provides the ideal opportunity to build the human element into the man-machine system at the outset, greatly simplifying activities and reducing the overall costs to the program. Additionally, significant advancements in food technologies will be needed for long-duration missions for both Lunar and Mars missions. Subtopic X12.01 Food and Galley seeks innovative technologies for providing shelf-stable food with a shelf-life of 3 - 5 years, new food packaging technologies that eliminate or minimize waste, and new technologies for on-orbit meal preparation and dining. Subtopic X12.02 Space Human Factors seeks models for predicting human performance in flight environments and activities, tools for designing and evaluating human interfaces, just-in-time information tools to aid astronauts in routine and emergency operations, as well as acoustic monitoring and abatement technologies for in-flight use.",X12.01Food Access  Beyond Low Earth Orbit; X12.02Long-Duration Space Human Factors,X12.01; X12.02,Food Access  Beyond Low Earth Orbit; Long-Duration Space Human Factors
Exploration Systems,Topic X13 Space Radiation,"
 The space radiation environment is very different from the terrestrial radiation environment. It includes high-energy protons from solar activity as well as energetic heavy ions from galactic cosmic sources and their secondaries generated in vehicle structures. The success of future human exploration missions, especially future missions beyond low Earth orbit will depend on technologies that will allow astronauts to safely live and work in the space radiation environment. Technologies that will allow NASA to measure the biological effects of the unique types of radiation in the space environment are necessary to elucidate the types of countermeasures that are required and their efficacy. Subtopic X13.01, Radiation Health, seeks innovative technologies for increasing the throughput and capabilities in heavy ion beam experiments for radiobiology at the Brookhaven National Laboratory, automated and high-throughput techniques for identifying small scale cellular radiation damage from protons or heavy ions, and radiation dosimeters for manned and unmanned spaceflight.",X13.01Space Radiation Health Research Technology,X13.01,Space Radiation Health Research Technology
Exploration Systems,Topic X14 Exploration Medical Capabilities,"
 Human exploration capabilities must keep the crew healthy so they can adequately perform their mission and return safely to Earth. These two subtopics seek innovative technologies in Human Health Countermeasures and Autonomous Medical Care to prevent degradations in performance and health from the adverse physiological responses to the space flight environment and to provide medical support in both normal activities and medical emergencies. They assure that there will be no long-term adverse health consequences while supporting a healthy and productive sustained human presence. The Lunar In Situ Autonomous Health Monitoring (X14.02) subtopic seeks an innovative multiparameter monitoring system suitable for monitoring astronaut health during Extravehicular Activity on the lunar surface which can also find use in intravehicular medical montioring and care. The Health Preservation in the Space Environment (X14.01) subtopic seeks either an instrumented treadmill or resistance exercise system suitable for flight mission and ground research use, a method for monitoring the effectiveness of pharmaceuticals in space, instrumentation for non-invasive measurement of intracranial pressure during space flight, or a non-invasive method for assessing strength via micro- and macro-architecture.",X14.01Health Preservation in the Space Environment; X14.02Lunar In Situ Autonomous Health Monitoring,X14.01; X14.02,Health Preservation in the Space Environment; Lunar In Situ Autonomous Health Monitoring
