Higher Topic,Focus Area,Content,Subtopics,Subtopics_encoding,Subtopics_name
Science,Topic S6 Earth-Sun System Instrument and Sensor Technology,"
 NASA's Earth-Sun Systems (ESS) Division is committed to studying how our global environment is changing. Using the unique perspective available from spaceborne and airborne platforms, NASA is observing, documenting, and assessing large-scale environmental processes with emphasis on atmospheric composition, climate, carbon cycle and ecosystems, the Earth's surface and interior, the water and energy cycles, and weather. A major objective of ESS instrument development programs is to implement science measurement capabilities with small or more affordable spacecraft so development programs can meet multiple mission needs and therefore make the best use of limited resources. The rapid development of small, low-cost remote sensing and in situ instruments is essential to achieving this objective. Consequently, the objective of this SBIR topic is to develop and demonstrate instrument component and subsystem technologies that reduce the risk, cost, size, and development time of Earth observing instruments and to enable new Earth observations measurements. The following subtopics are concomitant with this objective and are organized by measurement technique.",S6.01Passive Optics; S6.02Lidar Remote Sensing; S6.03Earth In Situ Sensors; S6.04Passive Microwave; S6.05Active Microwave; S6.06Passive Infrared - Sub Millimeter; S6.07Thermal Control for Instruments,S6.01; S6.02; S6.03; S6.04; S6.05; S6.06; S6.07,Passive Optics; Lidar Remote Sensing; Earth In Situ Sensors; Passive Microwave; Active Microwave; Passive Infrared - Sub Millimeter; Thermal Control for Instruments
Science,Topic S7 Earth-Sun System Data Applications,"
 The Science Mission Directorate strives to understand the Sun, heliosphere, and the Earth's system of land, oceans, geology, and atmosphere and the complex interactions of all these systems as a single, connected, end-to-end system. The Directorate's mission is to reap the benefits of Earth and Sun exploration for society by providing accurate, objective scientific data and analysis to help policy makers, businesses, and citizens achieve economic security and to promote environmental stewardship. In this topic, the Directorate wants innovative companies to propose technology and techniques to assist the Directorate in achieving a portion of the mission in the shortest timeframe that is practical. The topic goal is to accelerate the deployment of Sun-Earth science data and understanding into operational decision support tools used by managers concerned with stewardship of the Earth's resources. This goal addresses the development of innovative technology solutions that simplify the processing, analysis, interpretation, and visualization of science data that will allow the routine use of Earth science results in automated decision support tools already in use by a broad user community. Management decision support tools of interest are used daily in management of land/biota, air, water, and emergency issues.","S7.01Geospatial Data Analysis Processing and Visualization Technologies; S7.02Innovative Tools and Techniques Supporting the Practical Uses of Earth Science Observations; S7.03Wireless Technologies for Spatial Data, Input, Manipulation and Distribution",S7.01; S7.02; S7.03,"Geospatial Data Analysis Processing and Visualization Technologies; Innovative Tools and Techniques Supporting the Practical Uses of Earth Science Observations; Wireless Technologies for Spatial Data, Input, Manipulation and Distribution"
Science,Topic S8 Science Spacecraft Systems Technology,"
 NASA has combined the Earth and Space Sciences into a new mission directorate called the Science Mission Directorate. The Science Mission Directorate will carry out the scientific exploration of our Earth, the planets, moons, comets, and asteroids of our solar system and beyond; chart the best route of discovery; and reap the benefits of Earth and space exploration for society. A major objective of the NASA science instrument development programs is to implement science measurement capabilities with small or more affordable spacecraft so development programs can meet multiple mission needs and, therefore, make the best use of limited resources. NASA is fostering innovations that support implementation of the Earth Science (ES) and Space Science (SS) integrated international undertaking to study the Earth and space systems. The Science Mission Directorate Programs define the platforms as the host systems for science instruments. That is, they provide the infrastructure for an instrument or suite of instruments. Traditionally, the term 'platform' would be synonymous with 'spacecraft,' and it certainly does include spacecraft. However, 'platform' is intended to be much broader in application than spacecraft and is intended to include non-traditional hosts for sensors and instruments such as airborne platforms (piloted and unpiloted aircraft, balloons, drop sondes, and sounding rockets). These application examples are given to illustrate the wide diversity of possibilities for acquiring Earth and space science data consistent with the future vision of the Science Mission Directorate and indicate types of platforms for which technology development is required.","S8.01Guidance, Navigation and Control; S8.02Command and Data Handling; S8.03Long Range and Near Earth RF Communications; S8.04Spacecraft Propulsion; S8.05Energy Conversion and Storage for Space Applications; S8.06Platform Power Management and Distribution",S8.01; S8.02; S8.03; S8.04; S8.05; S8.06,"Guidance, Navigation and Control; Command and Data Handling; Long Range and Near Earth RF Communications; Spacecraft Propulsion; Energy Conversion and Storage for Space Applications; Platform Power Management and Distribution"
Science,"Topic S9 Advanced Modeling, Simulation, and Analysis for Science ","
 Modeling and simulation are being used more pervasively and more effectively throughout the space program for both engineering and science pursuits. These are tools that allow high fidelity simulations of systems in environments that are difficult or impossible to create on Earth, allow removal of humans from experiments in dangerous situations, and provide visualizations of datasets that are extremely large and complicated. Examples of past simulation successes include simulations of entry conditions for man-rated space flight vehicles, visualizations of distant planet topography via simulated fly-over, and three-dimensional visualizations of coupled ocean and weather systems. In many of these situations, assimilation of real data into a highly sophisticated physics model is needed. Also use NASA missions and other activities to inspire and motivate the nation's students and teachers, to engage and educate the public, and to advance the scientific and technological capabilities of the nation.",S9.01Automation and Planning; S9.02Distributed Information Systems and Numerical Simulation; S9.03Data Management and Visualization; S9.04On-Board Science for Decisions and Actions,S9.01; S9.02; S9.03; S9.04,Automation and Planning; Distributed Information Systems and Numerical Simulation; Data Management and Visualization; On-Board Science for Decisions and Actions
Exploration Systems,"Topic X1 Communications, Computing, Electronics and Imaging (CCEI)","
 The goals of this topic are to develop advanced space communications and networking technology; high-performance computers and computing architectures for space systems and data analysis; low-power electronics to enable robotic operations in extreme environments; and imaging sensors for machine vision systems and the characterization of planetary resources. Subtopics of this topic area include: 

In-Space Computing and Reconfigurable Electronics. This subtopic includes architectures and components required for space-based computing and avionics systems. Architecture efforts will emphasize modular, fault-tolerant approaches that leverage commercial standards and COTS devices. Component work will focus on capabilities for enhancing general- and special-purpose processing to meet multiple mission goals. Products of particular interest include reconfigurable electronics, fault-tolerant, reconfigurable processor, micro-controllers and storage devices. 

Extreme Environments/Low Temperature Electronics. This subtopic includes radiation-tolerant, wide-temperature-range digital, analog, mixed signal, dynamic member and RF electronic components, and integrated modules suitable for operation in the extreme environments of the Moon, Mars and other deep space destinations. Efforts will emphasize supporting electronics for sensors, actuators and communications. The focus of this subtopic is radiation-tolerant, analog, mixed signal, dynamic memory and RF electronic components, and integrated modules suitable for operation in extreme low-temperature space environments. 

Sensing and Imaging. This subtopic includes orbital remote sensing for topographical and resource mapping and atmospheric profiling and control-loop sensing for robotic functions such as rendezvous and docking, assembly and construction, and precision landing. Products of particular interest include control-loop sensors for position, velocity and force, rapid detection and readout arrays for 2D and 3D imaging at 1.5 µm and multi-wavelength IR and visible laser arrays. 

Surface Networks and Access Links. This subtopic includes communications technologies to support operational activities in space beyond low Earth orbit and on planetary surfaces in which nodes are simultaneously connected to each other, to Earth, and to the CEV via in-space relay orbiters, and via wired and wireless networks providing the bidirectional voice, video and data needed. The focus of this subtopic is on the modular, reconfigurable RF communications and networking technologies needed to support a human presence on remote lunar and planetary surfaces with short-range networks and access links to long-haul systems.",X1.01In-Space Computing and Reconfigurable Electronics; X1.02Extreme Environment Electronics/SEE; X1.03Sensing and Imaging; X1.04Surface Networks & Access Links,X1.01; X1.02; X1.03; X1.04,In-Space Computing and Reconfigurable Electronics; Extreme Environment Electronics/SEE; Sensing and Imaging; Surface Networks & Access Links
Exploration Systems,Topic X2 Advanced Materials and Structural Concepts (AMSC),"
 The goals of this topic are to develop high-performance materials, fabrics, modular vehicle structural concepts, and mechanical components for exploration systems. Major technology drivers include reducing system cost, mass, and launch volume; enabling the construction of space and surface infrastructure from modular elements; extending the performance and lifetime of systems operating in extreme environments; and providing systems with integrated diagnostic and adaptive capabilities. This topic is responsible for basic technology level research, development, and testing through experimental and/or analytical validation of novel materials and structural concepts for a wide range of exploration applications. The three subtopics include Advanced Materials and Mechanisms, Structures and Habitats, and Nanotechnology.",X2.01Advanced Materials; X2.02Structures and Habitats; X2.03Nanostructured Materials,X2.01; X2.02; X2.03,Advanced Materials; Structures and Habitats; Nanostructured Materials
Exploration Systems,Topic X3 Power Propulsion and Chemical Systems (PPCS),"
 The goals of this topic are to develop high-efficiency power conversion/generation, energy storage, and power management and distribution systems to provide abundant power for long-duration, sustainable, human and robotic exploration missions as well as systems for the storage and handling of cryogens and other propellants. The subtopics include: Power Generation and Transmission, Energy Storage, and Cryogenic and Thermal Management.",X3.01Power Generation & Transmission; X3.02Energy Storage; X3.03Cryo & Thermal Management,X3.01; X3.02; X3.03,Power Generation & Transmission; Energy Storage; Cryo & Thermal Management
Exploration Systems,Topic X4 Advanced Studies Concepts and Tools (ASCT),"
 The goal of this topic is to develop ESR&T (Exploration Systems Research and Technology) tools that advance the SOA (State-Of-Art) for: the study of revolutionary exploration system advanced concepts, system technologies, and architectures; the prioritization of mission enabling technologies; systems engineering analysis, which reduces mission risk; systems design and analysis; and the conduct of exploratory research and development for emerging technologies. The projects to be selected are expected to challenge SBIR companies to take on research projects with higher technology development risk and higher potential payoff than they would, otherwise; and, in addition, are judged to be likely to provide new capabilities to meet NASA's strategic goals and objectives for Exploration Systems. Projects must press the state-of-the-art, display a high degree of innovation, and involve significant technical challenges. Projects must be technically feasible, but the proposer should not assume that the lower the technical risk in a project, the greater the probability that it will be funded. Component-related, system-related, and process-related projects are all of interest. Subtopics of this ASCT topic area include: Technology Systems Analysis Tools - this subtopic includes the development of advanced tools to support: advanced concept analysis; systems architecture analysis; emerging systems technology analysis; technology portfolio assessment and forecast analysis; campaign analysis; technology databases; advanced concept development risk and cost modeling; etc. This subtopic encompasses support for technology road map definition. Systems Design and Analysis Tools - this subtopic includes the development of advanced tools for implementing: an advanced modeling and systems simulation environment; integrated analysis for assessing potential system engineering impacts of new technologies; design and analysis databases; system engineering models; engineering discipline analysis; system level risk analysis; probabilistic risk analysis (PRA); reliability, maintainability, and availability analyses; human factor analysis; life cycle cost analysis; and other systems engineering Figures of Merit (FOM) analyses. This ASCT topic is currently focusing on developing advanced tools, which enable the following: 

   Study of revolutionary exploration system advanced concepts, technologies, and architectures; 
 Exploratory research and technology in the full range of technical fields related to space exploration; 
 Integrated modeling and simulation of exploration systems and mission risk.",X4.01Technology Systems Analysis; X4.02Design and Analysis Tools,X4.01; X4.02,Technology Systems Analysis; Design and Analysis Tools
Exploration Systems,"Topic X5 Software, Intelligent Systems and Modeling","
 This SBIR Topic seeks innovative concepts for technologies that will reduce life-cycle mission costs by providing high-confidence design of onboard autonomy, including safe and reliable human autonomy interaction. NASA is preparing for human-robotic exploration of the Moon and Mars. Traditional means of providing system information, such as inspections and preventive maintenance, have limited utility for exploration missions. Other solutions, such as telemetry data, become less useful as communication bandwidth shrinks and communication delays increase. Under these circumstances, increasing the autonomy of the onboard systems provides the best means of managing system operations. Autonomous onboard system technologies involve the use of goal-oriented operations, requiring means for sensing the environment and making intelligent choices with regard to resources, procedures, health and safety, logistics, and configuration. The Software, Intelligent Systems and Modeling (SISM) Element program will develop and test reliable software, autonomous and human-robotic systems, and model-based methods for design, analysis, and operations. SISM is being formulated in collaboration with several ESRT Technology Maturation Program elements (for example, Advanced Space Operations, Lunar and Planetary Surface Operations, and Advanced Space Platforms and Systems), as well as the Human-Systems Integration Program in HSRT. In addition, this Element Program is cognizant of on-going FY04 SBIR tasks in related areas, such as advanced modeling and simulation. To focus the role of this SBIR Topic within the overall scope of SISM, there will be an emphasis on concepts that reduce life-cycle costs by increasing the usability of key classes of advanced design methods and tools. The key classes of methods and tools are defined by the two subtopics, Software Engineering (X5.01) and Human-Autonomy Interaction (X5.02). These kinds of design and test technologies have made great advances during the past ten years, but the usability of the technologies, and therefore their actual impact, has lagged behind their potential impact.",X5.01Software Engineering; X5.02Human Autonomy Interaction,X5.01; X5.02,Software Engineering; Human Autonomy Interaction
Exploration Systems,Topic X6 Advanced Space Operations (ASO),"
 This Topic covers a range of key technology options associated with future space exploration systems and architectures that involve a variety of combinations of advanced robotic and human capabilities, ranging from remotely telesupervised robotic systems, through locally-teleoperated systems, to focused human presence (with robotic agent assistance). Technologies that enable in-space assembly, maintenance, and servicing are also included. Key objectives derive from the goals of safe/reliable, affordable, and effective future human and robotic space exploration in support of the U.S. Vision for Space Exploration. These efforts will be closely coordinated with spacecraft subsystem, system, and related R&D within the Advanced Space Platforms and Systems Topic.",X6.01Intelligent Operations Systems; X6.02Space Assembly Maintenance & Servicing; X6.03Launch Site Technologies,X6.01; X6.02; X6.03,Intelligent Operations Systems; Space Assembly Maintenance & Servicing; Launch Site Technologies
Exploration Systems,Topic X7 High Energy Space Systems (HESS),"
 This Topic covers a range of key technology options associated with future space exploration systems and architectures that are 'energy rich'-including high power space systems, highly efficient and reliable space propulsion systems, and the storage, management, and transfer of energy/propellants in space. It also addresses high-energy maneuvering including aero-entry, aero-braking, and other aero-assist related R&D. The affordable deployment of systems and logistics beyond low Earth orbit will depend on high-power space transportation. In addition, a broad range of future systems and technologies will be constrained or enabled by the availability (or lack) of significant power at an affordable cost.",X7.01Chemical Propulsion Systems and Modeling; X7.02Chemical Propulsion Components; X7.03High-Power Electric Propulsion; X7.04Aeroassist Systems,X7.01; X7.02; X7.03; X7.04,Chemical Propulsion Systems and Modeling; Chemical Propulsion Components; High-Power Electric Propulsion; Aeroassist Systems
Exploration Systems,Topic X8 Advanced Space Platforms and Systems,"
 This Topic covers a range of key technology options associated with future space exploration systems and architectures that are resilient, reliable, and reconfigurable through the use of miniaturization, modularization of key functions in novel systems approaches. Platforms technologies that support self-assembly and in-space assembly, as well as in-space maintenance and servicing, are included. These efforts are coordinated with in-space assembly and related R&D within the Advanced Space Operations Topic (e.g., involving extra-vehicular activity (EVA) systems, robotics, etc.).",X8.01Vehicle Health Management Systems; X8.02Intelligent Modular Systems,X8.01; X8.02,Vehicle Health Management Systems; Intelligent Modular Systems
Exploration Systems,Topic X9 Lunar and Planetary Surface Operations,"
 This Topic covers a range of key technology options associated with future lunar and planetary surface exploration and operations for a range of increasingly-ambitious human and robotic mission options through the development of in situ resource utilization technologies, highly-capable surface mobility systems, and various supporting infrastructures. Key objectives are derived from the goals of safe/reliable, affordable and effective future human and robotic lunar and planetary surface exploration in support of the U.S. Vision for Space Exploration.",X9.01In-Situ Resource Utilization & Space Manufacturing; X9.02Surface Mobility/Mechanisms,X9.01; X9.02,In-Situ Resource Utilization & Space Manufacturing; Surface Mobility/Mechanisms
